"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"peter-s-kastner","Peter S. Kastner","person","IT Consulting","active","","1988-present","andersen-report-cover-letter-to-weber-4-4d17ee","Author; principal at Scott-Page Associates, Westport MA as of 2007."
"scott-page-associates","Scott-Page Associates","firm","IT Consulting","active","","2006-present","andersen-report-cover-letter-to-weber-4-4d17ee","Kastner's consulting firm; 401 Pine Hill Rd, PO Box 3685, Westport MA 02790."
"mark-weber","Mark Weber","person","Law","[DEFERRED]","[DEFERRED]","2000s-present","andersen-report-cover-letter-to-weber-4-4d17ee","Partner at Gibson, Dunn & Crutcher LLP, Los Angeles; recipient."
"gibson-dunn","Gibson, Dunn & Crutcher LLP","firm","Law","active","","1890-present","andersen-report-cover-letter-to-weber-4-4d17ee","333 South Grand Avenue, Los Angeles CA 90071-3197."
"john-casey","John Casey","person","Intel Legal","[DEFERRED]","[DEFERRED]","2000s","andersen-report-cover-letter-to-weber-4-4d17ee","Intel representative mentioned; prior-month meeting with Kastner and Weber."
"intel","Intel Corporation","company","Semiconductors","active","","1968-present","andersen-report-cover-letter-to-weber-4-4d17ee","Defendant in AMD v Intel; Kastner agreed with Intel's affirmative-defense position."
"amd","Advanced Micro Devices (AMD)","company","Semiconductors","active","","1969-present","andersen-report-cover-letter-to-weber-4-4d17ee","Plaintiff in the AMD v Intel antitrust case."
"intelligent-electronics","Intelligent Electronics","company","PC Distribution","dissolved","General Electric -> acquired by Ingram Micro","1982-1997","andersen-report-cover-letter-to-weber-4-4d17ee","Subject of Kastner's 1999 expert report referenced in this letter."
"andersen-consulting","Andersen Consulting","firm","IT Consulting","rebranded","Accenture (2001)","1989-2001","andersen-report-cover-letter-to-weber-4-4d17ee","Defendant in Kastner's 1999 expert report."
"internetweek","Internetweek","company","Trade Press","dissolved","CMP/UBM","1995-2004","andersen-report-cover-letter-to-weber-4-4d17ee","Kastner's 2003 250-company PC replacement column appeared here."
