"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"intranet","Intranet (corporate web)","platform","multiple","1995-2005","emerging","mature-morphed-to-SaaS","tool-vendors-neglect-intranet-computing--97bde3","Central topic of Kastner predictions"
"web-browser-client","Web browser as client platform","platform","Netscape/Microsoft","1994-present","emerging","dominant","tool-vendors-neglect-intranet-computing--97bde3","Kastner predicted tool-vendor equality with Windows client"
"windows-client","Windows native client (Win32)","platform","Microsoft","1990s-present","mature","legacy-stable","tool-vendors-neglect-intranet-computing--97bde3","Positioned against browser in Kastner framing"
"novell-nds","Novell Directory Services (NDS)","application","Novell","1993-2005","mature","legacy-replaced-by-AD-LDAP","tool-vendors-neglect-intranet-computing--97bde3","Kastner predicted intranet white-pages would obviate NDS"
"windows-nt","Windows NT 4.0","platform","Microsoft","1996-2001","current","legacy-retired","tool-vendors-neglect-intranet-computing--97bde3","Kastner cited as failed-challenge-recognition for Novell"
"corba","Object Request Broker Architecture (CORBA)","framework","Object Management Group","1991-2005","emerging","legacy-niche","tool-vendors-neglect-intranet-computing--97bde3","Kastner predicted no single architecture dominates"
"java-platform","Java platform","platform","Sun Microsystems","1995-present","emerging","mature","tool-vendors-neglect-intranet-computing--97bde3","Kastner predicted network-computer WordPerfect-in-Java bundle"
"network-computer","Network Computer (NC)","platform","Oracle/Sun/IBM","1996-2000","emerging","legacy-failed","tool-vendors-neglect-intranet-computing--97bde3","Kastner predicted WordPerfect bundling"
"wordperfect","WordPerfect","application","Corel","1980-present","mature","legacy-niche","tool-vendors-neglect-intranet-computing--97bde3","Kastner predicted Corel Java rewrite"
"y2k-noncompliant-code","Y2K-noncompliant date code","application","multiple","1960s-1999","mature","legacy-remediated","tool-vendors-neglect-intranet-computing--97bde3","Kastner admitted writing such code at Chase Manhattan in 1973"
