"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"data-mining","DEC LinkWorks","Enterprise Workflow/Document Mgmt","Digital Equipment Corporation","1994-2000s","mainstream","discontinued","1997-dec-linkworks-webworker---an-object-db2d2a","LinkWorks discontinued after DEC-Compaq-HP mergers; replaced by SharePoint and other ECM platforms"
"windows-nt","LinkWorks WebWorker","Web Extension/Middleware","Digital Equipment Corporation","1997-2000s","emerging","discontinued","1997-dec-linkworks-webworker---an-object-db2d2a","WebWorker was web gateway for LinkWorks; discontinued with LinkWorks itself"
"corba-common-object-request-broker-architecture","CORBA (Common Object Request Broker Architecture)","Distributed Computing","OMG/Multiple","1991-2000s","mainstream","legacy","1997-dec-linkworks-webworker---an-object-db2d2a","CORBA widely adopted in late 1990s but superseded by web services (SOAP, REST) by 2005"
"metadata-management","COM/ActiveX/DCOM","Distributed Computing","Microsoft","1993-2010s","mainstream","legacy","1997-dec-linkworks-webworker---an-object-db2d2a","COM evolved into .NET component model; ActiveX largely deprecated in modern browsers"
"massively-parallel-processing","Java / JavaBeans","Programming Language/Component Model","Sun Microsystems","1995-present","emerging","dominant","1997-dec-linkworks-webworker---an-object-db2d2a","Java became one of world's most-used programming languages; JavaBeans less dominant but Java EE/Jakarta EE active"
"sun-ultrasparc","OLE Automation","Desktop Integration","Microsoft","1992-2000s","mainstream","legacy","1997-dec-linkworks-webworker---an-object-db2d2a","OLE evolved into COM automation; largely superseded by .NET and web APIs"
"db2","Distributed Object Framework","Architecture Pattern","Multiple","1994-2005","emerging","superseded","1997-dec-linkworks-webworker---an-object-db2d2a","Distributed objects replaced by SOA/web services/microservices architectures"
"predictive-analytics","Document Management Systems","Enterprise Software","Multiple","1990s-present","mainstream","evolved","1997-dec-linkworks-webworker---an-object-db2d2a","DMS evolved into Enterprise Content Management (ECM); SharePoint, Documentum, OpenText dominant"
"business-intelligence","Workflow Software","Enterprise Software","Multiple","1990s-present","emerging","mainstream","1997-dec-linkworks-webworker---an-object-db2d2a","Workflow evolved into BPM (Business Process Management) platforms; now includes RPA and no-code"
"groupware","Groupware","Enterprise Collaboration","Multiple","1990s-2000s","mainstream","evolved","1997-dec-linkworks-webworker---an-object-db2d2a","Groupware evolved into modern collaboration platforms; Slack, Teams, Google Workspace now dominant"
"digital-unix-tru64","Digital UNIX (Tru64)","Operating System","Digital Equipment Corporation","1992-2012","mainstream","discontinued","1997-dec-linkworks-webworker---an-object-db2d2a","Digital UNIX renamed Tru64 UNIX; Compaq then HP maintained; final support ended 2012"
"openvms","OpenVMS","Operating System","Digital Equipment Corporation","1977-present","mainstream","active-niche","1997-dec-linkworks-webworker---an-object-db2d2a","OpenVMS still maintained by VSI (VMS Software Inc.) on x86 as of 2026"
"microsoft-backoffice","Microsoft BackOffice","Enterprise Suite","Microsoft","1994-2002","mainstream","evolved","1997-dec-linkworks-webworker---an-object-db2d2a","BackOffice suite retired circa 2002; components evolved into separate Windows Server products"
"snmp","Internet/Web Browser","Client Software","Multiple","1993-present","mainstream","dominant","1997-dec-linkworks-webworker---an-object-db2d2a","Web browser became dominant universal client; Internet Explorer then Chrome/Firefox dominant"
"TECH-015","RPCs (Remote Procedure Calls)","Networking/Middleware","Multiple","1980s-present","mainstream","active-niche","1997-dec-linkworks-webworker---an-object-db2d2a","RPCs still used in gRPC and other modern frameworks; largely replaced by REST for web services"
