"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"american-science-engineering","American Science & Engineering (AS&E)","company","electronics-instrumentation","active","Rapiscan Systems (acquired 2016)","1958-present","minicomputer-news-ase-asep-1979-2b5327","Cambridge MA developer of ASEP two-way power-line metering system"
"data-general-corporation","Data General Corporation","company","minicomputer","acquired","EMC (1999)","1968-1999","minicomputer-news-ase-asep-1979-2b5327","Supplier of the Eclipse S-230 minicomputer used to control ASEP"
"florida-power-corp","Florida Power Corporation","company","electric-utility","acquired","Progress Energy (2000), then Duke Energy (2012)","1899-2012","minicomputer-news-ase-asep-1979-2b5327","Early ASEP adopter; piloted dynamic rate system"
"florida-power-and-light","Florida Power and Light Company","company","electric-utility","active","NextEra Energy (parent)","1925-present","minicomputer-news-ase-asep-1979-2b5327","Planned to use ASEP for residential AC/heat and water-heater control"
"wisconsin-electric-power","Wisconsin Electric Power Company (WEPco)","company","electric-utility","active","WEC Energy Group (parent)","1896-present","minicomputer-news-ase-asep-1979-2b5327","Used ASEP to control water heaters in 154,000 homes; appears in filename"
"us-department-of-energy","U.S. Department of Energy","agency","government","active","","1977-present","minicomputer-news-ase-asep-1979-2b5327","Predicted most states would use time-of-day rates within 5-6 years"
"ralph-abbott","Ralph Abbott","person","electronics","unknown","","1970s-1980s","minicomputer-news-ase-asep-1979-2b5327","VP of American Science & Engineering; ASEP spokesperson"
"martin-annis","Dr. Martin Annis","person","physics-electronics","deceased","","1940s-2010s","minicomputer-news-ase-asep-1979-2b5327","President of American Science & Engineering; physicist-founder"
"arthur-d-little","Arthur D. Little","firm","management-consulting","dissolved","Altran (partial, 2002)","1886-2002","minicomputer-news-ase-asep-1979-2b5327","Kastner employer 1972-1979"
"peter-s-kastner","Peter S. Kastner","person","IT-analyst","active","","1969-present","minicomputer-news-ase-asep-1979-2b5327","Aberdeen Group co-founder, VP/EVP/CRO; prior: PHI, Wang, ADL, Prime, Stratus, DEC"
