tech_id,tech_name,category,vendor,era,lifecycle_at_study,lifecycle_current,study_id,notes
edi,Electronic Data Interchange (EDI),protocol,Various,1970s-present,mature,legacy-supported,ecpspr~1-4968bf,"EDI providers have big head start; EDI-origin enterprises better at internet EC due to legacy/systems integration experience"
van,Value-Added Network (VAN),platform,Various,1970s-present,mature,declining,ecpspr~1-4968bf,"Internet transition threatens VAN revenue; many E-commerce projects have rapid payback based solely on reduced VAN communications expenses"
tcp-ip,TCP/IP,protocol,IETF,1970s-present,dominant,dominant,ecpspr~1-4968bf,"Shift to TCP/IP as universal communications protocol on Web and all networks and between all devices; key factor propelling EC adoption"
internet,World Wide Web / Internet,platform,IETF/W3C,1991-present,emerging-dominant,dominant,ecpspr~1-4968bf,"Platform for EC; B2B internet commerce expected to grow from $8B in 1997 to $327B in 2002"
erp,Enterprise Resource Planning (ERP),application,Various (SAP Oracle PeopleSoft Baan),1990s-present,mature,dominant,ecpspr~1-4968bf,"ERP providers have best way in to enterprise; web-enabled ERP applications coming into own; ERP data available to less than 15% of users within organizations"
java,Java,language,Sun Microsystems,1995-present,emerging,mature,ecpspr~1-4968bf,"Cited as new language required for EC program customization and development; professional services skill requirement"
sap-r3,SAP R/3,application,SAP,1992-present,dominant,legacy-supported,ecpspr~1-4968bf,"Running in 7000+ companies including Microsoft IBM and General Motors; main focus of SAP professional services; ASAP program targets middle market"
dcom,DCOM (Distributed Common Object Model),framework,Microsoft,1996-present,mature,legacy,ecpspr~1-4968bf,"Only Microsoft shipping all major EC components with single underlying DCOM; Aberdeen expects Microsoft to drive standards via market saturation"
cap,Commerce Application Platform (CAP),application,Various,1996-present,emerging,mature,ecpspr~1-4968bf,"Software bundle combining internet technologies databases middleware messaging and transaction processing; most so-called complete solutions are incomplete; need for significant customization"
obi,OBI (Open Buying on the Internet),protocol,Various,1996-present,emerging,legacy,ecpspr~1-4968bf,"Open interoperability standard for EC cited in E-commerce checklist as required technology support"
ofx,OFX (Open Financial Exchange),protocol,Various,1997-present,emerging,legacy,ecpspr~1-4968bf,"Open financial exchange standard cited in E-commerce checklist as required technology support"
ediint,EDIINT,protocol,IETF,1997-present,emerging,legacy,ecpspr~1-4968bf,"EDI over internet standard cited in E-commerce checklist as required technology support"
smime,S/MIME,protocol,Various,1995-present,emerging,mature,ecpspr~1-4968bf,"Secure messaging standard cited in E-commerce checklist as required technology support"
pandesic-suite,Pandesic EC Suite,application,Pandesic (SAP/Intel JV),1998-2000,emerging,defunct,ecpspr~1-4968bf,"SAP high-end business applications meshed with front-end EC software for mid-range and small enterprises; 60-70% customers small/very small; discontinued 2000"
