"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"206a10-OBS-001","2003-a-view-of-sun-s-2003-worldwide-analyst-conference-206a10","sun-microsystems","solaris-sparc","strategy-classification","2003","Flagship OS Strategy","Solaris on SPARC designated flagship OS for foreseeable future","high","ingest-extraction","industry-analysis","abstract","Stated at WWAC 2003 San Francisco",""
"206a10-OBS-002","2003-a-view-of-sun-s-2003-worldwide-analyst-conference-206a10","sun-microsystems","sun-n1","technology-assessment","2003","N1 Grid Development Status","Active development to reduce data center costs and complexity","high","ingest-extraction","industry-analysis","abstract","Response to customer demand for cost reduction",""
"206a10-OBS-003","2003-a-view-of-sun-s-2003-worldwide-analyst-conference-206a10","sun-microsystems","project-orion","technology-assessment","2003","Project Orion Status","In development as part of Sun's cost/complexity reduction strategy","high","ingest-extraction","industry-analysis","abstract","Alongside N1 and new storage products",""
"206a10-OBS-004","2003-a-view-of-sun-s-2003-worldwide-analyst-conference-206a10","sun-microsystems","linux","strategy-classification","2003","Linux Strategy Shift","Altering Linux strategy to be more attractive to users","high","ingest-extraction","industry-analysis","abstract","Dual-track strategy: SPARC/Solaris flagship + more Linux-friendly",""
"206a10-OBS-005","2003-a-view-of-sun-s-2003-worldwide-analyst-conference-206a10","sun-microsystems","","expert-opinion","2003","Customer Top Priority","Drive down data center costs and complexity","high","ingest-extraction","expert-opinion","abstract","Customer-stated priority relayed at WWAC 2003",""
"206a10-OBS-006","2003-a-view-of-sun-s-2003-worldwide-analyst-conference-206a10","sun-microsystems","","viability-prediction","2003","Solaris/SPARC Longevity","Solaris on SPARC will remain flagship for foreseeable future","medium","ingest-extraction","expert-opinion","abstract","Sun's own forward-looking claim at WWAC",""
"206a10-OBS-007","2003-a-view-of-sun-s-2003-worldwide-analyst-conference-206a10","sun-microsystems","solaris-sparc","actual-outcome","2010","Solaris/SPARC Longevity - Actual Outcome","Sun acquired by Oracle 2010; SPARC/Solaris reduced to legacy status; no major new releases after Solaris 11.4 (2018)","verified","web-source","document-review","post-publication","Oracle extended Solaris 11.4 support to 2037 but froze major development",""
"206a10-OBS-008","2003-a-view-of-sun-s-2003-worldwide-analyst-conference-206a10","sun-microsystems","sun-n1","actual-outcome","2010","N1 Grid Architecture - Actual Outcome","Discontinued after Oracle acquisition; concepts absorbed into Oracle cloud strategy","verified","web-source","document-review","post-publication","N1 brand abandoned; grid computing vision partially realized by Oracle Cloud",""
"206a10-OBS-009","2003-a-view-of-sun-s-2003-worldwide-analyst-conference-206a10","sun-microsystems","linux","actual-outcome","2010","Linux vs SPARC/Solaris - Actual Outcome","Linux/x86 displaced Solaris/SPARC as enterprise standard; Oracle continued strong Linux support","verified","web-source","document-review","post-publication","Oracle's Unbreakable Linux program became more prominent than Solaris post-acquisition",""
"206a10-OBS-010","2003-a-view-of-sun-s-2003-worldwide-analyst-conference-206a10","sun-microsystems","","market-data","2003","Conference Scope","2003 Worldwide Analyst Conference, San Francisco; attendees included industry analysts","high","ingest-extraction","industry-analysis","abstract","Annual Sun event for financial and industry analysts",""
