"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"ibm-360-65","IBM System/360 Model 65","platform","IBM","1965-1975","mature","legacy-end-of-life","volume-1-ch02-physics-of-the-machine-1969-1972","Main computing platform at PHI service bureau; CPU time cost $360/hour in 1969."
"ibm-360","IBM System/360","platform","IBM","1964-1978","mature","legacy-end-of-life","volume-1-ch02-physics-of-the-machine-1969-1972","Family platform for PHI service bureau operations; reference card was primary documentation resource."
"cobol","COBOL","language","CODASYL/industry-standard","1960-","growing","legacy-supported","volume-1-ch02-physics-of-the-machine-1969-1972","Primary language used at PHI; Siegel's One-Instruction Switch optimization was demonstrable in COBOL; Cosmos generated millions of lines of architecturally sound COBOL."
"cosmos-application-package","Cosmos (Customer Accounting System / CAS)","application","PHI (Philip Hankins Inc.)","1969-1972","growing","dissolved","volume-1-ch02-physics-of-the-machine-1969-1972","Code-generation system at PHI that produced millions of lines of COBOL per specification. Originally called Customer Accounting System (CAS). Named after Creedence Clearwater Revival album 'Cosmos Factory'. Enabled a team of four to build an entire bank checking account system in one year."
"wang-vs","Wang VS Operating System","platform","Wang Laboratories","1977-1992","emerging","legacy-end-of-life","volume-1-ch02-physics-of-the-machine-1969-1972","Operating system later architected by Robert A. Siegel after he left PHI."
"y2k-bug","Y2K / Year 2000 Two-Digit Year Bug","application","industry-wide","1960-2000","emerging","legacy-end-of-life","volume-1-ch02-physics-of-the-machine-1969-1972","Two-digit year field vulnerability; Kastner fixed an early instance in Marine Midland Bank's bond portfolio system in July 1969, 30 years before the global Y2K crisis."
"jcl","Job Control Language (JCL)","language","IBM","1964-","growing","legacy-supported","volume-1-ch02-physics-of-the-machine-1969-1972","Command syntax for IBM OS to control program execution: tape mounts, disk pack allocation, memory reservation. Notoriously cryptic; a single misplaced comma could fail a job."
"punch-cards","Punch Cards / Card Decks","platform","IBM","1950-1980","mature","legacy-end-of-life","volume-1-ch02-physics-of-the-machine-1969-1972","Primary input mechanism at PHI; programmers wrote code on coding forms, had it keypunched, submitted deck to operations queue, waited hours for printout."
"core-memory","Core Memory","platform","IBM","1955-1975","mature","legacy-end-of-life","volume-1-ch02-physics-of-the-machine-1969-1972","Primary memory technology of the IBM 360 era; core dumps captured entire contents of core memory upon program failure."
"core-dump","Core Dump / Hexadecimal Core Dump","application","IBM","1960-1980","mature","legacy-end-of-life","volume-1-ch02-physics-of-the-machine-1969-1972","Debugging technique: on catastrophic failure, OS printed entire core memory contents as hex. Could span hundreds of pages. Kastner learned to read these to find program errors."
"ibm-360-reference-card","IBM System/360 Reference Card","application","IBM","1964-1978","mature","legacy-end-of-life","volume-1-ch02-physics-of-the-machine-1969-1972","Dense fold-out cheat sheet roughly placemat-sized; primary documentation resource for programmers at PHI in absence of online docs."
"service-bureau-computing","Service Bureau Computing","platform","industry-wide","1960-1980","mature","legacy-end-of-life","volume-1-ch02-physics-of-the-machine-1969-1972","Business model where companies purchased CPU time on shared mainframes; PHI charged $360/hour for IBM 360/65 time in 1969."
"timesharing","Timesharing Systems","platform","various","1965-1985","emerging","legacy-end-of-life","volume-1-ch02-physics-of-the-machine-1969-1972","Interactive terminal-based computing available at universities and research labs in 1969 but not typical at commercial service bureaus like PHI."
"bond-portfolio-system","Bond Portfolio System (Marine Midland)","application","PHI (Philip Hankins Inc.)","1969","mature","dissolved","volume-1-ch02-physics-of-the-machine-1969-1972","Banking application upgraded by Kastner in July 1969; contained two-digit year field vulnerability for bonds maturing in year 2000+."
"retail-accounting-system","Retail Accounting System (Cumberland Farms)","application","PHI (Philip Hankins Inc.)","1969","mature","dissolved","volume-1-ch02-physics-of-the-machine-1969-1972","Accounting system designed by Kastner for Cumberland Farms; required handling mechanical pump counter rollover at 9,999 gallons."
"code-generation","Code Generation / Automated Code Generation","framework","PHI (Philip Hankins Inc.)","1969-","emerging","active","volume-1-ch02-physics-of-the-machine-1969-1972","Technique exemplified by Cosmos: templates and rules produce architecturally consistent code at scale, sidestepping Brooks's Law coordination overhead."
"apollo-navigation-software","Apollo Lunar Navigation Software","application","NASA","1961-1972","mature","legacy-end-of-life","volume-1-ch02-physics-of-the-machine-1969-1972","Navigation code for the Apollo lunar program; PHI founders Philip Hankins and David Moros had written this code before founding PHI."
