"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"intel-infiband-wp--edit-psk-5-22f-a2c551-OBS-001","intel-infiband-wp--edit-psk-5-22f-a2c551","infiniband-trade-association","infiniband","market-sizing","2002","IBTA technology sponsors","more than 200","high","ingest-extraction","primary-source","p1","200+ IBA technology sponsors as of May 2002.",""
"intel-infiband-wp--edit-psk-5-22f-a2c551-OBS-002","intel-infiband-wp--edit-psk-5-22f-a2c551","","infiniband","benchmark-result","2002","IBA bandwidth (12x)","up to 30 Gbps","high","ingest-extraction","primary-source","p1","IBA uses up to 12 wires at 2.5 Gb/s each; standard configs: 1x/4x/12x for up to 30 Gbps.",""
"intel-infiband-wp--edit-psk-5-22f-a2c551-OBS-003","intel-infiband-wp--edit-psk-5-22f-a2c551","","pci-x","benchmark-result","2002","PCI bus bandwidth (aggregate)","532 MB/second (parallel PCI)","high","ingest-extraction","primary-source","p4","PCI at 64-bit 66 MHz = 532 MB/s aggregate; shared by all devices.",""
"intel-infiband-wp--edit-psk-5-22f-a2c551-OBS-004","intel-infiband-wp--edit-psk-5-22f-a2c551","","infiniband","benchmark-result","2002","IBA per-link bandwidth","500 MB/s minimum to 6 GB/s","high","ingest-extraction","primary-source","p5","Each IBA link minimum 500 MB/s vs PCI shared 500 MB/s; IBA scales to 6 GB/s per server.",""
"intel-infiband-wp--edit-psk-5-22f-a2c551-OBS-005","intel-infiband-wp--edit-psk-5-22f-a2c551","","infiniband","expert-opinion","2002","IBA TCO reduction for database clusters","on the order of 50%","medium","ingest-extraction","field-research","p5","Early adopters expect ~50% TCO reduction for database clusters; I/O management cost savings ~70%.",""
"intel-infiband-wp--edit-psk-5-22f-a2c551-OBS-006","intel-infiband-wp--edit-psk-5-22f-a2c551","","infiniband","expert-opinion","2002","IBA I/O management cost savings","on the order of 70%","medium","ingest-extraction","field-research","p5","Early adopters cite ~70% lower I/O management costs with InfiniBand adoption.",""
"intel-infiband-wp--edit-psk-5-22f-a2c551-OBS-007","intel-infiband-wp--edit-psk-5-22f-a2c551","","clustering","technology-adoption","2002","IBA clustering performance","near-linear scaling of transaction processing","medium","ingest-extraction","field-research","p5","Early adopters observe near-linear scaling of TP/DB apps due to reduced clustering overhead.",""
"intel-infiband-wp--edit-psk-5-22f-a2c551-OBS-008","intel-infiband-wp--edit-psk-5-22f-a2c551","","tcp-ip","expert-opinion","2002","TCP/IP processing freed by IBA router","significant CPU capacity freed","medium","ingest-extraction","expert-analysis","p4","IBA router terminates TCP/IP traffic; frees database server capacity; stretches software licenses.",""
"intel-infiband-wp--edit-psk-5-22f-a2c551-OBS-009","intel-infiband-wp--edit-psk-5-22f-a2c551","aberdeen-group","infiniband","technology-adoption","2003","Major suppliers offering IBA-enabled blades","all major computer suppliers in 2003","medium","ingest-extraction","expert-analysis","p4","Aberdeen Group sees all major computer suppliers offering IBA-enabled blades in 2003.",""
"intel-infiband-wp--edit-psk-5-22f-a2c551-OBS-010","intel-infiband-wp--edit-psk-5-22f-a2c551","","infiniband","viability-prediction","2002","IBA production deployment timeline","enterprise production beginning 2003","verified","outcome-linkage","expert-analysis","p5","Aberdeen: IBA can begin enterprise production in 2003 with careful planning.",""
"intel-infiband-wp--edit-psk-5-22f-a2c551-OBS-011","intel-infiband-wp--edit-psk-5-22f-a2c551","","infiniband","actual-outcome","2023","IBA production deployment timeline","[UNVERIFIED]","verified","web-source","","","",""
"intel-infiband-wp--edit-psk-5-22f-a2c551-OBS-012","intel-infiband-wp--edit-psk-5-22f-a2c551","","infiniband","viability-prediction","2002","IBA vs PCI-X long-term","IBA will replace PCI-X as next-generation I/O interconnect","verified","outcome-linkage","expert-analysis","p5","Aberdeen predicts planners should evaluate how IBA will augment then replace existing proprietary I/O.",""
"intel-infiband-wp--edit-psk-5-22f-a2c551-OBS-013","intel-infiband-wp--edit-psk-5-22f-a2c551","","infiniband","actual-outcome","2023","IBA vs PCI-X long-term","[UNVERIFIED]","partially-verified","ingest-extraction","","","",""
"intel-infiband-wp--edit-psk-5-22f-a2c551-OBS-014","intel-infiband-wp--edit-psk-5-22f-a2c551","","server-blades","trend-analysis","2002","Blade server drivers","dense computing and consolidation via IBA","high","ingest-extraction","expert-analysis","p4","IBA enables very dense blade server racks: single IBA cable per blade replaces SCSI/FC/Ethernet cabling.",""
"intel-infiband-wp--edit-psk-5-22f-a2c551-OBS-015","intel-infiband-wp--edit-psk-5-22f-a2c551","","infiniband-hca","technology-adoption","2002","HCA availability timeline","late 2002 or early 2003","high","ingest-extraction","primary-source","p5","Initial HCAs from Adaptec, Agilent, Emulex, IBM, QLogic, Voltaire in late 2002/early 2003.",""
"intel-infiband-wp--edit-psk-5-22f-a2c551-OBS-016","intel-infiband-wp--edit-psk-5-22f-a2c551","","infiniband-hca","technology-adoption","2003","HCA embedded in server systems","leading manufacturers 2003","high","ingest-extraction","primary-source","p5","Compaq/HP, Dell, IBM, Unisys plan to deliver new enterprise servers with HCA on system board in 2003.",""
"intel-infiband-wp--edit-psk-5-22f-a2c551-OBS-017","intel-infiband-wp--edit-psk-5-22f-a2c551","","scsi","competitive-position","2002","SCSI ubiquity","primary server-storage protocol","high","ingest-extraction","primary-source","p3","SCSI ubiquitous in IT world; majority of storage apps use parallel SCSI; IBA TCA bridges SCSI to IBA.",""
"intel-infiband-wp--edit-psk-5-22f-a2c551-OBS-018","intel-infiband-wp--edit-psk-5-22f-a2c551","","fibre-channel","competitive-position","2002","FC-SAN limitation","high cost and complexity limits to large enterprise data centers","high","ingest-extraction","expert-analysis","p3","FC limited to large enterprise due to high cost vs. SCSI; IBA could route FC traffic via bridge devices.",""
"intel-infiband-wp--edit-psk-5-22f-a2c551-OBS-019","intel-infiband-wp--edit-psk-5-22f-a2c551","","tcp-offload-engine","technology-adoption","2004","TOE expected uses","server-to-server, server-to-storage, TCP offload in 2004","medium","ingest-extraction","expert-analysis","p4","Aberdeen expects TOE uses for IBA in data center in 2004.",""
"intel-infiband-wp--edit-psk-5-22f-a2c551-OBS-020","intel-infiband-wp--edit-psk-5-22f-a2c551","","3gio-pci","competitive-position","2002","3GIO vs IBA","complementary: 3GIO replaces PCI; IBA handles I/O connectivity beyond motherboard","medium","ingest-extraction","expert-analysis","p3","3GIO (PCI-E predecessor) is PCI replacement for board-level; IBA extends external I/O; they coexist.",""
"intel-infiband-wp--edit-psk-5-22f-a2c551-OBS-021","intel-infiband-wp--edit-psk-5-22f-a2c551","","infiniband","recommendation","2002","IBA evaluation timing","begin evaluating 2002; phased deployment 2003","high","ingest-extraction","expert-analysis","p5","IT planners needing scalable architecture should evaluate IBA in 2002 and move to phased deployment in 2003.",""
"intel-infiband-wp--edit-psk-5-22f-a2c551-OBS-022","intel-infiband-wp--edit-psk-5-22f-a2c551","","infiniband","market-sizing","2002","IBA fabric adoption preference","emerged as preferred architecture for storage networking per Aberdeen research","medium","ingest-extraction","survey","p3","Aberdeen Group research: IBA fabric topology emerged as preferred architecture for storage networking.",""
