"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","methodology_code","source_page","notes"
"aberdeen-1996-ibm-os2-warp-server-OBS-001","aberdeen-1996-ibm-os2-warp-server","ibm","os2-warp-server","technology-assessment","1996","NOS feature integration vs. competitors","OS/2 Warp Server integrates file/print/database/application server capabilities in single package; at least 1 year ahead of NetWare 4.x and NT Server 3.5x","high","industry-analysis","Executive Summary","Aberdeen's core product assessment"
"aberdeen-1996-ibm-os2-warp-server-OBS-002","aberdeen-1996-ibm-os2-warp-server","novell","netware-4x","technology-assessment","1996","NetWare market position","Market share leader for file/print services; lacks stability for integrated database/application server role","high","industry-analysis","Executive Summary","Aberdeen's competitive assessment"
"aberdeen-1996-ibm-os2-warp-server-OBS-003","aberdeen-1996-ibm-os2-warp-server","microsoft","nt-server-35x","technology-assessment","1996","NT Server stability for enterprise NOS","Gaining popularity for database/application servers but lacks stability for full IS department needs","high","industry-analysis","Executive Summary","Aberdeen's competitive assessment"
"aberdeen-1996-ibm-os2-warp-server-OBS-004","aberdeen-1996-ibm-os2-warp-server","ibm","os2-warp-server","technology-assessment","1996","Symmetric multiprocessing (SMP) capability","Lacking SMP at launch; free SMP upgrade entering beta; will allow adding CPUs instead of servers","high","field-research","OS/2 Warp Server Business Application Solution section","Short-term drawback acknowledged"
"aberdeen-1996-ibm-os2-warp-server-OBS-005","aberdeen-1996-ibm-os2-warp-server","ibm","dce","technology-assessment","1996","Enterprise directory leadership with DSS","DSS with DCE provides first integrated enterprise-wide NOS connecting all platforms; NetWare NDS only brings NetWare servers","high","competitive-profiling","Directory and Security Server section","Key differentiator claim"
"aberdeen-1996-ibm-os2-warp-server-OBS-006","aberdeen-1996-ibm-os2-warp-server","banyan-systems","","strategy-classification","1996","Market viability as NOS vendor","Fast losing market acceptance; lost competitive edge over past year","high","field-research","Directory and Security Server section","Aberdeen client feedback"
"aberdeen-1996-ibm-os2-warp-server-OBS-007","aberdeen-1996-ibm-os2-warp-server","novell","","strategy-classification","1996","Directory service philosophy","NetWare-centric: NDS only connects NetWare 4.x servers; proprietary rather than open","high","competitive-profiling","Directory and Security Server section",""
"aberdeen-1996-ibm-os2-warp-server-OBS-008","aberdeen-1996-ibm-os2-warp-server","ibm","os2-warp-server","expert-opinion","1996","Beta user reception","Beta users pleased with basic product; very enthusiastic about included utilities","medium","field-research","Everything but the Kitchen Sink section","Primary research via user interviews"
"aberdeen-1996-ibm-os2-warp-server-OBS-009","aberdeen-1996-ibm-os2-warp-server","","nt-server-35x","technology-assessment","1996","NT Server migration path risk","Cairo (successor OS) migration will not be transparent upgrade; will require new hardware and applications like Windows 3.1 to Windows 95 experience","medium","expert-opinion","Directory and Security Server section","Forward-looking risk assessment"
"aberdeen-1996-ibm-os2-warp-server-OBS-010","aberdeen-1996-ibm-os2-warp-server","ibm","os2-warp-server","viability-prediction","1996","OS/2 Warp Server market success in 1996","IBM's plans for OS/2 Warp Server will be successful in 1996; market position will improve","medium","expert-opinion","Aberdeen Conclusions section","Aberdeen's prediction"
"aberdeen-1996-ibm-os2-warp-server-OBS-011","aberdeen-1996-ibm-os2-warp-server","ibm","os2-warp-server","actual-outcome","2006","OS/2 Warp Server market fate","IBM discontinued OS/2 support December 31, 2006; never achieved mainstream enterprise NOS adoption; lost to Windows NT","verified","document-review","Post-publication","Wikipedia: IBM ended OS/2 Warp 4 support 2006"
"aberdeen-1996-ibm-os2-warp-server-OBS-012","aberdeen-1996-ibm-os2-warp-server","ibm","dss-os2","viability-prediction","1996","DSS as enterprise-wide NOS catalyst","DSS may turn OS/2 Warp Server into industry's first true enterprise-wide NOS connecting all platforms","medium","expert-opinion","Directory and Security Server section","Conditional prediction"
"aberdeen-1996-ibm-os2-warp-server-OBS-013","aberdeen-1996-ibm-os2-warp-server","ibm","dss-os2","actual-outcome","2000","DSS enterprise NOS adoption","Active Directory (Microsoft) dominated enterprise directory market; DSS/DCE never achieved predicted enterprise-wide NOS role","verified","document-review","Post-publication","Microsoft Active Directory shipped 1999 and became dominant"
"aberdeen-1996-ibm-os2-warp-server-OBS-014","aberdeen-1996-ibm-os2-warp-server","oracle","","technology-assessment","1996","Oracle7 availability on OS/2 Warp Server","Oracle7 porting to OS/2 Warp Server for early 1996 shipment; strengthens application availability","medium","industry-analysis","Application Server section",""
"aberdeen-1996-ibm-os2-warp-server-OBS-015","aberdeen-1996-ibm-os2-warp-server","sybase","","technology-assessment","1996","Sybase SQL Server port to OS/2 Warp Server","Sybase has ported SQL Server to OS/2 Warp Server platform","high","industry-analysis","Application Server section",""
"aberdeen-1996-ibm-os2-warp-server-OBS-016","aberdeen-1996-ibm-os2-warp-server","","os2-warp-server","market-data","1996","OS/2 Warp Server competitor product comparison","Novell NetWare still market share leader; NT Server gaining in database/application server market; OS/2 Warp positioned as third choice","high","industry-analysis","Executive Summary","Market positioning context"
