"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"ibm-messaging-workshop-report-final-9-ef7fbc-OBS-001","ibm-messaging-workshop-report-final-9-ef7fbc","ibm","","expert-opinion","2001","ibm-systems-mgmt-leader","IBM is a leader in systems management today; eLiza positioning reflects starting from a position of strength rather than a standing start.","high","ingest-extraction","industry-analysis","assumptions","IBM-internal.",""
"ibm-messaging-workshop-report-final-9-ef7fbc-OBS-002","ibm-messaging-workshop-report-final-9-ef7fbc","","ibm-eliza","framework-factor","2001","eliza-not-eservers","eLiza is NOT equivalent to or a synonym for e-servers; eLiza is a server management strategy, not a server strategy.","high","ingest-extraction","framework-development","assumptions","",""
"ibm-messaging-workshop-report-final-9-ef7fbc-OBS-003","ibm-messaging-workshop-report-final-9-ef7fbc","","ibm-eliza","framework-factor","2001","eliza-heterogeneous","eLiza is not IBM server-specific; it will manage customer environments including solutions from IBM and others (IBM best/first supported, but not only).","high","ingest-extraction","framework-development","assumptions","",""
"ibm-messaging-workshop-report-final-9-ef7fbc-OBS-004","ibm-messaging-workshop-report-final-9-ef7fbc","","ibm-eliza","framework-factor","2001","eliza-api-transparent","eLiza self-management is transparent to developers — third-party software will not require modification using a whole new API set.","high","ingest-extraction","framework-development","assumptions","",""
"ibm-messaging-workshop-report-final-9-ef7fbc-OBS-005","ibm-messaging-workshop-report-final-9-ef7fbc","","ibm-eliza","framework-factor","2001","eliza-products-not-concept","eLiza is products, not just a concept or an internal IBM engineering rallying point.","high","ingest-extraction","framework-development","assumptions","",""
"ibm-messaging-workshop-report-final-9-ef7fbc-OBS-006","ibm-messaging-workshop-report-final-9-ef7fbc","","","expert-opinion","2001","computers-running-business","Computers are running the business in a fundamental way — without working computers, a business will largely cease to operate.","high","ingest-extraction","expert-opinion","vision","Cited amazon.com and airline reservations as exemplars.",""
"ibm-messaging-workshop-report-final-9-ef7fbc-OBS-007","ibm-messaging-workshop-report-final-9-ef7fbc","","real-time-computing","expert-opinion","2001","real-time-enterprise-arrived","The real-time enterprise has arrived — enabled by compute tools and decision support; just-in-time manufacturing requires end-to-end automated supply chains.","high","ingest-extraction","expert-opinion","vision","",""
"ibm-messaging-workshop-report-final-9-ef7fbc-OBS-008","ibm-messaging-workshop-report-final-9-ef7fbc","","","expert-opinion","2001","manual-backup-failure","Manual backup procedures are increasingly unable to deal with computer failures, even in non-e-Business contexts such as grocery chains; the computer system IS the business system.","high","ingest-extraction","expert-opinion","vision","",""
"ibm-messaging-workshop-report-final-9-ef7fbc-OBS-009","ibm-messaging-workshop-report-final-9-ef7fbc","","","expert-opinion","2001","it-architecture-defines-process","The computer system is the total instantiation of the business process; IT architecture implicitly defines time, place, and manner of employee/customer/supplier interaction.","high","ingest-extraction","expert-opinion","vision","",""
"ibm-messaging-workshop-report-final-9-ef7fbc-OBS-010","ibm-messaging-workshop-report-final-9-ef7fbc","","autonomic-computing","viability-prediction","2001","computers-managing-computers-5-10-years","In five to ten years, one of the big paybacks will be computers managing computers and running business processes automatically; people taken out of the loop, focused on exceptions.","verified","outcome-linkage","expert-opinion","vision","Prescient 2001 prediction; realized 2010s-2020s via autonomic/AIOps/self-healing cloud.",""
