"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"itanium2","Intel Itanium 2 Processor","hardware","Intel","2003-2010","growing","{'lifecycle_current': 'discontinued', 'notes': 'Intel Itanium 2 is discontinued. Intel ended shipments July 2021; HPE ended support December 31, 2025. Duplicate of itanium-2 entry.', 'source': 'https://www.tomshardware.com/news/intel-kills-itanium-processors-chips-hpe,38540.html'}","perspective-041304-e4be4c","64-bit EPIC architecture processor; primary subject of Perspective; assessed as ready for mainframe-class workloads; superior to Xeon in performance/scalability per interviewees; ultimately discontinued."
"ibm-mainframe-zarch","IBM zSeries Mainframe (z900/z990)","hardware","IBM","2000-2004","mature","{'lifecycle_current': 'active', 'notes': 'IBM zSeries mainframe (z/Architecture) is actively developed and sold. The z900/z990 generation is long retired, but the z/Architecture platform continues with z16/z17. IBM invested $150B in US including mainframe manufacturing.', 'source': 'https://www.networkworld.com/article/3972719/ibm-aims-for-autonomous-security-operations.html'}","perspective-041304-e4be4c","IBM z990 and z900 mainframe systems; primary platform being considered for migration/surround/offload in favor of Itanium-based alternatives."
"xeon-server","Intel Xeon Server Platform","hardware","Intel","1998-present","mature","{'lifecycle_current': 'active', 'notes': ""Intel Xeon server platform is actively developed and sold. Current generation is Xeon 6 (Granite Rapids). A core product line for Intel's data center business."", 'source': 'https://www.intel.com/content/www/us/en/products/details/processors/xeon.html'}","perspective-041304-e4be4c","32-bit Xeon cited as already handling migrated mainframe-class workloads in production for 1+ years; performance comparable to mainframe; Itanium 2 superior to Xeon for larger workloads."
"cobol","COBOL","language","Various","1959-present","mature","{'lifecycle_current': 'legacy-supported', 'notes': ""COBOL remains in heavy use in banking, insurance, and government, processing ~70-80% of world's business transactions. Not used for new projects but actively maintained on mainframes. Reached TIOBE Top 10 in 2024."", 'source': 'https://zmainframes.com/zlog/cobol-in-2024-is-it-still-relevant-or-a-dying-language/'}","perspective-041304-e4be4c","Majority of mainframe applications cited by interviewees as involving only COBOL (and DB2); migration to Itanium reported as straightforward — recompile with no code changes."
"fortran","FORTRAN","language","Various","1957-present","declining","{'lifecycle_current': 'active', 'notes': 'FORTRAN remains actively used in HPC, scientific computing, and climate modeling. Reached TIOBE Top 10 in 2024. Modern Fortran (2008/2018 standards) supports OOP and parallel computing. Active standardization and community.', 'source': 'https://www.paulnorvig.com/guides/modern-fortran-for-high-performance-computing.html'}","perspective-041304-e4be4c","Cited alongside COBOL as mainframe language easily migrated to Itanium; can be recompiled with no code changes."
"db2","IBM DB2","application","IBM","1983-present","mature","{'lifecycle_current': 'active', 'notes': 'IBM Db2 (DB2) is actively supported. Db2 for z/OS receives continuous updates; Db2 for distributed platforms supported through 2027+. Same as ibm-db2.', 'source': 'https://www.ibm.com/support/pages/db2-distributed-end-support-eos-dates'}","perspective-041304-e4be4c","Primary mainframe database; migration to Itanium is straightforward per interviewees; DB2 on Intel multiprocessor more cost-effective than mainframe VM-based allocation."
"cics","CICS (Customer Information Control System)","middleware","IBM","1969-present","mature","{'lifecycle_current': 'active', 'notes': 'CICS Transaction Server for z/OS actively updated (v6.2 in June 2024 with continuous delivery). Core transaction processing middleware for IBM Z mainframes. Same as ibm-cics.', 'source': 'https://www.ibm.com/support/pages/ibm-cics-transaction-server-zos-56-61-and-62-are-updated-october-2024'}","perspective-041304-e4be4c","IBM mainframe transaction processing middleware; migration to Itanium requires significant but doable effort; along with DL/1 and assembler, represents harder migration path."
"dl1","DL/1 (Data Language 1) / IMS","application","IBM","1968-present","declining","{'lifecycle_current': 'legacy-supported', 'notes': 'DL/1 (Data Language/1) is the IMS database access language, still supported as part of IBM IMS but not used for new development. Legacy mainframe technology maintained for existing systems.', 'source': 'https://www.ibm.com/docs/en/ims'}","perspective-041304-e4be4c","IBM hierarchical database/transaction system; cited as requiring significant effort for Itanium migration along with CICS and assembler."
"ibm-assembler","IBM Mainframe Assembler Code","language","IBM","1960s-present","declining","{'lifecycle_current': 'legacy-supported', 'notes': 'IBM Mainframe Assembler (HLASM - High Level Assembler) remains supported and used for performance-critical mainframe code. IBM actively maintains HLASM. Not used for new applications generally but maintained for existing code.', 'source': 'https://www.ibm.com/products/hlasm'}","perspective-041304-e4be4c","Mainframe assembler code; hardest to migrate to Itanium platforms; cited as one of the key technical barriers to full mainframe replacement."
"amd-opteron","AMD Opteron (64-bit)","hardware","AMD","2003-present","emerging","{'lifecycle_current': 'discontinued', 'notes': 'AMD Opteron is a discontinued x86 server processor line. Final Opteron CPUs were Piledriver-based 4300/6300 series (2012). Succeeded by AMD EPYC. Wikipedia confirms Opteron is discontinued.', 'source': 'https://en.wikipedia.org/wiki/Opteron'}","perspective-041304-e4be4c","Cited by interviewees as less real-world-tested than Itanium for mainframe-class workloads; users do not view Opteron as comparable alternative to Intel-based platforms."
"linux-on-mainframe","Linux on Mainframe (IBM zLinux)","platform","IBM / Open Source","2000-present","emerging","{'lifecycle_current': 'active', 'notes': 'Linux on IBM Z (zLinux) / IBM LinuxONE is actively developed and supported. IBM LinuxONE 4 Express announced February 2024. Three certified distributions: RHEL, SUSE, Ubuntu. Growing use case for cloud-native on mainframe.', 'source': 'https://newsroom.ibm.com/2024-02-06-New-IBM-LinuxONE-4-Express-to-Offer-Cost-Savings-and-Client-Value-through-a-Cyber-Resilient-Hybrid-Cloud-and-AI-Platform'}","perspective-041304-e4be4c","Viewed by interviewees as less manageable and less performant than Intel-based alternatives; not seen as credible mainframe migration path."
"virtual-machine-mainframe","Virtual Machine (VM) on Mainframe","platform","IBM","1972-present","mature","{'lifecycle_current': 'active', 'notes': 'Virtual machine technology on IBM Z mainframes (z/VM) is actively supported and used. IBM z/VM continues to receive updates. Core technology for running multiple Linux instances on mainframe hardware.', 'source': 'https://www.ibm.com/products/zvm'}","perspective-041304-e4be4c","Mainframe VM for allocating fractions of processors to applications; DB2 cost-effectiveness on Intel multiprocessor vs. mainframe VM cited as factor favoring Intel migration."
