"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"cisco-systems","Cisco Systems, Inc.","company","networking","active","","1984-present","aberdeen-1996-ciscos-access-business-unit-crystallizes-vision","ABU generated 50% of $2B total revenues in early 1996; grew to >$40B revenue by 2000"
"aberdeen-group","Aberdeen Group, Inc.","firm","IT-research","acquired","Harte-Hanks (2001) -> Informa (2019)","1988-2001","aberdeen-1996-ciscos-access-business-unit-crystallizes-vision","Boston-based IT research firm; publisher of this study"
"ascend-communications","Ascend Communications","company","networking","acquired","Acquired by Lucent Technologies in 1999 for $20B","1989-1999","aberdeen-1996-ciscos-access-business-unit-crystallizes-vision","Named high-end dial-up/access server competitor; Cisco's primary target in ISP/carrier market"
"shiva-corp","Shiva Corporation","company","networking","dissolved","","1985-1999","aberdeen-1996-ciscos-access-business-unit-crystallizes-vision","Named SOHO/professional office competitor; filed Chapter 11 in 1999"
"combinet","Combinet","company","networking","acquired","Acquired by Cisco in August 1995 for $114.2M","1992-1995","aberdeen-1996-ciscos-access-business-unit-crystallizes-vision","Cisco's August 1995 SOHO/ISDN acquisition; spawned Cisco 750 series"
"3com","3Com Corporation","company","networking","acquired","Acquired by HP in 2010","1979-2010","aberdeen-1996-ciscos-access-business-unit-crystallizes-vision","Mentioned as creator of boundary routing concept that Cisco 1000 series responded to"
"us-robotics","U.S. Robotics","company","networking","acquired","Acquired by 3Com 1997","1976-1997","aberdeen-1996-ciscos-access-business-unit-crystallizes-vision","Partner in developing AS5100; modem vendor in AS5200"
"tech-data","Tech Data Corporation","company","IT-distribution","active","","1974-present","aberdeen-1996-ciscos-access-business-unit-crystallizes-vision","Named premier CiscoPro distribution partner"
"ingram-micro","Ingram Micro","company","IT-distribution","active","Acquired by Tianjin Tianhai/HNA 2016","1979-present","aberdeen-1996-ciscos-access-business-unit-crystallizes-vision","Named premier CiscoPro distribution partner"
"compaq","Compaq Computer Corporation","company","PC-hardware","acquired","Acquired by HP in 2002","1982-2002","aberdeen-1996-ciscos-access-business-unit-crystallizes-vision","Partner in Cisco-Compaq initiative embedding IOS into Intel x86 platform"
"microsoft","Microsoft Corporation","company","software","active","","1975-present","aberdeen-1996-ciscos-access-business-unit-crystallizes-vision","IOS embedded in Microsoft NT server and client Windows OS"
"microcom","Microcom","company","networking","acquired","Acquired by Compaq 1997","1981-1997","aberdeen-1996-ciscos-access-business-unit-crystallizes-vision","Modem vendor supported in AS5200 open architecture"
