"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"open-oltp","Open Online Transaction Processing (Open OLTP)","computing-paradigm","industry","1990s-2000s","emerging","matured-into-XA-and-cloud-microservices","aberdeen-open-oltp-enterprise-managers-k-3fc536","Subject of paper; defined as real-time business-state-changing mechanism using industry standards"
"oltp-traditional","Traditional OLTP (proprietary)","computing-paradigm","IBM-CICS/Tandem/Stratus","1970s-1990s","incumbent","legacy-mostly-displaced","aberdeen-open-oltp-enterprise-managers-k-3fc536","Central CPU + dumb terminals + proprietary TP architecture; per paper, leading 1991 technology"
"client-server-computing","Client-Server Computing","architecture","Multiple","1988-2005","emerging-rising","legacy","aberdeen-open-oltp-enterprise-managers-k-3fc536","Cited as one of three pillars of Open OLTP combined-best-of-breed thesis"
"relational-database","Relational Database Management Systems (RDBMS)","database","Oracle/Informix/Sybase/IBM-DB2","1980s-present","mature","active","aberdeen-open-oltp-enterprise-managers-k-3fc536","Cited as required component; up to 5x cheaper per transaction than mainframes per Aberdeen"
"x-open-dtp","X/Open Distributed Transaction Processing (DTP)","protocol","X/Open","1990-2000","emerging","superseded-by-XA-and-WS-AT","aberdeen-open-oltp-enterprise-managers-k-3fc536","X/Open Transaction Processing Working Group standards; precursor to XA"
"acid-properties","ACID Properties (Atomicity, Consistency, Isolation, Durability)","database-theory","industry","1981-present","mature","active","aberdeen-open-oltp-enterprise-managers-k-3fc536","Paper specifies all four ACID components as Open OLTP system requirements"
"posix-1003","POSIX (IEEE 1003)","operating-system-standard","IEEE","1988-present","mature","active","aberdeen-open-oltp-enterprise-managers-k-3fc536","Cited as commercial OS portability standard for Open OLTP platforms"
"sql-standard","SQL (Structured Query Language) Standard","database-language","ANSI/ISO","1986-present","mature","active","aberdeen-open-oltp-enterprise-managers-k-3fc536","Per SQL Access Group consortium; required for relational database interoperability"
"osf-dce","OSF Distributed Computing Environment (DCE)","middleware","Open Software Foundation","1990-late-1990s","emerging","obsolete","aberdeen-open-oltp-enterprise-managers-k-3fc536","Cited as inter-heterogeneous-computer data communication highway system"
"unix-intl-atlas","Unix International ATLAS Architecture","architecture","Unix International","1991-1993","emerging","obsolete","aberdeen-open-oltp-enterprise-managers-k-3fc536","Distributed open-computing architecture with TP-monitor provisions"
"downsizing","Downsizing/Rightsizing","IT-strategy","industry-trend","1990s","rising","evolved-into-cloud-migration","aberdeen-open-oltp-enterprise-managers-k-3fc536","Cited as advantage motivating Open OLTP adoption"
"tp-monitor","Transaction Processing Monitor","system-software","industry","1970s-present","mature","active","aberdeen-open-oltp-enterprise-managers-k-3fc536","TUXEDO/Encina/CICS-class software providing services to OLTP applications"
