"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"intel-pentium-4","Intel Pentium 4","platform","Intel","2000-2008","mainstream","legacy","dct-why-aberdeen-follows-pc-deals-2002","Greater cache vs Celeron"
"intel-celeron","Intel Celeron","platform","Intel","1998-present","mainstream","legacy","dct-why-aberdeen-follows-pc-deals-2002","Smaller cache tier"
"sdram","SDRAM","platform","","1993-present","mature","legacy","dct-why-aberdeen-follows-pc-deals-2002","Baseline memory"
"ddr-sdram","DDR SDRAM","platform","","2000-2010","emerging","legacy","dct-why-aberdeen-follows-pc-deals-2002","Faster than plain SDRAM"
"rambus-rdram","Rambus DRAM (RDRAM)","platform","Rambus","1999-2005","emerging","failed","dct-why-aberdeen-follows-pc-deals-2002","Only makes sense for high-end P4"
"56k-modem","56K Dial-up Modem","platform","","1997-2010","mature","obsolete","dct-why-aberdeen-follows-pc-deals-2002","Integrated baseline"
"10-100-ethernet","10/100 Ethernet","protocol","","1995-present","mature","legacy","dct-why-aberdeen-follows-pc-deals-2002","Integrated baseline"
"hdd-7200rpm","7200 RPM Hard Drive","platform","","1997-2015","mainstream","legacy","dct-why-aberdeen-follows-pc-deals-2002","Faster than 5400 RPM"
"monitor-crt","CRT Monitor","platform","","1960s-2010","mature","obsolete","dct-why-aberdeen-follows-pc-deals-2002","17-19 inch tiers"
"flat-panel-monitor","Flat-Panel LCD Monitor","platform","","2000-present","emerging","mature","dct-why-aberdeen-follows-pc-deals-2002","19 inch 'to die for'"
"windows-xp-home","Windows XP Home","platform","Microsoft","2001-2014","emerging","obsolete","dct-why-aberdeen-follows-pc-deals-2002","Home-user tier"
"windows-xp-pro","Windows XP Professional","platform","Microsoft","2001-2014","emerging","obsolete","dct-why-aberdeen-follows-pc-deals-2002","Power/SMB tier"
"color-inkjet-printer","Color Inkjet Printer","platform","","1990s-present","mature","mature","dct-why-aberdeen-follows-pc-deals-2002","$50+ bundled"
"microsoft-office","Microsoft Office","application","Microsoft","1989-present","mature","mature","dct-why-aberdeen-follows-pc-deals-2002","Home -> office PC conversion"
