"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"OBS-PS-001","1997-dw-competitive-advantage-through-pr-b307c7","ENT-PS-001","","strategy-classification","1997","Prism market position","Leading supplier to forward-thinking data warehouse users","high","ingest-extraction","PR","1","Aberdeen describes Prism as 'leading supplier to forward-thinking data warehouse users'"
"OBS-PS-002","1997-dw-competitive-advantage-through-pr-b307c7","","TECH-PS-008","market-data","1997","DW scalability definition","Scalability requires managing metadata changes not just database size growth","high","ingest-extraction","PR","1","Aberdeen redefines DW scalability to include metadata and architectural change management — not just storage growth"
"OBS-PS-003","1997-dw-competitive-advantage-through-pr-b307c7","","TECH-PS-006","market-data","1997","Data warehouse evolution driver","Business-driven demand: modify business rules alter data sources add technologies","high","ingest-extraction","PR","1","Enterprise DW evolution is driven by business insights generating demand for change"
"OBS-PS-004","1997-dw-competitive-advantage-through-pr-b307c7","","TECH-PS-007","market-data","1997","Data mart proliferation challenge","Data mart proliferation could choke enterprises relying on non-scalable warehousing techniques","high","ingest-extraction","PR","1","Aberdeen warning: rapid data mart proliferation creates metadata redundancy risk without proper management"
"OBS-PS-005","1997-dw-competitive-advantage-through-pr-b307c7","","TECH-PS-008","expert-opinion","1997","Metadata as DW key","Robust metadata and tool-driven proficiency is the key to managing new architectures","high","ingest-extraction","PR","1","Aberdeen central thesis: metadata management is THE key to data warehouse architectural integrity"
"OBS-PS-006","1997-dw-competitive-advantage-through-pr-b307c7","ENT-PS-001","TECH-PS-001","technology-assessment","1997","Prism Warehouse Executive assessment","Common GUI across all Prism applications; integrates design construction maintenance","high","ingest-extraction","PR","2","Aberdeen endorses Prism Warehouse Executive as delivering on Prism's charter of integrated DW lifecycle management"
"OBS-PS-007","1997-dw-competitive-advantage-through-pr-b307c7","ENT-PS-001","TECH-PS-002","technology-assessment","1997","Prism Warehouse Directory assessment","Metadata facility for both business and technical users; CDIF exchange with CASE tools","high","ingest-extraction","PR","3","Prism Warehouse Directory provides metadata navigation for developers and business users"
"OBS-PS-008","1997-dw-competitive-advantage-through-pr-b307c7","ENT-PS-001","TECH-PS-004","technology-assessment","1997","Prism Web Access Module","Java and HTML views of metadata for browser users; $2500 for 5 concurrent seats","high","ingest-extraction","PR","5","Q1 1997 release; early web-based BI/metadata access; $2500 for 5 seats pricing"
"OBS-PS-009","1997-dw-competitive-advantage-through-pr-b307c7","ENT-PS-001","TECH-PS-005","technology-assessment","1997","Personal Mart Toolkit","Business users build their own web-based views of desired data independently of IS","high","ingest-extraction","PR","5","Precursor to modern self-service BI; business users building personal marts without IS involvement"
"OBS-PS-010","1997-dw-competitive-advantage-through-pr-b307c7","ENT-PS-001","TECH-PS-012","technology-assessment","1997","Intelligent Copying feature","Developers reuse particular mappings tables and user exits within mappings","high","ingest-extraction","PR","4","New feature enabling reuse of warehouse components; precursor to modern ETL template libraries"
"OBS-PS-011","1997-dw-competitive-advantage-through-pr-b307c7","ENT-PS-001","","benchmark-result","1997","Prism customer base","400 customers for data migration technology and consulting services","high","ingest-extraction","PR","5","From Ardent acquisition announcement (ESJ Jan 1999): Prism had 400 customers at time of acquisition"
"OBS-PS-012","1997-dw-competitive-advantage-through-pr-b307c7","ENT-PS-001","","benchmark-result","1997","Prism implementation experience","250 data warehouse implementation and consulting engagements inform Iterations methodology","high","ingest-extraction","PR","3","Iterations methodology based on 250 real DW engagements — significant empirical foundation for 1997"
"OBS-PS-013","1997-dw-competitive-advantage-through-pr-b307c7","ENT-PS-001","","benchmark-result","1997","Prism DW source databases","DB2/MVS, DB2/400, Enscribe, IDMS, IMS, Informix, NonStop SQL, Sybase, Teradata, Oracle (Rdb), Digital RMS, VSAM","high","ingest-extraction","PR","4","Comprehensive mainframe-to-relational source database support demonstrating enterprise breadth"
"OBS-PS-014","1997-dw-competitive-advantage-through-pr-b307c7","ENT-PS-001","","benchmark-result","1997","Prism DW target databases","DB2 Parallel Edition, Informix, Microsoft SQL Server, NonStop SQL, Oracle (Rdb), Red Brick Warehouse, Sybase/SQL Server, Teradata","high","ingest-extraction","PR","4","Target RDBMS support showing multi-platform enterprise DW capability"
"OBS-PS-015","1997-dw-competitive-advantage-through-pr-b307c7","ENT-PS-005","TECH-PS-011","technology-assessment","1997","HP Intelligent Warehouse CDIF integration","HP Intelligent Warehouse exchanges metadata with Prism via CDIF standard","high","ingest-extraction","PR","3","Strategic integration: HP Intelligent Warehouse as metadata exchange partner"
"OBS-PS-016","1997-dw-competitive-advantage-through-pr-b307c7","ENT-PS-006","TECH-PS-011","technology-assessment","1997","PLATINUM technology integration","PLATINUM PR/MVS and R&O Rochade repositories exchange metadata via CDIF","high","ingest-extraction","PR","3","PLATINUM technology repositories as metadata integration partners"
"OBS-PS-017","1997-dw-competitive-advantage-through-pr-b307c7","ENT-PS-014","","technology-assessment","1997","ERwin CASE tool integration","Logic Works ERwin exports metadata to Prism Warehouse Directory","high","ingest-extraction","PR","3","ERwin as primary CASE tool integration; ERwin data modeling became industry standard"
"OBS-PS-018","1997-dw-competitive-advantage-through-pr-b307c7","","TECH-PS-009","viability-prediction","1997","CORBA for metadata distribution","Prism will integrate with CORBA to distribute and synchronize metadata","high","ingest-extraction","PR","5","Aberdeen: 'throughout 1997 Prism will evolve...toward CORBA and DCOM for distributing metadata'"
"OBS-PS-019","1997-dw-competitive-advantage-through-pr-b307c7","","TECH-PS-009","actual-outcome","2006","CORBA for metadata distribution - outcome","CORBA superseded by web services; Prism absorbed before CORBA integration matured","medium","ingest-extraction","PR","5","CORBA declined to niche status by mid-2000s; Prism was acquired by Ardent in 1999 before full CORBA metadata architecture was delivered"
"OBS-PS-020","1997-dw-competitive-advantage-through-pr-b307c7","","TECH-PS-008","viability-prediction","1997","Metadata management as DW foundation","Metadata management will become critical infrastructure for all enterprise DW","high","ingest-extraction","PR","1","Aberdeen's metadata thesis as prediction: metadata will be THE key to warehouse scalability"
"OBS-PS-021","1997-dw-competitive-advantage-through-pr-b307c7","","TECH-PS-008","actual-outcome","2020","Metadata management as DW foundation - outcome","Confirmed: data catalogs (Collibra Alation) became multi-billion dollar market; metadata governance foundational","high","ingest-extraction","PR","1","Modern data governance and data catalog market ($2B+ by 2020) validates Aberdeen's 1997 metadata thesis directly (Collibra valued at $3B+ in 2021)"
"OBS-PS-022","1997-dw-competitive-advantage-through-pr-b307c7","ENT-PS-001","","viability-prediction","1997","Prism Solutions financial viability","Prism positioned as competitive advantage toolset with strong customer base","high","ingest-extraction","PR","1","Aberdeen implies Prism is a long-term viable vendor with strong positioning"
"OBS-PS-023","1997-dw-competitive-advantage-through-pr-b307c7","ENT-PS-001","","actual-outcome","1999","Prism Solutions financial viability - outcome","Prism stock crashed from $35 to $2; acquired by Ardent for $42M (fire sale) in Jan 1999","high","ingest-extraction","PR","1","Despite Aberdeen's endorsement, Prism's stock fell dramatically; acquired by Ardent Software for $42M in January 1999 (ESJ article Jan 6 1999)"
"OBS-PS-024","1997-dw-competitive-advantage-through-pr-b307c7","","TECH-PS-006","viability-prediction","1997","Data warehouse adoption growth","More enterprises will demand systematic DW approach as warehouses scale in importance","high","ingest-extraction","PR","1","Aberdeen predicts accelerating DW adoption and increasing strategic importance"
"OBS-PS-025","1997-dw-competitive-advantage-through-pr-b307c7","","TECH-PS-006","actual-outcome","2010","Data warehouse adoption growth - outcome","Confirmed: DW became universal enterprise infrastructure; cloud DW (Snowflake Redshift BigQuery) emerged 2010s","high","ingest-extraction","PR","1","Data warehouse and BI became multi-hundred-billion dollar industry; cloud DW platforms like Snowflake (IPO 2020 at $33B) validate Aberdeen's DW importance prediction"
"OBS-PS-026","1997-dw-competitive-advantage-through-pr-b307c7","ENT-PS-001","TECH-PS-003","framework-factor","1997","Iterations methodology structure","Five tracks (analysis design construction testing iteration/maintenance) with ~30 modules","high","ingest-extraction","PR","6","Prism Iterations: iterative data warehouse implementation methodology; precursor to modern agile DW practices"
"OBS-PS-027","1997-dw-competitive-advantage-through-pr-b307c7","ENT-PS-001","","framework-factor","1997","Prism scalability packaging","Unix/NT data marts; Unix-based departmental marts/warehouses; full enterprise warehouses","high","ingest-extraction","PR","2","Three-tier packaging model matching Prism Scaleable Data Warehousing Solutions to deployment size"
"OBS-PS-028","1997-dw-competitive-advantage-through-pr-b307c7","","TECH-PS-007","expert-opinion","1997","Data mart reuse principle","Developers ought to leverage content and labor used to create one data mart in others","high","ingest-extraction","PR","1","Aberdeen articulates data mart reuse principle — precursor to modern DW hub-and-spoke and shared dimension models"
"OBS-PS-029","1997-dw-competitive-advantage-through-pr-b307c7","ENT-PS-001","TECH-PS-013","expert-opinion","1997","Iterative DW deployment approach","Short iterative steps to create and continuously fine-tune DW information architectures","high","ingest-extraction","PR","1","Aberdeen endorses iterative DW development — aligns with agile DW and Kimball's dimensional modeling methodology"
"OBS-PS-030","1997-dw-competitive-advantage-through-pr-b307c7","ENT-PS-001","","market-data","1997","Prism 1998 revenue projection","$55M projected 1998 revenue with 290 employees","high","ingest-extraction","PR","5","From Ardent acquisition announcement (ESJ Jan 1999): Prism projected $55M for 1998 revenue with 290 employees"
