tech_id,tech_name,category,vendor,era,lifecycle_at_study,lifecycle_current,study_id,notes
cdn-content-delivery-network,Content Delivery Network (CDN),platform,Various,1998-present,growing,"{'lifecycle_current': 'active', 'notes': 'CDN market valued at $23.5B in 2024, projected to reach $71.7B by 2034. Foundational internet infrastructure, evolving with AI and edge computing.', 'source': 'https://www.factmr.com/report/content-delivery-network-market'}",mirror-image-profile-v2-(050404)-e7eb95,CDN services for web content acceleration and bandwidth cost reduction; peaked at 40+ vendors in 2001; under 12 survivors by 2004.
mirror-image-cap,Mirror Image CAP (Content Access Point) Architecture,platform,Mirror Image Internet,1997-2004,current,"{'lifecycle_current': 'discontinued', 'notes': 'Mirror Image Internet was acquired and wound down; the CAP (Content Access Point) proprietary architecture no longer exists as a distinct product.', 'source': 'https://en.wikipedia.org/wiki/Mirror_Image_Internet'}",mirror-image-profile-v2-(050404)-e7eb95,CAP = specially designed regional data centers at critical Internet crossroads; combines global delivery with centralized control; reduces infrastructure costs.
mirror-image-smart-content,Mirror Image Smart Content Services Platform,application,Mirror Image Internet,2004,current,"{'lifecycle_current': 'discontinued', 'notes': 'Mirror Image Smart Content Services Platform was a proprietary offering tied to Mirror Image Internet, which was absorbed/wound down in early 2000s.', 'source': 'https://en.wikipedia.org/wiki/Mirror_Image_Internet'}",mirror-image-profile-v2-(050404)-e7eb95,"New platform combining CAP architecture with XML-based rules engine; supports geotargeting, time-of-day rules, ad rotation, wild-card image replacements."
xml-rules-engine,XML-Based Content Rules Engine,application,Mirror Image Internet,2004,current,"{'lifecycle_current': 'evolved', 'notes': 'XML-based content rules engines have evolved into modern policy engines, decision management platforms, and business rules management systems (BRMS). The XML-centric form is largely superseded.', 'source': 'General technology evolution'}",mirror-image-profile-v2-(050404)-e7eb95,Advanced XML rules engine enabling non-IT groups to manage content delivery without IT involvement; rules distributed throughout CDN.
streaming-media-delivery,Streaming Media Delivery (CDN),application,Mirror Image Internet,2000s,growing,"{'lifecycle_current': 'active', 'notes': 'Streaming media delivery via CDN is a rapidly growing, core technology underpinning OTT, live sports, and VOD markets. Actively evolving with adaptive bitrate and edge computing.', 'source': 'https://adeia.com/blog/industry-perspective-streaming-technology-evolution'}",mirror-image-profile-v2-(050404)-e7eb95,On-demand and live web casting; audio and video delivery over Internet.
adaptive-caching,Adaptive Caching / Adaptive Content Delivery,application,Various CDNs,2003-2004,emerging,"{'lifecycle_current': 'active', 'notes': 'Adaptive caching is central to modern CDN operation; now enhanced with ML/AI for predictive caching. Active area of innovation.', 'source': 'https://www.cachefly.com/news/the-power-of-machine-learning-for-advanced-cdn-caching-strategies/'}",mirror-image-profile-v2-(050404)-e7eb95,Making on-the-fly content decisions based on how specific content is used in particular regions; central to retailer content personalization.
geotargeting,Geotargeting Content Delivery,application,Mirror Image Internet,2003-2004,current,"{'lifecycle_current': 'active', 'notes': 'Geotargeting is widely used in digital advertising and CDN routing. Integrated into all major ad platforms (Google, Meta, LinkedIn). Active and growing.', 'source': 'https://www.aidigital.com/blog/geotargeted-advertising'}",mirror-image-profile-v2-(050404)-e7eb95,Delivering content based on user geographic location; key CDN feature requested by online advertisers and international retailers.
web-hosting,Web Application Hosting (Distributed),platform,Various,1990s-present,mature,"{'lifecycle_current': 'active', 'notes': 'Distributed web application hosting is a mature, active market. Evolved from dedicated hosting to cloud-native and edge delivery models.', 'source': 'General technology evolution'}",mirror-image-profile-v2-(050404)-e7eb95,Hosting web applications at origin data centers; CDN overlays reduce load by caching content close to users.
digital-download,Digital Download Services,application,Mirror Image Internet,2000s,growing,"{'lifecycle_current': 'active', 'notes': 'Digital download services remain active across software, media, and gaming. Supplemented (not replaced) by streaming in most sectors.', 'source': 'General market observation'}",mirror-image-profile-v2-(050404)-e7eb95,Downloadable software delivery via CDN; part of Smart Content delivery service suite.
business-continuity-cdn,Business Continuity via CDN,application,Mirror Image Internet,2000s,growing,"{'lifecycle_current': 'active', 'notes': 'Using CDN for business continuity/disaster recovery is an established practice, increasingly integrated into enterprise resilience strategies.', 'source': 'General CDN industry'}",mirror-image-profile-v2-(050404)-e7eb95,CDN as business continuity layer for web availability; regional CAPs provide redundancy.
intrusion-detection,Traffic Filtering / Intrusion Detection (CDN),application,Mirror Image Internet,2000s,growing,"{'lifecycle_current': 'active', 'notes': 'Traffic filtering and intrusion detection at the CDN/edge layer is a growing, active category (DDoS mitigation, WAF). Cloudflare, Akamai, Fastly all offer this.', 'source': 'General CDN industry'}",mirror-image-profile-v2-(050404)-e7eb95,Security benefit of CDN: all traffic through CDN network; origin data center never directly hit; reduces IDS burden.
sla-monitoring,SLA Monitoring / Near-Real-Time Reporting,application,Mirror Image Internet,2004,current,"{'lifecycle_current': 'active', 'notes': 'SLA monitoring and near-real-time reporting is a standard, active practice across all infrastructure and service providers.', 'source': 'General IT operations'}",mirror-image-profile-v2-(050404)-e7eb95,Custom reporting tool developed for toy retailer: real-time content visibility throughout Mirror Image network; validates SLAs in under 45 days.
