"code_id","code_type","label","definition"
"strategy-classification","observation_type","Strategy Classification","Categorization of an entity's recommended or actual business strategy"
"viability-prediction","observation_type","Viability Prediction","Expert prediction of program adoption or regulatory/market trend trajectory"
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome for an entity or prediction"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity or fitness for purpose"
"benchmark-result","observation_type","Benchmark Result","Quantitative cost comparison between disposal options"
"framework-factor","observation_type","Framework Factor","One component of a multi-factor analytical framework"
"market-data","observation_type","Market Data","Quantitative market statistic or cost estimate"
"expert-opinion","observation_type","Expert Opinion","Qualitative professional judgment"
"industry-analysis","methodology","Industry Analysis","Systematic analysis of IT asset disposal industry structure and costs"
"statistical-analysis","methodology","Statistical Analysis","Quantitative data analysis of IT equipment depreciation and disposal costs"
"document-review","methodology","Document Review","Analysis of existing documents and records including post-publication outcomes"
"expert-opinion","methodology","Expert Opinion","Qualitative professional judgment based on Aberdeen's IT lifecycle management research"
"high","confidence","High Confidence","Strong evidentiary basis; multiple corroborating sources"
"medium","confidence","Medium Confidence","Reasonable basis but limited corroboration"
"low","confidence","Low Confidence","Directional judgment with limited evidence"
"verified","confidence","Verified","Confirmed by subsequent events or independent sources"
