"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"hewlett-packard","Hewlett-Packard Company","company","IT-systems","active","HP Inc / HPE (split 2015)","1939-present","aberdeen-1996-hp-enterprise-parallel-server-scalable-performance","Split into HP Inc (consumer/printing) and HPE (enterprise) in 2015"
"ibm","IBM","company","IT-systems","active","","1911-present","aberdeen-1996-hp-enterprise-parallel-server-scalable-performance","RS/6000 SP primary competitive target for HP EPS"
"oracle","Oracle Corporation","company","database-software","active","","1977-present","aberdeen-1996-hp-enterprise-parallel-server-scalable-performance","Working with HP MC/LockManager for Oracle Parallel Server on EPS"
"informix","Informix Software","company","database-software","acquired","IBM","1980-2001","aberdeen-1996-hp-enterprise-parallel-server-scalable-performance","Optimizing OnLine XPS for EPS data warehousing; acquired by IBM in 2001"
"emc-corporation","EMC Corporation","company","storage","acquired","Dell Technologies","1979-2016","aberdeen-1996-hp-enterprise-parallel-server-scalable-performance","Storage subsystem partner; adopted HP Tachyon fibre channel adapter; acquired by Dell in 2016"
"digital-equipment","Digital Equipment Corporation (DEC)","company","IT-systems","acquired","Compaq then HP","1957-1998","aberdeen-1996-hp-enterprise-parallel-server-scalable-performance","TruCluster offered highest TPC-C performance on record at time of study; acquired by Compaq 1998"
"ncr-corporation","NCR Corporation","company","IT-systems","active","","1884-present","aberdeen-1996-hp-enterprise-parallel-server-scalable-performance","NCR 5100M had highest TPC-D performance; split off from AT&T 1996"
"sun-microsystems","Sun Microsystems","company","IT-systems","acquired","Oracle","1982-2010","aberdeen-1996-hp-enterprise-parallel-server-scalable-performance","Ultra Enterprise 6000 offered best TPC-D price/performance; acquired by Oracle 2010"
"sap","SAP AG","company","ERP-software","active","","1972-present","aberdeen-1996-hp-enterprise-parallel-server-scalable-performance","Needed joint engineering with HP to tune ERP on EPS"
"aberdeen-group","Aberdeen Group, Inc.","firm","IT-research","acquired","Aberdeen (Harte-Hanks)","1988-2010","aberdeen-1996-hp-enterprise-parallel-server-scalable-performance","Boston MA"
