"code_id","code_type","label","definition"
"strategy-classification","observation_type","Strategy Classification","Classification of an entity's strategic approach or positioning"
"viability-prediction","observation_type","Viability Prediction","Prediction about an entity's or technology's future viability or survival"
"actual-outcome","observation_type","Actual Outcome","Documented actual outcome post-publication verified via research"
"technology-assessment","limitations","Technology Assessment","Assessment of a technology's capabilities"
"benchmark-result","observation_type","Benchmark Result","Quantitative performance benchmark result"
"framework-factor","migration checklist)","Framework Factor","A factor within an analytical framework (e.g."
"market-data","share","Market Data","Market size"
"expert-opinion","observation_type","Expert Opinion","Analyst or expert subjective opinion or recommendation"
"high","vendor stated","High Confidence","High confidence in the data point (primary source"
"medium","secondary source)","Medium Confidence","Medium confidence (analyst inference"
"low","unverified)","Low Confidence","Low confidence (speculative"
"ANALYST-JUDGMENT","methodology_code","Analyst Judgment","Methodology: Aberdeen Group analyst assessment"
"VENDOR-PROVIDED","methodology_code","Vendor Provided","Methodology: Data provided by the profiled vendor"
"VENDOR-CLAIMED","methodology_code","Vendor Claimed","Methodology: Data claimed by vendor (not independently verified)"
"PRODUCT-FEATURE","methodology_code","Product Feature","Methodology: Documented product feature from vendor materials"
"INDUSTRY-DATA","methodology_code","Industry Data","Methodology: Third-party industry research or market data"
"VERIFIED","methodology_code","Verified","Methodology: Verified via post-publication research"
