"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"1997-tandem-s-nonstop-software-enterprise-clustering-fo-815776-OBS-001","1997-tandem-s-nonstop-software-enterprise-clustering-fo-815776","tandem-computers","nonstop-software","strategy-classification","1997","NonStop Software strategic positioning","Tandem applies 22+ years of parallel-scalable computing experience to NT clusters; targets enterprise-class scalability beyond Wolfpack's 2-node limit","high","ingest-extraction","industry-analysis","Executive Summary","Core strategic announcement: May 14 1997",""
"1997-tandem-s-nonstop-software-enterprise-clustering-fo-815776-OBS-002","1997-tandem-s-nonstop-software-enterprise-clustering-fo-815776","microsoft","wolfpack","technology-assessment","1997","Wolfpack cluster limitations","Wolfpack Phase 1 limited to 2 nodes; only simple failover model; insufficient enterprise manageability; cannot guarantee around-the-clock uptime; better positioned for workgroup/departmental apps only","high","ingest-extraction","competitive-profiling","Executive Summary","Aberdeen conclusion: Wolfpack alone is no panacea for enterprise",""
"1997-tandem-s-nonstop-software-enterprise-clustering-fo-815776-OBS-003","1997-tandem-s-nonstop-software-enterprise-clustering-fo-815776","","nonstop-software","benchmark-result","1997","NonStop Software NT relative downtime vs NT Server","NonStop Software NT: 6X relative downtime vs Himalaya baseline (1X); NT with Wolfpack Phase 1: 20X; plain NT Server: 50X relative downtime","high","ingest-extraction","benchmarking","Figure 1","Tandem's own model of user outage minutes/year; Himalaya=1X baseline",""
"1997-tandem-s-nonstop-software-enterprise-clustering-fo-815776-OBS-004","1997-tandem-s-nonstop-software-enterprise-clustering-fo-815776","","nonstop-software","benchmark-result","1997","NonStop Software NT cluster scale","NonStop Software enables up to 16 NT Server nodes in a cluster vs Wolfpack's 2 nodes","high","ingest-extraction","competitive-profiling","Figure 1","8x scale advantage over Wolfpack",""
"1997-tandem-s-nonstop-software-enterprise-clustering-fo-815776-OBS-005","1997-tandem-s-nonstop-software-enterprise-clustering-fo-815776","tandem-computers","tandem-himalaya","benchmark-result","1994","Tandem TPC-C scalability benchmark","98.8% scalability efficiency across 112 CPUs in TPC-C benchmark (Himalaya K10000); cited from Aberdeen Product Viewpoint July 15 1994","high","ingest-extraction","benchmarking","Market Position","Establishes Tandem's parallel scalability credentials as foundation for NT clustering claim",""
"1997-tandem-s-nonstop-software-enterprise-clustering-fo-815776-OBS-006","1997-tandem-s-nonstop-software-enterprise-clustering-fo-815776","tandem-computers","","market-data","1997","Tandem annual software revenue","$360M+ annual software sales cited; key accounts in finance/insurance/retail/telecoms include stock exchanges and credit-card transaction processors","high","ingest-extraction","industry-analysis","Market Position","Financial scale of Tandem software business documented",""
"1997-tandem-s-nonstop-software-enterprise-clustering-fo-815776-OBS-007","1997-tandem-s-nonstop-software-enterprise-clustering-fo-815776","","nonstop-sql-mx","technology-assessment","1997","NonStop SQL/MX architecture features","Parallel query execution via Executor Server Processes; SMP threads; parallel scans and B-tree reads; cluster-aware cost-based optimizer; runs on both Himalaya and NT clusters","high","ingest-extraction","industry-analysis","NonStop SQL/MX","New SQL engine combining proven NonStop clustering with modern parallel processing",""
"1997-tandem-s-nonstop-software-enterprise-clustering-fo-815776-OBS-008","1997-tandem-s-nonstop-software-enterprise-clustering-fo-815776","","nonstop-tuxedo","technology-assessment","1997","NonStop Tuxedo capabilities","BEA Tuxedo API compatible; cluster-wide load balancing; common databases/file system/TP logging; simplifies management of clusters","high","ingest-extraction","industry-analysis","NonStop Tuxedo","TP middleware bridging BEA Tuxedo ecosystem with NonStop fault-tolerance",""
"1997-tandem-s-nonstop-software-enterprise-clustering-fo-815776-OBS-009","1997-tandem-s-nonstop-software-enterprise-clustering-fo-815776","","nonstop-services","technology-assessment","1997","NonStop Services Layer capabilities","Software fault tolerance; single application image; single log for database and transactions; scalability; cluster-wide load balancing — three-layer architecture","high","ingest-extraction","industry-analysis","NonStop Software Products","Core middleware layer enabling transparent NT cluster application deployment",""
"1997-tandem-s-nonstop-software-enterprise-clustering-fo-815776-OBS-010","1997-tandem-s-nonstop-software-enterprise-clustering-fo-815776","","servernet","technology-assessment","1997","ServerNet interconnect advantage","Tandem-provided ServerNet message services considerably faster than Wolfpack's TCP/IP Winsock messaging; enables high-bandwidth low-latency cluster interconnect","high","ingest-extraction","competitive-profiling","NonStop Software Products","ServerNet interconnect as differentiator vs Wolfpack",""
