"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"volume-1-ch01-waiting-for-automation-1960-1969-OBS-001","volume-1-ch01-waiting-for-automation-1960-1969","peter-s-kastner","","personal-recollection","1947","Kastner birth year and hometown","Born 1947; grew up in Chatham, on Cape Cod, Massachusetts.","high","ingest-extraction","mc-oh","Chapter 1 opening paragraph","",""
"volume-1-ch01-waiting-for-automation-1960-1969-OBS-002","volume-1-ch01-waiting-for-automation-1960-1969","kastner-family-restaurant","","personal-recollection","1955","Restaurant scale at peak","Six dining rooms (575 seats), cocktail lounges (200), opera house (300); June-Sept season; over 1,000 diners per night.","high","ingest-extraction","mc-oh","Chapter 1 opening paragraph","",""
"volume-1-ch01-waiting-for-automation-1960-1969-OBS-003","volume-1-ch01-waiting-for-automation-1960-1969","kastner-family-restaurant","","personal-recollection","1955","Restaurant rating","Five-star destination.","high","ingest-extraction","mc-oh","Chapter 1 opening paragraph","",""
"volume-1-ch01-waiting-for-automation-1960-1969-OBS-004","volume-1-ch01-waiting-for-automation-1960-1969","kastner-family-restaurant","","personal-recollection","1960","Paper receipts generated per evening","Approximately 10,000 pieces of paper per evening (six slips per table for 1,000+ diners), all requiring next-day reconciliation.","high","ingest-extraction","mc-oh","The Paper Problem (Cape Cod, 1960)","",""
"volume-1-ch01-waiting-for-automation-1960-1969-OBS-005","volume-1-ch01-waiting-for-automation-1960-1969","kastner-family-restaurant","","personal-recollection","1960","Business control rationale for paper receipts","Servers are independent business people who can collect cash and merchandise; paper trails deterred theft.","high","ingest-extraction","mc-oh","The Paper Problem (Cape Cod, 1960)","",""
"volume-1-ch01-waiting-for-automation-1960-1969-OBS-006","volume-1-ch01-waiting-for-automation-1960-1969","peter-s-kastner","","personal-recollection","1960","Age of first bookkeeping responsibility","Age twelve; described as 'Basic Business Controls 101, delivered at age twelve.'","high","ingest-extraction","mc-oh","The Paper Problem (Cape Cod, 1960)","",""
"volume-1-ch01-waiting-for-automation-1960-1969-OBS-007","volume-1-ch01-waiting-for-automation-1960-1969","peter-s-kastner","","personal-recollection","1962","Promotion to bookkeeping department manager","By his third summer at the restaurant, Kastner was promoted to manager of the bookkeeping department.","high","ingest-extraction","mc-oh","The Paper Problem (Cape Cod, 1960)","",""
"volume-1-ch01-waiting-for-automation-1960-1969-OBS-008","volume-1-ch01-waiting-for-automation-1960-1969","peter-s-kastner","adding-machine","personal-recollection","1962","Tools available for bookkeeping","Adding machines, pencils, and lined accounting workbooks — no path to making the job faster or smarter.","high","ingest-extraction","mc-oh","The Paper Problem (Cape Cod, 1960)","",""
"volume-1-ch01-waiting-for-automation-1960-1969-OBS-009","volume-1-ch01-waiting-for-automation-1960-1969","federal-reserve-bank","","market-data","1960","Federal Reserve nightly check-sorting workforce","Nearly half a million people employed every night to sort checks through the financial system circa 1960.","medium","ingest-extraction","mc-ia","The Paper Problem (Cape Cod, 1960)","Kastner's recollection of a widely cited statistic from the period; exact figure not independently verified in chapter.",""
"volume-1-ch01-waiting-for-automation-1960-1969-OBS-010","volume-1-ch01-waiting-for-automation-1960-1969","federal-reserve-bank","","topic-insight","1960","Check-handling labor intensity","Every single check was touched by human hands at minimum half a dozen times before being returned to account holder.","high","ingest-extraction","mc-ia","The Paper Problem (Cape Cod, 1960)","",""
"volume-1-ch01-waiting-for-automation-1960-1969-OBS-011","volume-1-ch01-waiting-for-automation-1960-1969","","","topic-insight","1960","Travel agent paper workflow","Making an airline reservation required a half-hour telephone call and a trip to the travel agent to collect a physical ticket.","high","ingest-extraction","mc-ia","The Paper Problem (Cape Cod, 1960)","",""
"volume-1-ch01-waiting-for-automation-1960-1969-OBS-012","volume-1-ch01-waiting-for-automation-1960-1969","","","expert-opinion","1960","Commerce labor intensity in 1960","Commerce was extraordinarily labor intensive, and almost nobody in 1960 thought there was anything unusual about that.","high","ingest-extraction","mc-eo","The Paper Problem (Cape Cod, 1960)","",""
