"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","methodology_code","source_page","notes"
"ca-acapulco-cio-pcs-ncs-netpcs-1997-552b4c-OBS-001","ca-acapulco-cio-pcs-ncs-netpcs-1997-552b4c","peter-kastner","","methodology","1997","Presentation agenda","Desktop business drivers; PC/NC/NetPC choice dilemma; Microsoft/Intel approach; Network Computing approach; where each architecture is best suited.","high","document-review","p2",""
"ca-acapulco-cio-pcs-ncs-netpcs-1997-552b4c-OBS-002","ca-acapulco-cio-pcs-ncs-netpcs-1997-552b4c","","intranet","market-insight","1997","Desktop business drivers","Expanded internal communications (intranets); expanded external communications (extranets); JIT supply chain; globalization eliminating distances.","high","industry-analysis","p3",""
"ca-acapulco-cio-pcs-ncs-netpcs-1997-552b4c-OBS-003","ca-acapulco-cio-pcs-ncs-netpcs-1997-552b4c","","","framework-component","1997","End-user decision-making model","Analyze -> Decide -> Transact -> Report framework taught as the new desktop workflow model.","medium","industry-analysis","p4",""
"ca-acapulco-cio-pcs-ncs-netpcs-1997-552b4c-OBS-004","ca-acapulco-cio-pcs-ncs-netpcs-1997-552b4c","","wintel-pc","viability-prediction","1997","Wintel PC continuing dominance","Kastner's implicit framing: Wintel PC remains the default for general enterprise desktop use; NC/NetPC fit limited use cases.","high","industry-analysis","p-conclusion",""
"ca-acapulco-cio-pcs-ncs-netpcs-1997-552b4c-OBS-005","ca-acapulco-cio-pcs-ncs-netpcs-1997-552b4c","","network-computer","viability-prediction","1997","NC limited enterprise uptake","Network Computer suited for narrow task-worker / kiosk use cases; unlikely to displace fat-client PC for knowledge workers.","high","industry-analysis","p-conclusion",""
"ca-acapulco-cio-pcs-ncs-netpcs-1997-552b4c-OBS-006","ca-acapulco-cio-pcs-ncs-netpcs-1997-552b4c","","netpc","viability-prediction","1997","NetPC limited uptake","NetPC as Microsoft/Intel compromise between PC and NC unlikely to establish a durable category.","high","industry-analysis","p-conclusion",""
"ca-acapulco-cio-pcs-ncs-netpcs-1997-552b4c-OBS-007","ca-acapulco-cio-pcs-ncs-netpcs-1997-552b4c","","wintel-pc","actual-outcome","2026","Wintel PC outcome","Wintel PC remained the dominant enterprise desktop architecture through the 2000s; was later complemented (not replaced) by thin-client/VDI, Chromebooks, and web-SaaS — vindicating Kastner's 1997 framing over the decade.","verified","retrospective-grading","",""
"ca-acapulco-cio-pcs-ncs-netpcs-1997-552b4c-OBS-008","ca-acapulco-cio-pcs-ncs-netpcs-1997-552b4c","","network-computer","actual-outcome","2026","NC outcome","Network Computer failed as a commercial category; Oracle/Sun's NC effort wound down by 2000. Kastner prediction verified.","verified","retrospective-grading","",""
"ca-acapulco-cio-pcs-ncs-netpcs-1997-552b4c-OBS-009","ca-acapulco-cio-pcs-ncs-netpcs-1997-552b4c","","netpc","actual-outcome","2026","NetPC outcome","NetPC failed to establish a durable commercial category; Microsoft and Intel quietly abandoned NetPC branding by 1999. Kastner prediction verified.","verified","retrospective-grading","",""
"ca-acapulco-cio-pcs-ncs-netpcs-1997-552b4c-OBS-010","ca-acapulco-cio-pcs-ncs-netpcs-1997-552b4c","","intranet","market-insight","1997","Intranet as desktop driver","Intranets framed as a primary desktop investment driver — consistent with actual enterprise intranet adoption 1997-2003.","verified","retrospective-grading","",""
