"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"aberdeen-1996-debunking-ntsmp-scalability-myth-OBS-001","aberdeen-1996-debunking-ntsmp-scalability-myth","tpc-council","tpcc-benchmark","market-data","1996","Server market 4-way-or-less share","90% of all servers sold are 4-processor-or-less","high","ingest-extraction","industry-analysis","NT: The Real Scalability Strategy","Aberdeen and microprocessor suppliers agree; drives Microsoft SMP sweet-spot strategy",""
"aberdeen-1996-debunking-ntsmp-scalability-myth-OBS-002","aberdeen-1996-debunking-ntsmp-scalability-myth","compaq-computer","windows-nt-4","benchmark-result","1995","NT baseline TPC-C (November 1995)","2,454 tpmC at $242/tpmC (Compaq 4-way Intel)","verified","ingest-extraction","benchmarking","NT Attacking the Midrange – Please Pass the Chips","Aberdeen's Nov 1995 Viewpoint: first NT foray into departmental server range",""
"aberdeen-1996-debunking-ntsmp-scalability-myth-OBS-003","aberdeen-1996-debunking-ntsmp-scalability-myth","compaq-computer","windows-nt-4","benchmark-result","1996","NT 4-way TPC-C (November 1996)","6,712 tpmC at $65/tpmC (4-way NT Server 4.0 / SQL Server 6.5)","verified","ingest-extraction","benchmarking","NT Attacking the Midrange – Please Pass the Chips","Nearly tripled performance in 11 months; price dropped 73%; references TPC Council data",""
"aberdeen-1996-debunking-ntsmp-scalability-myth-OBS-004","aberdeen-1996-debunking-ntsmp-scalability-myth","digital-equipment","alpha-processor","benchmark-result","1996","DEC 32-processor AlphaServer TPC-C",">20,000 tpmC at $305/tpmC (AlphaServer 5/35)","high","ingest-extraction","benchmarking","Microsoft NT: Taking Aim at the SMP Server Market Sweet Spot","High-end Unix SMP reference; establishes server ceiling NT would eventually challenge",""
"aberdeen-1996-debunking-ntsmp-scalability-myth-OBS-005","aberdeen-1996-debunking-ntsmp-scalability-myth","hewlett-packard","","benchmark-result","1996","HP 48-processor HP 9000 EPS30 TPC-C",">20,000 tpmC at $396/tpmC","high","ingest-extraction","benchmarking","Microsoft NT: Taking Aim at the SMP Server Market Sweet Spot","Clustered Unix high-end; establishes 15,000-30,000 tpm as top-tier range",""
"aberdeen-1996-debunking-ntsmp-scalability-myth-OBS-006","aberdeen-1996-debunking-ntsmp-scalability-myth","ncr-corporation","windows-nt-4","technology-assessment","1996","NT 4.0 4-way scaling efficiency (NCR testing)","~90% utilization across 4 processors on NT 4.0","high","ingest-extraction","benchmarking","4-Way Server Performance","Database becomes bottleneck, not OS; application tuning needed for higher scalability",""
"aberdeen-1996-debunking-ntsmp-scalability-myth-OBS-007","aberdeen-1996-debunking-ntsmp-scalability-myth","","windows-nt-4","technology-assessment","1996","4-way NT scaling efficiency range across vendors","50% (PC vendors learning) to 90% (enterprise-experienced SMP vendors)","medium","ingest-extraction","industry-analysis","4-Way Server Performance","Wide variance by vendor; SMP experience critical for maximizing NT efficiency",""
"aberdeen-1996-debunking-ntsmp-scalability-myth-OBS-008","aberdeen-1996-debunking-ntsmp-scalability-myth","sequent-computer","windows-nt-4","technology-assessment","1996","Maximum NT SMP processor count demonstrated","Sequent: 28 processors; sold 14-processor NT systems; NCR: 16 processors","high","ingest-extraction","benchmarking","NT: The Real Scalability Strategy","Proves NT CAN scale; Aberdeen argues Microsoft chooses not to focus on this for market reasons",""
"aberdeen-1996-debunking-ntsmp-scalability-myth-OBS-009","aberdeen-1996-debunking-ntsmp-scalability-myth","microsoft","windows-nt-4","strategy-classification","1996","Microsoft NT SMP market strategy","3-phase: (1) Maximize 4-way performance, (2) Continue SMP non-aggressively, (3) High-end via performance clustering","high","ingest-extraction","competitive-profiling","NT: The Real Scalability Strategy","Aberdeen reframes scalability limitation as deliberate market economics decision, not engineering failure",""
"aberdeen-1996-debunking-ntsmp-scalability-myth-OBS-010","aberdeen-1996-debunking-ntsmp-scalability-myth","microsoft","nt-wolfpack-clusters","strategy-classification","1996","NT clustering strategy sequence","HA clusters first (1997 Wolfpack), then performance clusters (late 1997 to 1999)","high","ingest-extraction","industry-analysis","The Advent of NT Clusters","IS managers demand reliability before performance in mission-critical deployments",""
"aberdeen-1996-debunking-ntsmp-scalability-myth-OBS-011","aberdeen-1996-debunking-ntsmp-scalability-myth","","tpcc-benchmark","framework-factor","1996","Server tier: Workgroup (low-end)","<2,500 tpmC; file read/write/print activities","high","ingest-extraction","benchmarking","Microsoft NT: Taking Aim at the SMP Server Market Sweet Spot","Aberdeen TPC-C market segmentation framework",""
"aberdeen-1996-debunking-ntsmp-scalability-myth-OBS-012","aberdeen-1996-debunking-ntsmp-scalability-myth","","tpcc-benchmark","framework-factor","1996","Server tier: Departmental/Mid-range","2,500-15,000 tpmC; HP 9000, DEC AlphaServer, IBM RS/6000, AS/400, Sun Ultra","high","ingest-extraction","benchmarking","Microsoft NT: Taking Aim at the SMP Server Market Sweet Spot","NT attacking this tier with 4-way systems; Aberdeen's primary target market",""
"aberdeen-1996-debunking-ntsmp-scalability-myth-OBS-013","aberdeen-1996-debunking-ntsmp-scalability-myth","","tpcc-benchmark","framework-factor","1996","Server tier: Enterprise (high-end)",">15,000 tpmC; DEC 32-way AlphaServer, HP 48-way EPS30; up to 50,000 tpmC for heaviest OLTP","high","ingest-extraction","benchmarking","Microsoft NT: Taking Aim at the SMP Server Market Sweet Spot","United Airlines reservation system cited at <50,000 tpmC as heavy OLTP example",""
"aberdeen-1996-debunking-ntsmp-scalability-myth-OBS-014","aberdeen-1996-debunking-ntsmp-scalability-myth","microsoft","windows-nt-4","viability-prediction","1996","NT 4-way TPC-C projection by end 1998","4-way NT servers will reach 11,000-16,000 tpmC range by end of 1998","verified","outcome-linkage","benchmarking","NT Attacking the Midrange – Please Pass the Chips","Based on Klamath/Deschutes processor roadmap and NT 4.0 performance trajectory",""
"aberdeen-1996-debunking-ntsmp-scalability-myth-OBS-015","aberdeen-1996-debunking-ntsmp-scalability-myth","","nt-wolfpack-clusters","viability-prediction","1996","NT HA cluster shipments by end 1998","More than 100,000 NT/HA servers will have been sold by end 1998","verified","outcome-linkage","industry-analysis","High-Availability Clusters","Incremental cost as low as $16,000 for 4-way Pentium Pro board cited as irresistible",""
"aberdeen-1996-debunking-ntsmp-scalability-myth-OBS-016","aberdeen-1996-debunking-ntsmp-scalability-myth","microsoft","nt-wolfpack-clusters","viability-prediction","1996","NT performance cluster tpmC by early 1999","NT performance clusters (two 4-way servers) will exceed 20,000 tpmC by early 1999","verified","outcome-linkage","industry-analysis","Performance Clusters","Based on projected 11,000-17,000 tpmC per 4-way server + 50% boost from second node",""
"aberdeen-1996-debunking-ntsmp-scalability-myth-OBS-017","aberdeen-1996-debunking-ntsmp-scalability-myth","microsoft","windows-nt-4","viability-prediction","1996","NT mid-range market dominance prediction","NT/SMP scalability should no longer prevent adoption of NT in enterprise; NT will dominate mid-range","verified","outcome-linkage","industry-analysis","Summary Observations","Core thesis: NT price/performance irresistible for mid-range IS infrastructure",""
"aberdeen-1996-debunking-ntsmp-scalability-myth-OBS-018","aberdeen-1996-debunking-ntsmp-scalability-myth","","numa-architecture","viability-prediction","1996","NT 8-way server market arrival","NT 8-way servers that scale well are imminent; probably by early 1997","medium","ingest-extraction","industry-analysis","The Advent of 8-Way and Greater Systems","NCR early benchmarks show 8-way at ~1.33x 4-way performance (~9,000 tpm)",""
"aberdeen-1996-debunking-ntsmp-scalability-myth-OBS-019","aberdeen-1996-debunking-ntsmp-scalability-myth","microsoft","windows-nt-4","actual-outcome","1998","NT 4-way TPC-C actual performance by 1998","Compaq/Microsoft exceeded 16,000 tpmC on 4-way NT by 1998; prediction verified","verified","web-source","benchmarking","N/A","TPC-C results database shows multiple 4-way NT systems exceeding 15,000-20,000 tpmC by 1998-1999. Source: tpc.org; Microsoft press releases; Sequent NUMA achieved 48,793 tpmC 1998",""
"aberdeen-1996-debunking-ntsmp-scalability-myth-OBS-020","aberdeen-1996-debunking-ntsmp-scalability-myth","microsoft","nt-wolfpack-clusters","actual-outcome","1997","NT Wolfpack clustering release","Microsoft released MSCS (Wolfpack) in Windows NT 4.0 Enterprise Edition in Q4 1997 as predicted","verified","web-source","document-review","N/A","Released on schedule; Compaq, DEC, NCR, Tandem adopted. Evolved into Windows Server Failover Clustering",""
"aberdeen-1996-debunking-ntsmp-scalability-myth-OBS-021","aberdeen-1996-debunking-ntsmp-scalability-myth","microsoft","windows-nt-4","actual-outcome","2002","NT/Windows Server mid-range market outcome","Windows 2000/2003 Server became market leader in mid-range by 2002; Unix declined by 3 percentage points per IDC","verified","web-source","document-review","N/A","IDC Worldwide Quarterly Server Tracker March 2002: Windows up 6 share points vs. Unix down 3. Source: Microsoft press release May 2002; https://news.microsoft.com/source/2002/05/08/windows-2000-server-leads-server-market-growth/",""
"aberdeen-1996-debunking-ntsmp-scalability-myth-OBS-022","aberdeen-1996-debunking-ntsmp-scalability-myth","","","expert-opinion","1996","Real NT scalability constraint","Applications tuning to take advantage of NT SMP will be the next bottleneck after hardware is tuned","medium","ingest-extraction","industry-analysis","Summary Observations","Prescient: multi-threaded application development for SMP remained a challenge through early 2000s",""
"aberdeen-1996-debunking-ntsmp-scalability-myth-OBS-023","aberdeen-1996-debunking-ntsmp-scalability-myth","","","expert-opinion","1996","IS managers' priority: reliability > performance","Performance is secondary to reliability in mission-critical environments","high","ingest-extraction","field-research","High-Availability Clusters","Managers have evidence NT can scale; need HA assurance before broad deployment",""
"aberdeen-1996-debunking-ntsmp-scalability-myth-OBS-024","aberdeen-1996-debunking-ntsmp-scalability-myth","","tpcc-benchmark","expert-opinion","1996","IS manager mainframe comparison","Many IS managers claim today's NT tpmC >6,750 rivals computing power of their existing mainframe systems","medium","ingest-extraction","field-research","4-Way Server Performance","Primary interview finding; accelerated mainframe migration to NT servers in enterprise",""
