code_id,code_type,label,definition
strategy-classification,observation_type,Strategy Classification,Categorization of an entity's business strategy
viability-prediction,observation_type,Viability Prediction,Expert prediction of entity's long-term survival
actual-outcome,observation_type,Actual Outcome,Verified historical outcome for an entity
technology-assessment,observation_type,Technology Assessment,Evaluation of a technology's maturity or fitness
benchmark-result,observation_type,Benchmark Result,Quantitative comparison against peers or standards
framework-factor,observation_type,Framework Factor,One component of a multi-factor analytical framework
market-data,observation_type,Market Data,Quantitative market statistic
expert-opinion,observation_type,Expert Opinion,Qualitative professional judgment
personal-recollection,observation_type,Personal Recollection,First-person memory or anecdote from Kastner
ai-exchange,observation_type,AI Exchange,A question posed by Kastner and the AI response extracted as a structured observation
topic-insight,observation_type,Topic Insight,An analytical claim or framework point within a technology topic deep-dive
industry-analysis,methodology,Industry Analysis,Systematic analysis of industry structure and dynamics
competitive-profiling,methodology,Competitive Profiling,Detailed comparison of competing entities
benchmarking,methodology,Benchmarking,Comparison against industry standards or peers
field-research,methodology,Field Research,Primary data collection via interviews or surveys
document-review,methodology,Document Review,Analysis of existing documents and records
statistical-analysis,methodology,Statistical Analysis,Quantitative data analysis with statistical methods
oral-history,methodology,Oral History,First-person spoken or written recollection of events
ai-dialog,methodology,AI Dialog,Question-and-answer exchange between a human and an AI system
high,confidence,High Confidence,Strong evidentiary basis; multiple corroborating sources
medium,confidence,Medium Confidence,Reasonable basis but limited corroboration
low,confidence,Low Confidence,Directional judgment with limited evidence
verified,confidence,Verified,Confirmed by subsequent events or independent sources
strategic-objective,observation_type,Strategic Objective,Study-specific code: strategic-objective
timeline-milestone,observation_type,Timeline Milestone,Study-specific code: timeline-milestone
organizational,observation_type,Organizational,Study-specific code: organizational
market-definition,observation_type,Market Definition,Study-specific code: market-definition
strategic-question,observation_type,Strategic Question,Study-specific code: strategic-question
competitive-assessment,observation_type,Competitive Assessment,Study-specific code: competitive-assessment
storage-buying-framework,observation_type,Storage Buying Framework,Study-specific code: storage-buying-framework
messaging-framework,observation_type,Messaging Framework,Study-specific code: messaging-framework
market-building-strategy,observation_type,Market Building Strategy,Study-specific code: market-building-strategy
market-building-channels,observation_type,Market Building Channels,Study-specific code: market-building-channels
workshop-deliverable,observation_type,Workshop Deliverable,Study-specific code: workshop-deliverable
