"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"aberdeen-group","Aberdeen Group","firm","market research & consulting","acquired","Harte-Hanks (2010)","1988-2010","jungle-1-5-675c58","Author firm"
"peter-s-kastner","Peter S. Kastner","person","market research & consulting","active","","1988-unknown","jungle-1-5-675c58","Author; VP Aberdeen Group"
"oracle-corporation","Oracle Corporation","company","database & enterprise software","active","","1977-present","jungle-1-5-675c58","Largest RDBMS supplier profiled"
"sybase","Sybase","company","database software","acquired","SAP (2010)","1984-2010","jungle-1-5-675c58","Second-largest RDBMS supplier profiled"
"computer-associates","Computer Associates (CA)","company","software","renamed","CA Technologies/Broadcom","1976-present","jungle-1-5-675c58","Second largest software company; CA-Ingres"
"ibm-corporation","International Business Machines Corporation","company","hardware & software","active","","1911-present","jungle-1-5-675c58","Largest overall DBMS supplier; DB2 profiled"
"microsoft-corporation","Microsoft Corporation","company","software & OS","active","","1975-present","jungle-1-5-675c58","Largest DBMS supplier in unit sales; SQL Server 6.0"
"sun-microsystems","Sun Microsystems","company","hardware & software","acquired","Oracle (2010)","1982-2010","jungle-1-5-675c58","40% then 25% of Sybase hardware sales"
"sequent-computer-systems","Sequent Computer Systems","company","hardware","acquired","IBM (1999)","1983-1999","jungle-1-5-675c58","SMP server platform referenced"
"tandem-computers","Tandem Computers","company","hardware","acquired","Compaq (1997)","1974-1997","jungle-1-5-675c58","High-availability platform referenced"
