"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"dataquest","Gartner Dataquest","firm","market-research","active","Gartner","1980s-present","dct-personal-it-forecast-research-2001","San Jose-based unit of Gartner Inc."
"gartner-inc","Gartner, Inc.","company","market-research","active","","1979-present","dct-personal-it-forecast-research-2001","Parent of Dataquest"
"idc","International Data Corporation","firm","market-research","active","","1964-present","dct-personal-it-forecast-research-2001","Framingham MA based"
"merrill-lynch","Merrill Lynch","firm","investment-banking","acquired","Bank of America","1914-2013","dct-personal-it-forecast-research-2001","Steven Fortuna analyst"
"thestreet","TheStreet.com","company","financial-media","active","","1996-present","dct-personal-it-forecast-research-2001","Published Lepri article"
"bear-stearns","Bear Stearns","firm","investment-banking","acquired","JPMorgan Chase","1923-2008","dct-personal-it-forecast-research-2001","Andrew J. Neff analyst"
"pc-data","PC Data Inc.","firm","market-research","dissolved","NPD Group","1988-2001","dct-personal-it-forecast-research-2001","December 2000 PC sales data source"
"harte-hanks","Harte-Hanks, Inc.","company","marketing-research","active","","1923-present","dct-personal-it-forecast-research-2001","115K-site business survey"
"dell","Dell Computer","company","PC-manufacturing","active","","1984-present","dct-personal-it-forecast-research-2001","Only top-tier vendor with positive 2001 growth"
"compaq","Compaq Computer","company","PC-manufacturing","acquired","Hewlett-Packard","1982-2002","dct-personal-it-forecast-research-2001","#1 worldwide 2000 with 12.8% share"
"hewlett-packard","Hewlett-Packard","company","PC-manufacturing","active","HP Inc./HPE","1939-present","dct-personal-it-forecast-research-2001","Carly Fiorina CEO"
"gateway-inc","Gateway, Inc.","company","PC-manufacturing","acquired","Acer","1985-2007","dct-personal-it-forecast-research-2001","San Diego, 13% workforce cut"
"ibm","IBM","company","PC-manufacturing","active","","1911-present","dct-personal-it-forecast-research-2001","Only major PC maker with negative growth both WW and US in 2000"
"apple-computer","Apple Computer","company","PC-manufacturing","active","Apple Inc.","1976-present","dct-personal-it-forecast-research-2001","Q4 2000 shipments down 50% US / 40% WW"
"nec","NEC Corporation","company","PC-manufacturing","active","","1899-present","dct-personal-it-forecast-research-2001","5th place worldwide 2000"
"fujitsu-siemens","Fujitsu Siemens Computers","company","PC-manufacturing","dissolved","Fujitsu","1999-2009","dct-personal-it-forecast-research-2001","5.1% WW share Q4 2000"
"legend-holdings","Legend Holdings / Lenovo","company","PC-manufacturing","active","Lenovo","1984-present","dct-personal-it-forecast-research-2001","Top Asia-Pacific vendor 9% share"
