"code_id","code_type","label","definition"
"strategy-classification","observation_type","Strategy Classification","Categorization of organizational approach within the Aberdeen Competitive Framework tiers (Laggard, Industry Norm, Best in Class)"
"viability-prediction","observation_type","Viability Prediction","Observation is a forward-looking prediction about future market conditions, technology adoption, or business outcomes made at time of study"
"actual-outcome","observation_type","Actual Outcome","Retrospective record of what actually happened to a company, product, or technology after the study date; used to assess prescience"
"technology-assessment","observation_type","Technology Assessment","Empirical evaluation of a specific technology product or system based on hands-on testing, performance measurement, or documented behavior"
"benchmark-result","observation_type","Benchmark Result","Quantitative or time-based measurement from testing; a specific metric value obtained through direct measurement or structured evaluation"
"framework-factor","observation_type","Framework Factor","A component or variable within an analytical framework or model used to structure the analysis; a dimension of a multi-factor evaluation scheme"
"market-data","observation_type","Market Data","Quantitative or qualitative data point about market size, pricing, cost structures, or commercial dynamics derived from research"
"expert-opinion","observation_type","Expert Opinion","Observation records an analyst judgment, interpretation, or recommendation that goes beyond raw data to offer evaluative conclusions"
"personal-recollection","observation_type","Personal Recollection","First-person memory or anecdote from Kastner"
"ai-exchange","observation_type","AI Exchange","A question posed by Kastner and the AI response extracted as a structured observation"
"topic-insight","observation_type","Topic Insight","An analytical claim or framework point within a technology topic deep-dive"
"industry-analysis","methodology_code","Industry Analysis","Qualitative and quantitative assessment of industry trends, competitive dynamics, and market conditions using publicly available information"
"competitive-profiling","methodology_code","Competitive Profiling","Structured analysis of specific vendor strategies, product positioning, and competitive strengths and weaknesses"
"benchmarking","methodology_code","Benchmarking","Systematic measurement and comparison of performance using standardized test specifications with full-disclosure reporting"
"field-research","methodology_code","Field Research","Primary research conducted through direct interaction with products, services, or market participants in real-world settings"
"document-review","methodology_code","Document Review","Assessment based on review of published documentation such as vendor support policies and threat databases"
"statistical-analysis","methodology","Statistical Analysis","Quantitative analysis of survey data including frequency distributions, cross-tabulations, and trend analysis"
"oral-history","methodology","Oral History","First-person spoken or written recollection of events"
"ai-dialog","methodology","AI Dialog","Question-and-answer exchange between a human and an AI system"
"high","confidence","High Confidence","Assessment or data point is well-supported by multiple sources, specific numbers, or direct document citations"
"medium","confidence","Medium Confidence","Finding supported by qualitative analysis, expert interpretation, or retrospective assessment with reasonable evidence"
"low","confidence","Low Confidence","Finding is inferred from limited evidence in the source text or involves significant extrapolation"
"verified","confidence","Verified","Confirmed by subsequent events or independent sources; applied to actual-outcome observations"
"seminar_sponsorship","observation_type","Seminar_Sponsorship","Study-specific code: seminar_sponsorship"
"deck-cover","methodology","Deck Cover","Study-specific code: deck-cover"
"customer_driven_definition","observation_type","Customer_Driven_Definition","Study-specific code: customer_driven_definition"
"deck-text","methodology","Deck Text","Study-specific code: deck-text"
"fortune_1000_job_loss","observation_type","Fortune_1000_Job_Loss","Study-specific code: fortune_1000_job_loss"
"deck-statistic","methodology","Deck Statistic","Study-specific code: deck-statistic"
"cio_turnover","observation_type","Cio_Turnover","Study-specific code: cio_turnover"
"primary_drivers_us","observation_type","Primary_Drivers_Us","Study-specific code: primary_drivers_us"
"primary_drivers_europe","observation_type","Primary_Drivers_Europe","Study-specific code: primary_drivers_europe"
"primary_drivers_japan","observation_type","Primary_Drivers_Japan","Study-specific code: primary_drivers_japan"
"red_dress_problem","observation_type","Red_Dress_Problem","Study-specific code: red_dress_problem"
"deck-case-study","methodology","Deck Case Study","Study-specific code: deck-case-study"
"approaches_triad","observation_type","Approaches_Triad","Study-specific code: approaches_triad"
"deck-framework","methodology","Deck Framework","Study-specific code: deck-framework"
"old_vs_new_role_of_it","observation_type","Old_Vs_New_Role_Of_It","Study-specific code: old_vs_new_role_of_it"
"teradata_ownership_context","observation_type","Teradata_Ownership_Context","Study-specific code: teradata_ownership_context"
"historical-context","methodology","Historical Context","Study-specific code: historical-context"
