code_id,code_type,label,definition
strategy-classification,observation_type,Strategy Classification,Categorization of an entity's business strategy
viability-prediction,observation_type,Viability Prediction,Expert prediction of entity's long-term survival
actual-outcome,observation_type,Actual Outcome,Verified historical outcome for an entity
technology-assessment,observation_type,Technology Assessment,Evaluation of a technology's maturity or fitness
benchmark-result,observation_type,Benchmark Result,Quantitative comparison against peers or standards
framework-factor,observation_type,Framework Factor,One component of a multi-factor analytical framework
market-data,observation_type,Market Data,Quantitative market statistic
expert-opinion,observation_type,Expert Opinion,Qualitative professional judgment
personal-recollection,observation_type,Personal Recollection,First-person memory or anecdote from Kastner
ai-exchange,observation_type,AI Exchange,A question posed by Kastner and the AI response extracted as a structured observation
topic-insight,observation_type,Topic Insight,An analytical claim or framework point within a technology topic deep-dive
industry-analysis,methodology,Industry Analysis,Systematic analysis of industry structure and dynamics
competitive-profiling,methodology,Competitive Profiling,Detailed comparison of competing entities
benchmarking,methodology,Benchmarking,Comparison against industry standards or peers
field-research,methodology,Field Research,Primary data collection via interviews or surveys
document-review,methodology,Document Review,Analysis of existing documents and records
statistical-analysis,methodology,Statistical Analysis,Quantitative data analysis with statistical methods
oral-history,methodology,Oral History,First-person spoken or written recollection of events
ai-dialog,methodology,AI Dialog,Question-and-answer exchange between a human and an AI system
high,confidence,High Confidence,Strong evidentiary basis; multiple corroborating sources
medium,confidence,Medium Confidence,Reasonable basis but limited corroboration
low,confidence,Low Confidence,Directional judgment with limited evidence
verified,confidence,Verified,Confirmed by subsequent events or independent sources
deliverable-definition,observation_type,Deliverable Definition,Study-specific code: deliverable-definition
primary-doc,methodology,Primary Doc,Study-specific code: primary-doc
training-objective,observation_type,Training Objective,Study-specific code: training-objective
methodology,observation_type,Methodology,Study-specific code: methodology
deliverable-format,observation_type,Deliverable Format,Study-specific code: deliverable-format
writing-standard,observation_type,Writing Standard,Study-specific code: writing-standard
client-management,observation_type,Client Management,Study-specific code: client-management
pricing,observation_type,Pricing,Study-specific code: pricing
research-methodology,observation_type,Research Methodology,Study-specific code: research-methodology
publication-process,observation_type,Publication Process,Study-specific code: publication-process
analyst-skill,observation_type,Analyst Skill,Study-specific code: analyst-skill
engagement-structure,observation_type,Engagement Structure,Study-specific code: engagement-structure
media-relations,observation_type,Media Relations,Study-specific code: media-relations
business-development,observation_type,Business Development,Study-specific code: business-development
competitive-intelligence,observation_type,Competitive Intelligence,Study-specific code: competitive-intelligence
quality-standard,observation_type,Quality Standard,Study-specific code: quality-standard
training-format,observation_type,Training Format,Study-specific code: training-format
analyst-role,observation_type,Analyst Role,Study-specific code: analyst-role
timeline,observation_type,Timeline,Study-specific code: timeline
client-communication,observation_type,Client Communication,Study-specific code: client-communication
research-process,observation_type,Research Process,Study-specific code: research-process
deliverable-standards,observation_type,Deliverable Standards,Study-specific code: deliverable-standards
analyst-conduct,observation_type,Analyst Conduct,Study-specific code: analyst-conduct
market-research-method,observation_type,Market Research Method,Study-specific code: market-research-method
publishing-channels,observation_type,Publishing Channels,Study-specific code: publishing-channels
analyst-support,observation_type,Analyst Support,Study-specific code: analyst-support
client-value-prop,observation_type,Client Value Prop,Study-specific code: client-value-prop
industry-context,observation_type,Industry Context,Study-specific code: industry-context
