"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"aberdeen-training-book-day-3-03cfc1-001","aberdeen-training-book-day-3-03cfc1","aberdeen-group","aberdeen-profile-deliverable","deliverable-definition","2000","profile_definition","Objective third-party review of supplier's go-to-market strategy or major product families","high","ingest-extraction","primary-doc","1","Core Aberdeen deliverable type"
"aberdeen-training-book-day-3-03cfc1-002","aberdeen-training-book-day-3-03cfc1","aberdeen-group","ramp-methodology","deliverable-definition","2000","ramp_definition","Rapid Accurate Market Positioning — in-depth primary customer and prospect market research and analysis within short time frame","high","ingest-extraction","primary-doc","1","Aberdeen's signature engagement type"
"aberdeen-training-book-day-3-03cfc1-003","aberdeen-training-book-day-3-03cfc1","aberdeen-group","","training-objective","2000","day3_objectives","Increase comfort with clients; describe research conduct; coach on communicating results; provide starting point for organizing thoughts","high","ingest-extraction","primary-doc","2","Four key Day 3 training objectives"
"aberdeen-training-book-day-3-03cfc1-004","aberdeen-training-book-day-3-03cfc1","aberdeen-group","ramp-methodology","methodology","2000","ramp_phases","Kickoff > Primary field research (interviews) > Analysis > Deliverable writing > Client presentation","high","ingest-extraction","primary-doc","5","RAMP engagement workflow"
"aberdeen-training-book-day-3-03cfc1-005","aberdeen-training-book-day-3-03cfc1","aberdeen-group","ramp-methodology","methodology","2000","ramp_interview_target","Users/prospects/customers of client's technology; typically 10-20 interviews","high","ingest-extraction","primary-doc","6","RAMP primary research methodology"
"aberdeen-training-book-day-3-03cfc1-006","aberdeen-training-book-day-3-03cfc1","aberdeen-group","aberdeen-profile-deliverable","deliverable-format","2000","profile_format","Executive summary; company overview; product/service review; market positioning; Aberdeen recommendation","high","ingest-extraction","primary-doc","8","Standard Aberdeen Profile structure"
"aberdeen-training-book-day-3-03cfc1-007","aberdeen-training-book-day-3-03cfc1","aberdeen-group","","writing-standard","2000","writing_philosophy","Positive, actionable direction; avoid belittling; translate technology into business benefit language","high","ingest-extraction","primary-doc","10","Core Aberdeen editorial stance"
"aberdeen-training-book-day-3-03cfc1-008","aberdeen-training-book-day-3-03cfc1","aberdeen-group","","client-management","2000","client_interaction_model","One-on-one analyst-client relationship; analyst as trusted advisor","high","ingest-extraction","primary-doc","11","Day 3 client engagement principles"
"aberdeen-training-book-day-3-03cfc1-009","aberdeen-training-book-day-3-03cfc1","aberdeen-group","ramp-methodology","pricing","2000","ramp_price_range","$20,000 - $50,000 typical","medium","ingest-extraction","primary-doc","15","RAMP engagement pricing range mentioned in training"
"aberdeen-training-book-day-3-03cfc1-010","aberdeen-training-book-day-3-03cfc1","aberdeen-group","","research-methodology","2000","interview_techniques","Open-ended questions; active listening; hypothesis testing; avoid leading questions","high","ingest-extraction","primary-doc","18","Aberdeen analyst interview best practices"
