"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"peter-s-kastner","Peter S. Kastner","person","technology consulting / industry analysis","active","","1960s-2026","volume-1-introduction-physics-of-the-machine","Author and central subject of the memoir; grew up on Cape Cod, educated at MIT, career spans programming, consulting, vendor roles, and co-founding Aberdeen Group."
"mit","MIT","institution","higher education / technology","active","","","volume-1-introduction-physics-of-the-machine","Where Kastner developed his conviction about the societal role of computing, referenced as a formative intellectual environment."
"chase-manhattan-bank","Chase Manhattan Bank","company","financial services","acquired","JPMorgan Chase","","volume-1-introduction-physics-of-the-machine","Site of a securities migration project that Kastner participated in early in his career; cited as one of several formative institutional environments."
"stratus-computer","Stratus Computer","company","fault-tolerant computing","active","","","volume-1-introduction-physics-of-the-machine","Kastner worked inside the Stratus fault-tolerant lab in Marlborough, MA; featured prominently in later chapters on fault-tolerant wars."
"dec","DEC (Digital Equipment Corporation)","company","minicomputers / enterprise computing","acquired","Compaq / HP","","volume-1-introduction-physics-of-the-machine","Kastner worked within DEC's enterprise war rooms; the DEC benchmark campaign is a featured story in the memoir."
"aberdeen-group","Aberdeen Group","firm","technology research / industry analysis","acquired","[DEFERRED]","","volume-1-introduction-physics-of-the-machine","Co-founded and built by Kastner over eighteen years; grew to 150 analysts; cooperative revenue model, later changed by venture capital; acquired at a premium."
"prime-computer","Prime Computer","company","minicomputers","dissolved","[DEFERRED]","","volume-1-introduction-physics-of-the-machine","Referenced alongside Stratus and DEC as a market battle Kastner participated in or observed closely."
"federal-reserve-bank","Federal Reserve","agency","banking / financial infrastructure","active","","","volume-1-introduction-physics-of-the-machine","Kastner cites the Federal Reserve as employing half a million people to sort and re-touch checks through the American banking system, illustrating pre-digital labor intensity."
"apollo-computer","Apollo","company","computing","acquired","[DEFERRED]","","volume-1-introduction-physics-of-the-machine","Apollo veterans are cited as people who taught Kastner that sloppy code is a moral failing."
"intelligent-electronics","Intelligent Electronics","company","technology distribution / research","dissolved","[DEFERRED]","","volume-1-introduction-physics-of-the-machine","Implied as a venture-capital-influenced acquirer related to Aberdeen Group context."
