obs_id,study_id,entity_id,tech_id,observation_type,year_observed,metric_name,metric_value,confidence,methodology_code,source_page,notes
OBS-001,amd-profile01-db9623,amd,athlon-xp,strategy-classification,2001,ghz-equivalency-adoption,implemented,high,competitive-profiling,1,"AMD adopted GHz equivalency model numbering for Athlon XP processors naming models with clock-speed GHz ratings claimed equivalent to Intel Pentium 4 based on application benchmarks"
OBS-002,amd-profile01-db9623,amd,athlon-xp,technology-assessment,2001,actual-clock-speed,1.667GHz vs 2.0GHz equivalent,high,benchmarking,1,"AMD Athlon XP 2000+ processor runs at 1.667GHz actual clock speed but carries model number claiming equivalence to Intel P4 at 2.0GHz Willamette"
OBS-003,amd-profile01-db9623,amd,athlon-xp,benchmark-result,2001,normalization-reference,P4 1.5GHz = 100%,high,benchmarking,2,"Tests run on P4 at 1.5-1.8GHz and Athlon XP at 1.33-1.53GHz with P4 1.5GHz as 100% normalization point"
OBS-004,amd-profile01-db9623,amd,sysmark-2001,benchmark-result,2002,sysmark-score-weight,greater than one-third,high,document-review,3,"SYSmark 2001 accounts for slightly more than one-third of entire performance score used to derive GHz equivalency; one half of Office Productivity and two-thirds of Content Creation are SYSmark-based"
OBS-005,amd-profile01-db9623,amd,sysmark-2001,market-data,2002,bapco-disclosure-status,non-compliant,high,document-review,3,"No SYSmark 2001 results for Athlon XP 2000+ were reported to BAPCo as of Feb 15 2002 despite BAPCo rules requiring public disclosure of all published results"
OBS-006,amd-profile01-db9623,amd,sysmark-2001,benchmark-result,2002,result-discrepancies,numerous small differences,medium,benchmarking,3,"Numerous small discrepancies between SYSmark 2001 results in AMD white paper and BAPCo site suggesting repeatability problems or premature publication"
OBS-007,amd-profile01-db9623,amd,athlon-xp,benchmark-result,2002,media-player-bug-fix,selectively incorporated,high,document-review,3,"AMD and Microsoft found and fixed Media Player bug benefiting Athlon instructions; AMD included results both with and without patch a situation no real user would have; found after Arthur Andersen audit"
OBS-008,amd-profile01-db9623,amd,directx-7,benchmark-result,2002,benchmark-api-mismatch,DirectX 7.0 on DirectX 8.1 system,high,benchmarking,3,"Winbench 2000 measures graphics using DirectX 7.0 but all systems tested with Windows XP which ships with DirectX 8.1; using obsolete API version is unrealistic"
OBS-009,amd-profile01-db9623,intel,sysmark-2001,benchmark-result,2002,intel-vs-amd-on-intel-scores,Intel scores higher,high,benchmarking,3,"Intel own scores at BAPCo beat AMD-reported results for same Intel processor on SYSmark 2001 and Quake Demo Arena II; lower AMD-on-Intel results artificially inflated AMD equivalency"
OBS-010,amd-profile01-db9623,amd,athlon-xp,framework-factor,2002,conceptual-flaw-1,time-dependency,high,industry-analysis,4,"Flaw 1: GHz equivalency implies fixed relationship over time but time-dependency makes ratings increasingly invalid as software benchmarks and hardware evolve"
OBS-011,amd-profile01-db9623,amd,athlon-xp,framework-factor,2002,conceptual-flaw-2,workload-model-assumption,high,industry-analysis,4,"Flaw 2: Methodology assumes specific workload usage model (one-third office one-third content creation one-third gaming) that may not apply to many users"
OBS-012,amd-profile01-db9623,amd,athlon-xp,framework-factor,2002,conceptual-flaw-3,system-io-mixing,high,industry-analysis,4,"Flaw 3: Methodology mixes system I/O performance with processor-intensive work; Business Winstone 2001 measures system-level performance not processor alone"
OBS-013,amd-profile01-db9623,amd,athlon-xp,framework-factor,2002,conceptual-flaw-4,platform-dependency,high,industry-analysis,4,"Flaw 4: GHz equivalency is totally platform dependent; chipsets memory architecture device drivers and other platform components affect results but are attributed to processor"
OBS-014,amd-profile01-db9623,intel,pentium-4-northwood,technology-assessment,2002,northwood-impact,invalidated equivalency,high,competitive-profiling,5,"Intel delivered P4 Northwood in January 2002 with same 2.0GHz but significantly better performance due to larger cache and 130nm process; all subsequent P4s built on this base"
OBS-015,amd-profile01-db9623,amd,athlon-xp,benchmark-result,2002,northwood-vs-willamette,bogus comparison,high,benchmarking,5,"Athlon XP 2000+ matched against old Willamette P4 that no one was buying while significantly faster Northwood was available at same clock speed"
OBS-016,amd-profile01-db9623,amd,athlon-xp,market-data,2002,workload-characterization,equal thirds model,high,document-review,2,"AMD workload characterization assumes usage model in three equal parts: one-third Office Productivity one-third Content Creation one-third 3D Gaming"
OBS-017,amd-profile01-db9623,amd,athlon-xp,strategy-classification,2001,true-performance-initiative,announced,high,document-review,6,"AMD announced True Performance Initiative (TPI) in October 2001 as strategic effort to develop new means of rating processor performance beyond GHz equivalency"
OBS-018,amd-profile01-db9623,aberdeen-group,,expert-opinion,2002,methodology-assessment,fundamentally flawed,high,industry-analysis,6,"Aberdeen in serious disagreement with AMD over basic methodology believing it fundamentally flawed in measuring processor apples and I/Oranges using arguable workload mix"
OBS-019,amd-profile01-db9623,aberdeen-group,,expert-opinion,2002,industry-skepticism,increasing,medium,industry-analysis,6,"Close reading of PC trade press and performance web sites shows increasing skepticism toward GHz equivalency; Aberdeen would not be surprised to see press turn surly"
OBS-020,amd-profile01-db9623,aberdeen-group,spec-cpu-2000,expert-opinion,2002,benchmark-recommendation,SPECcpu 2000,medium,industry-analysis,6,"Aberdeen recommends AMD examine SPECcpu 2000 as more appropriate processor benchmark before going too far down the True Performance Initiative road"
OBS-021,amd-profile01-db9623,arthur-andersen,athlon-xp,technology-assessment,2002,audit-methodology,AICPA attestation standards,high,document-review,2,"Arthur Andersen audited AMD benchmark methodology using AICPA attestation standards; Media Player bug fix found after audit yet improved numbers still used"
OBS-022,amd-profile01-db9623,amd,athlon-xp,viability-prediction,2002,marketing-price-prediction,will pay in 2002,high,industry-analysis,1,"Aberdeen predicts AMD will undoubtedly pay a marketing price in 2002 for bad science that confused market and must soon retreat from GHz equivalency"
OBS-023,amd-profile01-db9623,amd,athlon-xp,viability-prediction,2002,model-number-overhaul,required before year end,high,industry-analysis,6,"Aberdeen doubts 2002 will pass without new performance measurement methodology from AMD requiring wholesale readjustment in model numbers past present and future"
OBS-024,amd-profile01-db9623,amd,athlon-xp,viability-prediction,2002,tpi-stalling,appears marketing ploy,medium,industry-analysis,6,"TPI progress needs to be announced soon or initiative will appear to be marketing ploy; TPI has sunk beneath wave of performance-equivalency press releases"
OBS-025,amd-profile01-db9623,amd,athlon-xp,market-data,2002,european-misrepresentation,model numbers reported as actual GHz,medium,document-review,6,"European advertisements and web sites reporting GHz-equivalent AMD model numbers as actual GHz ratings; deceptive at best and downright illegal at worst"
OBS-026,amd-profile01-db9623,amd,athlon-xp,viability-prediction,2002,equivalency-degradation,worsening over time,high,industry-analysis,1,"Equivalency comparisons will only get worse over time as benchmarks operating systems and applications evolve; distinct Pinocchio factor that will grow"
OBS-027,amd-profile01-db9623,aberdeen-group,athlon-xp,expert-opinion,2002,amd-product-quality,efficient without hokey equivalency,medium,industry-analysis,6,"AMD processors are quite efficient for lots of applications and do not need steroids of hokey equivalency to deserve market respect"
OBS-028,amd-profile01-db9623,amd,athlon-xp,technology-assessment,2002,ghz-as-metric,meaningless indicator,high,industry-analysis,1,"GHz alone is meaningless indicator of performance; only measures how often processor clock ticks and says nothing about how much work gets done per tick"
OBS-029,amd-profile01-db9623,amd,athlon-xp,strategy-classification,2002,cynical-strategy-interpretation,feinting on GHz while hoping for up-clocking,medium,industry-analysis,6,"Some cynics believe AMD real strategy is feinting one way by arguing GHz meaningless while hoping market will conflate model numbers with actual GHz"
OBS-030,amd-profile01-db9623,amd,athlon-xp,market-data,2002,model-number-lineup,1500+ to 2000+ range,high,document-review,2,"AMD Athlon XP model numbers: 1500+ at 1.33GHz 1600+ at 1.4GHz 1700+ at 1.47GHz 1800+ at 1.53GHz 2000+ at 1.667GHz actual clock speeds"
OBS-031,amd-profile01-db9623,arthur-andersen,,actual-outcome,2002,firm-dissolution,dissolved,verified,document-review,,"Arthur Andersen dissolved in 2002 following Enron scandal undermining credibility of their attestation of AMD benchmark methodology"
OBS-032,amd-profile01-db9623,amd,athlon-xp,actual-outcome,2003,ghz-equivalency-abandoned,abandoned,verified,document-review,,"AMD abandoned GHz equivalency when launching Athlon 64 in September 2003 using model numbers without explicit GHz equivalency claims vindicating Aberdeen predictions"
OBS-033,amd-profile01-db9623,amd,,actual-outcome,2006,industry-ghz-shift,industry moved beyond GHz,verified,industry-analysis,,"Entire industry eventually moved beyond GHz as primary marketing metric during multi-core era validating Aberdeen fundamental point that clock speed is poor performance indicator"
OBS-034,amd-profile01-db9623,amd,,actual-outcome,2017,zen-architecture-success,major competitor,verified,industry-analysis,,"AMD adopted Zen architecture and became major competitor to Intel validating that AMD products were strong enough without misleading GHz equivalency marketing"
OBS-035,amd-profile01-db9623,amd,winstone-2001,framework-factor,2002,benchmark-evolution,inherent instability,high,document-review,4,"Ziff Davis Winstone 2001 replaced with Winstone 2002 during analysis period; freezing benchmark suites unrealistic but updating them changes equivalency metric"
OBS-036,amd-profile01-db9623,aberdeen-group,,strategy-classification,2002,benchmark-transparency-assessment,benchmarketing critique,high,industry-analysis,3,"AMD stated purpose was providing scientific basis for what would otherwise be benchmarketing; Aberdeen argued AMD failed at their own stated goal of scientific rigor"
