"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"caunic-ltr98-80140d.001","caunic-ltr98-80140d","computer-associates","unicenter","","","","","high","ingest-extraction","","","Aberdeen assessment of CA Unicenter positioning",""
"caunic-ltr98-80140d.002","caunic-ltr98-80140d","ibm-tivoli","ibm-tivoli","","","","","medium","ingest-extraction","","","Skepticism about Tivoli longevity in IBM portfolio",""
"caunic-ltr98-80140d.003","caunic-ltr98-80140d","ibm-tivoli","ibm-tivoli","","","","","medium","ingest-extraction","","","Actual outcome of Tivoli prediction",""
"caunic-ltr98-80140d.004","caunic-ltr98-80140d","ibm","unicenter","","","","","high","ingest-extraction","","","Public competitive attack by IBM CEO",""
"caunic-ltr98-80140d.005","caunic-ltr98-80140d","computer-associates","unicenter","","","","","high","ingest-extraction","","","Marketing positioning recommendation",""
"caunic-ltr98-80140d.006","caunic-ltr98-80140d","computer-associates","unicenter","","","","","high","ingest-extraction","","","ISV integration strategy recommendation",""
"caunic-ltr98-80140d.007","caunic-ltr98-80140d","computer-associates","unicenter","","","","","high","ingest-extraction","","","Outsourcing trend observation and recommendation",""
"caunic-ltr98-80140d.008","caunic-ltr98-80140d","computer-associates","unicenter","","","","","high","ingest-extraction","","","Managed services model recommendation",""
"caunic-ltr98-80140d.009","caunic-ltr98-80140d","computer-associates","jasmine-oodbms","","","","","high","ingest-extraction","","","Jasmine market positioning analysis",""
"caunic-ltr98-80140d.010","caunic-ltr98-80140d","computer-associates","jasmine-oodbms","","","","","medium","ingest-extraction","","","Jasmine actual market outcome",""
"caunic-ltr98-80140d.011","caunic-ltr98-80140d","computer-associates","jasmine-oodbms","","","","","high","ingest-extraction","","","Orchid/Java ADE strategy recommendation",""
"caunic-ltr98-80140d.012","caunic-ltr98-80140d","computer-associates","jade-ade","","","","","high","ingest-extraction","","","Jade product positioning advice",""
"caunic-ltr98-80140d.013","caunic-ltr98-80140d","computer-associates","jasmine-oodbms","","","","","high","ingest-extraction","","","Component/ISV ecosystem requirement",""
"caunic-ltr98-80140d.014","caunic-ltr98-80140d","computer-associates","","","","","","high","ingest-extraction","","","Channel strategy recommendation",""
"caunic-ltr98-80140d.015","caunic-ltr98-80140d","computer-associates","unicenter","","","","","high","ingest-extraction","","","ISV pull-through sales model assessment",""
"caunic-ltr98-80140d.016","caunic-ltr98-80140d","computer-associates","unicenter","","","","","high","ingest-extraction","","","IoT/embedded systems management opportunity identified",""
"caunic-ltr98-80140d.017","caunic-ltr98-80140d","computer-associates","unicenter","","","","","high","ingest-extraction","","","Competitive positioning gap assessment",""
"caunic-ltr98-80140d.018","caunic-ltr98-80140d","computer-associates","jasmine-oodbms","","","","","high","ingest-extraction","","","Web strategy for Jasmine",""
