"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"data-mining","Service-Oriented Architecture (SOA)","software-architecture","open-standard","2000s","emerging","evolved","soa-aon-webinar-022206a-125e6b","Core subject of study; 92% of companies at or below 25% adoption in 2006; evolved into microservices and cloud-native architecture"
"windows-nt","Web Services","integration-protocol","open-standard","2000s","emerging","active","soa-aon-webinar-022206a-125e6b","Delivery mechanism for SOA; referenced as key reuse enabler; standards-based interoperability layer"
"corba-common-object-request-broker-architecture","Enterprise Application Integration (EAI)","middleware","various","1990s-2000s","mature","legacy","soa-aon-webinar-022206a-125e6b","Listed among enterprise integration technologies; hub-and-spoke middleware pattern; being superseded by SOA/ESB approaches"
"metadata-management","Extract-Transform-Load (ETL)","data-integration","various","1990s-present","mature","active","soa-aon-webinar-022206a-125e6b","Listed among enterprise integration technologies; data movement and transformation; still active in modern data pipelines"
"massively-parallel-processing","Business-to-Business Integration (B2BI)","integration-protocol","various","1990s-2000s","mature","evolved","soa-aon-webinar-022206a-125e6b","Listed among enterprise integration technologies; inter-company data exchange; evolved into API-based B2B integration"
"sun-ultrasparc","Enterprise Information Integration (EII)","middleware","various","2000s","emerging","legacy","soa-aon-webinar-022206a-125e6b","Listed among enterprise integration technologies; virtual data integration layer; evolved into data virtualization"
"db2","XML","data-format","W3C","1990s-present","mainstream","active","soa-aon-webinar-022206a-125e6b","Referenced as basis for network content routing and web services messaging; foundation data format for SOA"
"predictive-analytics","CORBA","middleware","OMG","1990s","declining","obsolete","soa-aon-webinar-022206a-125e6b","Listed among enterprise integration technologies; Common Object Request Broker Architecture; being replaced by web services/SOA"
"business-intelligence","Enterprise Service Bus (ESB)","middleware","various","2000s","emerging","legacy","soa-aon-webinar-022206a-125e6b","Referenced in related research (ESB in the Land of SOA); messaging backbone for SOA implementations; largely replaced by API gateways and service mesh"
"groupware","RFID","edge-device","various","2000s-present","emerging","active","soa-aon-webinar-022206a-125e6b","Referenced in Q3 2006 edge computing research; smart device driving data volumes and complexity at the edge"
"digital-unix-tru64","SOAP","web-services-protocol","W3C","2000s","mainstream","declining","soa-aon-webinar-022206a-125e6b","Implied as underlying web services protocol for SOA implementations; XML-based messaging protocol; largely supplanted by REST/JSON"
"openvms","WSDL","web-services-standard","W3C","2000s","mainstream","declining","soa-aon-webinar-022206a-125e6b","Implied as service description standard for SOA web services; Web Services Description Language; declining with shift to REST/OpenAPI"
"microsoft-backoffice","Business Intelligence","analytics-software","various","1990s-present","mature","evolved","soa-aon-webinar-022206a-125e6b","Referenced as data warehousing and business intelligence integration area; Real-Time Business Intelligence (RTBI) cited as theme; evolved to modern BI/analytics platforms"
