entity_id,entity_name,entity_type,sector,status,successor,years_active,study_id,notes
aberdeen-group,Aberdeen Group,firm,Market Research / IT Consulting,acquired,Aberdeen/Harte-Hanks,1988-present,07-pools-of-storage-functional-spec-597fa5,Internal use only document — Aberdeen authoring organization
peter-kastner,Peter S. Kastner,person,IT Market Research,active,[none],1988-present,07-pools-of-storage-functional-spec-597fa5,Executive sponsor responsible for overall quality and delivery of program; provides content for tool
stan-elbaum,Stan Elbaum,person,Market Research / IT Consulting,[DEFERRED],,2000s,07-pools-of-storage-functional-spec-597fa5,Executive sponsor responsible for overall quality of PoS tool; responsible for business and financial logic in tool
david-hill,David Hill,person,Market Research / IT Consulting,[DEFERRED],,2000s,07-pools-of-storage-functional-spec-597fa5,Analyst; provides content for tool; reviews tool for Maxtor strategy and lexicon alignment
john-boyne,John Boyne,person,Market Research / IT Consulting,[DEFERRED],,2000s,07-pools-of-storage-functional-spec-597fa5,Project Manager for entire Pools of Storage Executive Evangelism Program
jay-erikson,Jay Erikson,person,Software Development,[DEFERRED],,2000s,07-pools-of-storage-functional-spec-597fa5,Developer at Aberdeen Fort Collins CO; primary document author; develops application logic and data structure for PoS tool; contact 970-232-7008
michael-beganny,Michael Beganny,person,Software Development,[DEFERRED],,2000s,07-pools-of-storage-functional-spec-597fa5,Developer; develops web pages and integration of design and application logic
john-mclaughlin,John McLaughlin,person,Design / UX,[DEFERRED],,2000s,07-pools-of-storage-functional-spec-597fa5,Designer; designs user interface with Maxtor brand and general usability standards
kerri-conrad,Kerri Conrad,person,Market Research / IT Consulting,[DEFERRED],,2000s,07-pools-of-storage-functional-spec-597fa5,Reviewer; reviews for information architecture and usability design standards; reviews for Maxtor strategy and lexicon alignment
beth-conant,Beth Conant,person,Market Research / IT Consulting,[DEFERRED],,2000s,07-pools-of-storage-functional-spec-597fa5,Reviewer; edits maturity grids action items and storage recommendations
maxtor,Maxtor Corporation,company,Hard Disk Drive Manufacturing,[DEFERRED],[DEFERRED],1982-2006,07-pools-of-storage-functional-spec-597fa5,Client for whom tool is built; Maxtor branding (colors fonts logos) required; 'Powered by Aberdeen' logo on interface; under no circumstances to receive this document
