"code_id","code_type","label","definition"
"strategy-classification","observation_type","Strategy Classification","Classification of an entity's strategic approach or positioning"
"viability-prediction","observation_type","Viability Prediction","Prediction about an entity's or technology's future viability or survival"
"actual-outcome","observation_type","Actual Outcome","Documented actual outcome post-publication verified via research"
"technology-assessment","limitations","Technology Assessment","Assessment of a technology's capabilities"
"benchmark-result","observation_type","Benchmark Result","Quantitative or qualitative performance benchmark result"
"framework-factor","observation_type","Framework Factor","A factor within an analytical framework"
"market-data","share","Market Data","Market size"
"expert-opinion","observation_type","Expert Opinion","Analyst or expert subjective opinion or recommendation"
"high","IS-reported","High Confidence","High confidence in the data point (primary source"
"medium","secondary source)","Medium Confidence","Medium confidence (analyst inference"
"low","unverified)","Low Confidence","Low confidence (speculative"
"ANALYST-JUDGMENT","methodology_code","Analyst Judgment","Methodology: Aberdeen Group analyst assessment"
"IS-REPORTED","methodology_code","IS Reported","Methodology: Data reported by IS staff in on-site interviews"
"COMPANY-REPORTED","methodology_code","Company Reported","Methodology: Data reported by company management"
"VERIFIED","methodology_code","Verified","Methodology: Verified via post-publication research"
