"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"ENT-S5-001","Digital Equipment Corporation (DEC)","Vendor","Computing Hardware","Acquired","Compaq (1998); HP (2002)","1957–1998","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca","Acquired by Compaq for $9.6B in June 1998. NonStop VLDB product discontinued."
"ENT-S5-002","SCH Technologies","Software Partner","Backup Software","Unknown","Possibly absorbed","1990s","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca","Backup software partner tested with NonStop VLDB. Limited public information available."
"ENT-S5-003","Open Vision Technologies","Software Partner","Backup Software","Acquired","Symantec (1999)","1992–1999","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca","Backup software vendor; tested with NonStop VLDB. Acquired by Symantec in 1999; product became Symantec NetBackup."
"ENT-S5-004","Spectralogic Corporation","Hardware Partner","Tape Library","Active","Continues","1984–present","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca","Tape library manufacturer; partner for NonStop VLDB. Spectralogic remains active as enterprise tape library vendor."
"ENT-S5-005","Cheyenne Software","Software Partner","Backup Software","Acquired","Computer Associates / CA Technologies (1996)","1983–1996","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca","Backup software vendor (ARCserve); acquired by Computer Associates (CA) in 1996 for $1.2B. Tested with NonStop VLDB after CA acquisition."
"legato-systems","Legato Systems","Software Partner","Backup Software","Acquired","EMC (2003)","1988–2003","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca","NetWorker backup software vendor tested with NonStop VLDB. Acquired by EMC Corporation in 2003 for $1.3B. NetWorker product continues under Dell EMC / Dell Technologies."
"oracle-corporation","Oracle Corporation","RDBMS Partner","Enterprise Software","Active","Continues","1977–present","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca","Oracle RDBMS compatible with NonStop VLDB. Oracle remains dominant enterprise database vendor."
"informix-software","Informix Software","RDBMS Partner","Enterprise Software","Acquired","IBM (2001)","1981–2001","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca","RDBMS tested with NonStop VLDB. IBM acquired Informix in 2001 for $1B; Informix brand continues as IBM Informix."
"ENT-S5-009","Sybase Inc.","RDBMS Partner","Enterprise Software","Acquired","SAP (2010)","1984–2010","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca","RDBMS tested with NonStop VLDB. SAP acquired Sybase in 2010 for $5.8B; ASE product continues as SAP ASE."
"peoplesoft-inc","SAP AG","Application Partner","Enterprise Software","Active","Continues","1972–present","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca","SAP R/3 tested with NonStop VLDB; backup results in 400-750 GB/hour range. SAP remains global enterprise software leader."
"silicon-graphics-inc-sgi","Silicon Graphics Inc. (SGI)","Competitor","Computing Hardware","Defunct","Rackable Systems (2009); HPE (2016)","1982–2009","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca","Predicted by Aberdeen as first competitor to enter fast backup/restore space after Digital. SGI went bankrupt 2006/2009; never meaningfully challenged Digital in backup/restore."
"hewlett-packard","Hewlett-Packard","Competitor","Computing Hardware","Active (HPE)","HPE (2015)","1939–present","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca","Predicted by Aberdeen as early fast backup/restore market entrant. HP/HPE's StorageWorks product line evolved in backup; HP acquired Compaq (and thus DEC) in 2002."
"sun-microsystems","Sun Microsystems","Competitor","Computing Hardware","Acquired","Oracle (2010)","1982–2010","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca","Predicted by Aberdeen as early fast backup/restore market entrant. Sun's StorEdge backup products evolved; Oracle acquired Sun 2010."
