"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"2003-dell-dives-deeper-d35985-OBS-001","2003-dell-dives-deeper-d35985","dell","","market-data","2002","Dell annual sales","$35.4 billion","high","ingest-extraction","industry-analysis","","Dell fiscal year 2003 ending January 2003."
"2003-dell-dives-deeper-d35985-OBS-002","2003-dell-dives-deeper-d35985","dell","","market-data","2003","Dell rank","world's third largest computer company, also fastest growing","high","ingest-extraction","industry-analysis","",""
"2003-dell-dives-deeper-d35985-OBS-003","2003-dell-dives-deeper-d35985","dell","oracle-9i","market-data","2003","Oracle installations on Dell","more than 22,000","medium","ingest-extraction","industry-analysis","",""
"2003-dell-dives-deeper-d35985-OBS-004","2003-dell-dives-deeper-d35985","dell","dell-emc-cx200","market-data","2003","New Dell|EMC storage customers since Oct 2001","2,500 with petabytes of storage","medium","ingest-extraction","industry-analysis","","Partnership had 'fastest ramp in EMC's history' per Aberdeen."
"2003-dell-dives-deeper-d35985-OBS-005","2003-dell-dives-deeper-d35985","","","benchmark","2002","TCO advantage, Intel+Windows 2000 vs Unix overall","46%","medium","ingest-extraction","benchmarking","","Aberdeen TCO study completed a year before the column."
"2003-dell-dives-deeper-d35985-OBS-006","2003-dell-dives-deeper-d35985","","","benchmark","2002","TCO advantage, Intel+Windows 2000 vs Unix, 2-way servers","70%","medium","ingest-extraction","benchmarking","","Sub-segment of the TCO study."
"2003-dell-dives-deeper-d35985-OBS-007","2003-dell-dives-deeper-d35985","dell","linux","market-data","2003","Linux on Intel 32-bit microprocessors","95%","medium","ingest-extraction","industry-analysis","","Kastner argues this favors Dell's Linux efforts."
"2003-dell-dives-deeper-d35985-OBS-008","2003-dell-dives-deeper-d35985","dell","","viability-prediction","2004","Dell market share direction","expected to gain share in OLTP, messaging, data warehouse, and file/print markets","medium","ingest-extraction","expert-opinion","","Confidence not verified; flagged for review"
"2003-dell-dives-deeper-d35985-OBS-009","2003-dell-dives-deeper-d35985","dell","","actual-outcome","2005","Dell market share direction","Dell's server market share grew from approximately 9.4% in 2004 to 10.3% revenue share (and 23.3% unit shipment share) in 2005, showing continued growth in the data warehouse, OLTP, and messaging segments. IDC data confirms Dell grew server revenue 13.3% year-over-year in 2005 while the market grew 4.4%.","partially-verified","ingest-extraction","industry-analysis","","Deferred. | Dell's market share direction was upward in 2004-2005, consistent with 'dives deeper' narrative. Revenue share reached 10.3% and unit share 23.3% by end-2005. Source: https://www.zdnet.com/article/worldwide-server-sales-in-2005-ibm-32-9-hp-27-7-dell-10-3/"
"2003-dell-dives-deeper-d35985-OBS-010","2003-dell-dives-deeper-d35985","dell","","qualitative-assessment","2003","Dell trust ranking","fourth most trusted company in the U.S. per Fortune survey","high","ingest-extraction","industry-analysis","","Third-party survey citation."
"2003-dell-dives-deeper-d35985-OBS-011","2003-dell-dives-deeper-d35985","dell","dell-emc-cx200","strategic-imperative","2003","Dell CX200 manufacturing localization","manufactured in U.S., Ireland, and Malaysia","high","ingest-extraction","industry-analysis","","Announced day-of column publication."
"2003-dell-dives-deeper-d35985-OBS-012","2003-dell-dives-deeper-d35985","dell","oracle-9i","strategic-imperative","2003","Oracle on Dell expansion","reseller program extended from U.S. to Europe and Asia","high","ingest-extraction","industry-analysis","",""
"2003-dell-dives-deeper-d35985-OBS-013","2003-dell-dives-deeper-d35985","","","framework-claim","2003","Core thesis","Dell is at the spearhead of a major market sea change toward standards-based computing","medium","ingest-extraction","expert-opinion","","Thesis statement of the column."
