"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"intel-915-chipset","Intel 915 Express / Grantsdale chipset","chip","Intel Corporation","2004-2008","new","legacy-supplanted","technology-news-hardware-intel-ships-gra-47f656","Intel desktop chipset for LGA775 Pentium 4 / Celeron D (Jun 2004); integrated GMA 900 graphics, DDR2, PCI Express, HD Audio, ICH6 I/O; paired with Grantsdale-P (915P) and Alderwood (925X)"
"intel-925-chipset","Intel 925X Express / Alderwood chipset","chip","Intel Corporation","2004-2007","new","legacy-supplanted","technology-news-hardware-intel-ships-gra-47f656","Intel high-end desktop chipset for LGA775 Pentium 4 EE (Jun 2004); no integrated graphics; performance overclocking headroom; partner to Grantsdale"
"pci-express","PCI Express (PCIe) bus","platform","PCI-SIG","2003-present","new","active","technology-news-hardware-intel-ships-gra-47f656","Serial high-speed expansion bus specification; replaced PCI / AGP; 2.5 GT/s Gen1 (2003), 5.0 Gen2 (2007); now at Gen6/Gen7; pervasive from 2005"
"graphics-pcie-x16","PCI Express x16 graphics slot","platform","PCI-SIG/industry","2004-present","new","active","technology-news-hardware-intel-ships-gra-47f656","x16 PCIe slot replacing AGP for PC graphics; introduced with Intel Grantsdale 2004; standard graphics interface since"
"ddr2-sdram","DDR2 SDRAM memory","chip","JEDEC","2003-2010","new","legacy-supplanted","technology-news-hardware-intel-ships-gra-47f656","JEDEC Double Data Rate 2 synchronous DRAM standard; 400-1066 MT/s; 1.8V; mainstream 2005-2008; replaced by DDR3 2007+"
"intel-hd-audio","Intel High Definition Audio (Azalia)","platform","Intel Corporation","2004-present","new","active","technology-news-hardware-intel-ships-gra-47f656","Intel codec specification for PC audio; released with Grantsdale 2004; 7.1-channel, 32-bit/192 kHz; replaced AC'97; still used in modern PCs"
"intel-pentium-4","Intel Pentium 4 processor","chip","Intel Corporation","2000-2008","mature","legacy-supplanted","technology-news-hardware-intel-ships-gra-47f656","NetBurst microarchitecture CPU; high clock speeds 1.4-3.8 GHz; last of the Pentium brand before Core 2 Duo (2006)"
"windows-xp-sp2","Microsoft Windows XP Service Pack 2","operating-system","Microsoft","2004-2014","new","end-of-life","technology-news-hardware-intel-ships-gra-47f656","Major XP service pack Aug 2004; added Windows Security Center, firewall on by default, NX bit / DEP, Bluetooth stack; fundamental XP security overhaul"
"media-center-pc","Windows Media Center PC","platform","Microsoft/industry","2002-2009","new","legacy-supplanted","technology-news-hardware-intel-ships-gra-47f656","Microsoft Windows XP Media Center Edition / Vista/7 Media Center; living-room PC for TV, DVR, music; displaced by streaming services and smart TVs"
"raid-storage","RAID (Redundant Array of Independent Disks)","platform","industry","1987-present","mature","active","technology-news-hardware-intel-ships-gra-47f656","Multi-disk redundancy/performance schemes; levels 0/1/5/6/10; hardware and software implementations; ubiquitous in server storage"
