"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"10-maxtor-workshop-02-09-eod-53f22b-OBS-001","10-maxtor-workshop-02-09-eod-53f22b","aberdeen-group","","organizational","2004","Aberdeen team composition at workshop","Kastner (VP Tech); Hill (VP Storage Research); Bunting (VP Sales); Elbaum (VP Strategic Solutions); Boyne (Director Client Engagements)","high","ingest-extraction","document-review","Introductions slide","Five-person Aberdeen team",""
"10-maxtor-workshop-02-09-eod-53f22b-OBS-002","10-maxtor-workshop-02-09-eod-53f22b","aberdeen-group","","organizational","2004","Peter Kastner background","Aberdeen founder 1988; Chief Research Officer; prior 10 years at DEC Stratus and Prime; 10 years systems integration","high","ingest-extraction","document-review","Who's on Aberdeen Team slide","",""
"10-maxtor-workshop-02-09-eod-53f22b-OBS-003","10-maxtor-workshop-02-09-eod-53f22b","david-hill","","organizational","2004","David Hill background","35+ years IT experience; ran Data General's IT corporate data center; ran EMC market research organization","high","ingest-extraction","document-review","Who's on Aberdeen Team slide","",""
"10-maxtor-workshop-02-09-eod-53f22b-OBS-004","10-maxtor-workshop-02-09-eod-53f22b","aberdeen-group","","market-position","2004","Aberdeen credentials","15 years IT market research; deep knowledge of IT buying factors; value-chain approach to business value; experience in category creation","high","ingest-extraction","document-review","Who is Aberdeen Group slide","",""
"10-maxtor-workshop-02-09-eod-53f22b-OBS-005","10-maxtor-workshop-02-09-eod-53f22b","maxtor","","project-timeline","2004","Phase 1 completion","Phase 1 completed Jul-03: survey storage buyers; white paper on emerging midline opportunity; sales force training materials","high","ingest-extraction","document-review","Proposed Midline Category Creation Program slide","",""
"10-maxtor-workshop-02-09-eod-53f22b-OBS-006","10-maxtor-workshop-02-09-eod-53f22b","maxtor","","project-timeline","2004","Phase 2 current activities","Jan 2004 trial messaging survey; Feb 13 workshop; Feb 2004 call-to-action white paper; Feb 2004 business case tools; Feb-Mar 2004 evangelization road show","high","ingest-extraction","document-review","Proposed Midline Category Creation Program slide","",""
"10-maxtor-workshop-02-09-eod-53f22b-OBS-007","10-maxtor-workshop-02-09-eod-53f22b","maxtor","ilm","viability-prediction","2004","ILM as decade-defining battle","ILM will come to be the big storage-related mindshare and market battle of the decade","partially-verified","outcome-linkage","expert-opinion","Aberdeen POV ILM slide","Aberdeen prediction from 2004",""
"10-maxtor-workshop-02-09-eod-53f22b-OBS-008","10-maxtor-workshop-02-09-eod-53f22b","","ilm","actual-outcome","2004","ILM as decade-defining battle","[UNVERIFIED]","partially-verified","cross-reference","web-verification","N/A","ILM did generate major vendor mindshare battle through 2010; outcome partially confirmed",""
"10-maxtor-workshop-02-09-eod-53f22b-OBS-009","10-maxtor-workshop-02-09-eod-53f22b","","ilm","viability-prediction","2004","ILM timeframe","ILM is a next-decade initiative; no single vendor can deliver on ILM vision anytime soon","partially-verified","outcome-linkage","expert-opinion","2004 ILM Challenges slide","Accurate prediction of ILM complexity timeline",""
"10-maxtor-workshop-02-09-eod-53f22b-OBS-010","10-maxtor-workshop-02-09-eod-53f22b","","pools-of-storage","market-assessment","2004","Pools of Storage strategy rationale","Unlike ILM software, Pools of Storage can be implemented now; has value proposition beyond TCO/ROI","high","ingest-extraction","expert-opinion","Aberdeen Recommended Approach to ILM slide","Tactical vs strategic distinction",""
"10-maxtor-workshop-02-09-eod-53f22b-OBS-011","10-maxtor-workshop-02-09-eod-53f22b","","ilm","survey-data","2004","ILM adoption survey","Only 15% have done ILM program now; 41% will consider in future; 33% have not considered; 11% don't know","high","ingest-extraction","quantitative-survey","What the Market is Saying slide","Survey data on ILM adoption",""
"10-maxtor-workshop-02-09-eod-53f22b-OBS-012","10-maxtor-workshop-02-09-eod-53f22b","","pools-of-storage","survey-data","2004","Pools of Storage familiarity","36% familiar; 50% somewhat familiar; only 15% little or not familiar","high","ingest-extraction","quantitative-survey","What the Market is Saying slide","Strong awareness baseline",""
"10-maxtor-workshop-02-09-eod-53f22b-OBS-013","10-maxtor-workshop-02-09-eod-53f22b","","pools-of-storage","survey-data","2004","Pools of Storage 2004 implementation intent","Only 19% very likely to implement in 2004; 43% somewhat likely; 38% unlikely","high","ingest-extraction","quantitative-survey","What the Market is Saying slide","Gap between awareness and adoption",""
"10-maxtor-workshop-02-09-eod-53f22b-OBS-014","10-maxtor-workshop-02-09-eod-53f22b","","midline-storage","competitive-threat","2004","Credible threats to midline category","SCSI drives increasing capacity to near midline; PC ATA drives in RAID offering comparable availability at lower cost","high","ingest-extraction","expert-opinion","Credible Threat Scenarios slide","Two identified substitute threats",""
"10-maxtor-workshop-02-09-eod-53f22b-OBS-015","10-maxtor-workshop-02-09-eod-53f22b","seagate","midline-storage","competitive-assessment","2004","Seagate midline stance","Seagate will deny existence of midline because midline would threaten its hegemony in FC disk","high","ingest-extraction","expert-opinion","There are No Categories of One slide","Competitive threat analysis",""
"10-maxtor-workshop-02-09-eod-53f22b-OBS-016","10-maxtor-workshop-02-09-eod-53f22b","hitachi-global-storage-technologies","midline-storage","competitive-assessment","2004","Hitachi midline stance","Hitachi has IBM heritage bringing technical respect but too many diverse interests to focus on midline","high","ingest-extraction","expert-opinion","There are No Categories of One slide","",""
"10-maxtor-workshop-02-09-eod-53f22b-OBS-017","10-maxtor-workshop-02-09-eod-53f22b","western-digital","midline-storage","strategic-recommendation","2004","WD as recommended category co-creator","WD should be positioned as midline competitor; already refers to Raptor as Enterprise Serial ATA; press doesn't need to understand subtleties","high","ingest-extraction","expert-opinion","There are No Categories of One slide","Strategic recommendation to position WD as competitor",""
"10-maxtor-workshop-02-09-eod-53f22b-OBS-018","10-maxtor-workshop-02-09-eod-53f22b","maxtor","midline-storage","market-definition","2004","Midline formal definition","Midline storage includes enterprise-class high-capacity ATA disks that bridge the gap between high-use high-performance FC/SCSI disk arrays and magnetic tape storage","high","ingest-extraction","document-review","Midline Definition slide","Official Aberdeen/Maxtor definition",""
