code_id,code_type,label,definition
strategy-classification,observation_type,Strategy Classification,Categorization of an entity's business strategy
viability-prediction,observation_type,Viability Prediction,Expert prediction of entity's long-term survival
actual-outcome,observation_type,Actual Outcome,Verified historical outcome for an entity
technology-assessment,observation_type,Technology Assessment,Evaluation of a technology's maturity or fitness
benchmark-result,observation_type,Benchmark Result,Quantitative comparison against peers or standards
framework-factor,observation_type,Framework Factor,One component of a multi-factor analytical framework
market-data,observation_type,Market Data,Quantitative market statistic
expert-opinion,observation_type,Expert Opinion,Qualitative professional judgment
personal-recollection,observation_type,Personal Recollection,First-person memory or anecdote from Kastner
ai-exchange,observation_type,AI Exchange,A question posed by Kastner and the AI response extracted as a structured observation
topic-insight,observation_type,Topic Insight,An analytical claim or framework point within a technology topic deep-dive
industry-analysis,methodology,Industry Analysis,Systematic analysis of industry structure and dynamics
competitive-profiling,methodology,Competitive Profiling,Detailed comparison of competing entities
benchmarking,methodology,Benchmarking,Comparison against industry standards or peers
field-research,methodology,Field Research,Primary data collection via interviews or surveys
document-review,methodology,Document Review,Analysis of existing documents and records
statistical-analysis,methodology,Statistical Analysis,Quantitative data analysis with statistical methods
oral-history,methodology,Oral History,First-person spoken or written recollection of events
ai-dialog,methodology,AI Dialog,Question-and-answer exchange between a human and an AI system
high,confidence,High Confidence,Strong evidentiary basis; multiple corroborating sources
medium,confidence,Medium Confidence,Reasonable basis but limited corroboration
low,confidence,Low Confidence,Directional judgment with limited evidence
verified,confidence,Verified,Confirmed by subsequent events or independent sources
organizational,observation_type,Organizational,Study-specific code: organizational
market-position,observation_type,Market Position,Study-specific code: market-position
project-timeline,observation_type,Project Timeline,Study-specific code: project-timeline
web-verification,methodology,Web Verification,Study-specific code: web-verification
market-assessment,observation_type,Market Assessment,Study-specific code: market-assessment
survey-data,observation_type,Survey Data,Study-specific code: survey-data
quantitative-survey,methodology,Quantitative Survey,Study-specific code: quantitative-survey
competitive-threat,observation_type,Competitive Threat,Study-specific code: competitive-threat
competitive-assessment,observation_type,Competitive Assessment,Study-specific code: competitive-assessment
strategic-recommendation,observation_type,Strategic Recommendation,Study-specific code: strategic-recommendation
market-definition,observation_type,Market Definition,Study-specific code: market-definition
category-creation-methodology,observation_type,Category Creation Methodology,Study-specific code: category-creation-methodology
category-definition,observation_type,Category Definition,Study-specific code: category-definition
influencer-strategy,observation_type,Influencer Strategy,Study-specific code: influencer-strategy
category-creation-strategy,observation_type,Category Creation Strategy,Study-specific code: category-creation-strategy
strategic-framework,observation_type,Strategic Framework,Study-specific code: strategic-framework
competitive-analysis,observation_type,Competitive Analysis,Study-specific code: competitive-analysis
strategic-framing,observation_type,Strategic Framing,Study-specific code: strategic-framing
market-building-strategy,observation_type,Market Building Strategy,Study-specific code: market-building-strategy
