"code_id","code_type","label","definition"
"strategy-classification","observation_type","Strategy Classification","Categorization of an entity's business strategy"
"viability-prediction","observation_type","Viability Prediction","Expert prediction of entity's long-term survival or technology adoption trajectory"
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome for an entity or technology prediction"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity or fitness for enterprise deployment"
"benchmark-result","observation_type","Benchmark Result","Quantitative comparison against peers or standards"
"framework-factor","observation_type","Framework Factor","One component of a multi-factor analytical framework (here: the 9-dimension NT 5.0 planning framework)"
"market-data","observation_type","Market Data","Quantitative market statistic"
"expert-opinion","observation_type","Expert Opinion","Qualitative professional judgment from Aberdeen analyst or sourced from Microsoft briefings"
"industry-analysis","methodology","Industry Analysis","Systematic analysis of industry structure and dynamics"
"competitive-profiling","methodology","Competitive Profiling","Detailed comparison of competing entities or products"
"benchmarking","methodology","Benchmarking","Comparison against industry standards or peers"
"field-research","methodology","Field Research","Primary data collection via surveys and interviews"
"document-review","methodology","Document Review","Analysis of existing documents including NT 5.0 beta code and Microsoft briefing materials"
"expert-opinion","methodology","Expert Opinion","Analysis drawing on Aberdeen analyst expertise across 11 IT domains"
"statistical-analysis","methodology","Statistical Analysis","Quantitative data analysis with statistical methods"
"high","confidence","High Confidence","Strong evidentiary basis; multiple corroborating sources"
"medium","confidence","Medium Confidence","Reasonable basis but limited corroboration"
"low","confidence","Low Confidence","Directional judgment with limited evidence"
"verified","confidence","Verified","Confirmed by subsequent events or independent sources"
