"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"ia-architecture","Intel Architecture (IA) / x86","platform","Intel","1978-present","mature","{'lifecycle_current': 'active', 'notes': 'Intel Architecture (IA/x86) is the dominant computing architecture for PCs, servers, and cloud infrastructure. Continuously evolved through multiple generations.', 'source': 'General knowledge'}","2010-intel-ia-continuum-wp-1-2-fc5653","Common instruction set in Atom, Core, Xeon; backbone of IA Continuum strategy."
"atom-processor","Intel Atom Processor","hardware","Intel","2008-2010s","growing","{'lifecycle_current': 'evolved', 'notes': ""Intel Atom processor for consumer netbooks/tablets was effectively discontinued, but the Atom core architecture evolved into Intel's embedded/IoT processors (Tremont, Gracemont cores) used in current products including Alder Lake efficiency cores."", 'source': 'General knowledge / Intel product history'}","2010-intel-ia-continuum-wp-1-2-fc5653","Low-power IA processor for CE/mobile; Moorestown (2010) and Medfield (2011) iterations cited."
"core-processor","Intel Core i3/i5/i7 Processors","hardware","Intel","2006-2010s","mature","{'lifecycle_current': 'active', 'notes': ""Intel Core processor family (i3/i5/i7/i9, now Core Ultra) is Intel's primary consumer/enterprise processor line and is actively developed and sold."", 'source': 'General knowledge'}","2010-intel-ia-continuum-wp-1-2-fc5653","Desktop/notebook processors; Westmere (32nm Nehalem) Clarkdale and Arrandale cited."
"xeon-processor","Intel Xeon Processor","hardware","Intel","1998-present","mature","{'lifecycle_current': 'active', 'notes': 'Intel Xeon remains the dominant server processor family. Xeon Scalable (Sapphire Rapids, Emerald Rapids) are current. Some older generations entering EOL (Sapphire Rapids entered discontinuation Sept 2025) but platform is active.', 'source': 'https://wccftech.com/intel-announces-discontinuation-period-for-12th-generation-alder-lake-and-sapphire-rapids-scalable-cpus/'}","2010-intel-ia-continuum-wp-1-2-fc5653","Server/workstation processor; Nehalem-EX (high-end), Jasper Forest (storage) cited."
"itanium-ia64","Intel Itanium (IA-64)","hardware","Intel","2001-2010s","declining","{'lifecycle_current': 'discontinued', 'notes': 'Intel Itanium (IA-64) architecture was officially discontinued. Last Itanium 9700 series shipped in 2021. HP-UX on Itanium reached end of support. The IA-64 architecture is fully discontinued.', 'source': 'General knowledge / Intel announcements'}","2010-intel-ia-continuum-wp-1-2-fc5653","#2 architecture for mission-critical; not instruction-compatible with IA x86; RAS DNA feeds into Xeon."
"soc","Systems on a Chip (SOC)","hardware","Intel; TSMC","2009-2010s","emerging","{'lifecycle_current': 'active', 'notes': 'Systems on a Chip (SoC) is one of the fastest-growing semiconductor design paradigms. Apple Silicon (M-series), Qualcomm Snapdragon, ARM-based SoCs for mobile/embedded/automotive, and RISC-V SoCs all active.', 'source': 'General knowledge'}","2010-intel-ia-continuum-wp-1-2-fc5653","Atom-based SOCs for CE/embedded; customer-specific builds with memory, radios, I/O."
"wifi","WiFi (802.11)","standard","Various","1999-present","mature","{'lifecycle_current': 'active', 'notes': 'Wi-Fi (802.11) is fully active. Wi-Fi 7 (802.11be) is current standard. Wi-Fi Alliance actively certifying products.', 'source': 'General knowledge'}","2010-intel-ia-continuum-wp-1-2-fc5653","Intel invested hundreds of millions 2003-2005 to create WiFi infrastructure; now baseline technology."
"moblin-meego","Moblin / MeeGo Linux","platform","Intel; Nokia","2007-2011","current","{'lifecycle_current': 'discontinued', 'notes': 'Intel officially abandoned MeeGo mobile OS in September 2011, shifting to Tizen (with Samsung). Nokia dropped MeeGo for Windows Phone in early 2011. The Nokia N9 was the only consumer device shipped. MeeGo/Moblin is fully discontinued.', 'source': 'https://uk.pcmag.com/news/113098/intel-ditches-meego-mobile-os-for-html5-centric-tizen'}","2010-intel-ia-continuum-wp-1-2-fc5653","Mobile-friendly Linux merged with Nokia MeeGo; CE-oriented open-source platform."
"cloud-computing","Cloud Computing","platform","Various","2000s-2010s","emerging","{'lifecycle_current': 'active', 'notes': 'Cloud computing is the dominant infrastructure paradigm. AWS, Azure, Google Cloud all posting strong growth. Worldwide cloud market exceeds $600B annually.', 'source': 'General knowledge'}","2010-intel-ia-continuum-wp-1-2-fc5653","Big hype trend; Intel extending Xeon upward (more cores) and downward (low-watt) for cloud."
"ssd","Solid State Drives (SSD)","storage","Intel","2000s-2010s","emerging","{'lifecycle_current': 'active', 'notes': 'Solid State Drives are the dominant storage medium for performance applications. NVMe PCIe Gen 4/5 SSDs are current technology. Rapidly displacing HDDs in laptops and servers.', 'source': 'General knowledge'}","2010-intel-ia-continuum-wp-1-2-fc5653","Intel investing to lead enterprise/consumer SSD market; several times faster than HDD."
"vpro","Intel vPro Technology","platform","Intel","2006-present","growing","{'lifecycle_current': 'active', 'notes': 'Intel vPro is an actively developed enterprise platform. Latest version announced March 2026 with Intel Core Ultra Series 3, adding AI-based diagnostics, remote management via SaaS, and enhanced security features.', 'source': 'https://newsroom.intel.com/client-computing/intel-core-ultra-series-3-with-vpro-powers-next-gen-pcs-on-18a'}","2010-intel-ia-continuum-wp-1-2-fc5653","Enterprise PC management/security; Fortune 500 already using; SMB next target."
"terascale","Intel Terascale (Many-Core Research)","hardware","Intel","2007-2010","research","{'lifecycle_current': 'discontinued', 'notes': 'Intel Terascale was a research many-core architecture project (~2007-2012). It was a research initiative that produced prototypes (48-core and 80-core experimental chips) but never reached commercial production. The research contributed to Xeon Phi.', 'source': 'General knowledge / Intel research publications'}","2010-intel-ia-continuum-wp-1-2-fc5653","R&D testbed; 48-core IA chip demonstrated December 2009; each core runs own virtual OS."
"larrabee","Intel Larrabee","hardware","Intel","2009-2010","research","{'lifecycle_current': 'discontinued', 'notes': 'Intel Larrabee was cancelled as a consumer GPU product in December 2009, and the project was officially terminated as a standalone graphics product in May 2010. Technology evolved into the Xeon Phi product line for HPC.', 'source': 'https://en.wikipedia.org/wiki/Larrabee_(microarchitecture)'}","2010-intel-ia-continuum-wp-1-2-fc5653","Multi-core IA HPC/graphics project; redirected from graphics to HPC in autumn 2009."
"westmere","Intel Westmere (32nm Nehalem)","hardware","Intel","2010","new","{'lifecycle_current': 'discontinued', 'notes': 'Intel Westmere (32nm Nehalem) processor architecture reached end of sale in June 2014 (for Westmere-EP in Cisco UCS servers) with last date of support June 30, 2019. The microarchitecture generation is fully discontinued.', 'source': 'https://www.cisco.com/c/en/us/products/collateral/servers-unified-computing/ucs-b-series-blade-servers/eos-eol-notice-c51-730609.html'}","2010-intel-ia-continuum-wp-1-2-fc5653","32nm fabrication of Nehalem; Clarkdale (desktop) and Arrandale (notebook) introduced January 2010."
"virtualization","Server Virtualization","platform","Various","2000s-2010s","growing","{'lifecycle_current': 'active', 'notes': 'Server/infrastructure virtualization is active. This is a duplicate of server-virtualization in the list. Virtualization software market grew from $85.83B in 2024 to $100.19B in 2025 at 16.7% CAGR.', 'source': 'https://www.ibm.com/think/topics/virtualization'}","2010-intel-ia-continuum-wp-1-2-fc5653","Driving server consolidation; many servers historically at low utilization; refresh cycle driver."
