filename,page,sha1,size_bytes,labels_on_page
figure_001.png,5,9fb2c271e51306bfaaf829e119bfd084da522f0b,95078,1;2;3;4;5;6;7;1;4;5
figure_002.png,6,f86075f9dea2004a01597c8e1c57bbe57afd900e,270121,1
figure_003.png,7,324c7a77c73cdb079108279e93359d38a0ecc4b1,185455,1
figure_004.png,8,35f35444580daa6502ee0a7446229af903523ba2,125736,2
figure_005.png,9,343771067079f029f9975fd425ab0efba38d6638,249821,2
figure_006.png,12,0faf527b6c91472519d1ec45b80171e785691356,178960,3;4;4;1
figure_007.png,13,f4c252c552848fda702d3d6e3ecdf2e6de6320d9,235939,1
figure_008.png,14,c704b979072ae9c94024ed416e2806fb98701ce1,257825,5
figure_009.png,15,32d287f0a6f1797051386745bbfdc4705db08a9d,170555,6;7
figure_010.png,16,2dcba9fdc9b23f3bae1254713233d1d00aae3b38,283213,2
figure_011.png,18,6625fc9687fa3da482e16df9b78b45a845ae879b,236619,3
figure_012.png,19,ddf2df4b913a7063a8f1bf9fb805a7141b493681,192074,8;9
figure_013.png,26,8fd082a3252f3f9fb5ec77b6e8dbbfe50f34a1a6,276305,4;5
