"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"hp-scanjet-5500c","HP ScanJet 5500c","hardware","HP","2002-2005","new","discontinued","dct-kastner-wish-list-2002-12","Flatbed scanner with bulk photo/slide loading"
"dell-axim-x5","Dell Axim X5","platform","Dell","2002-2004","new","discontinued","dct-kastner-wish-list-2002-12","Pocket PC; Dell exited PDA market 2007"
"pocket-pc","Pocket PC","platform","Microsoft","2000-2007","mature","discontinued","dct-kastner-wish-list-2002-12","Rebranded Windows Mobile 2005, ended 2010"
"outlook-2002","Microsoft Outlook 2002","application","Microsoft","2001-2007","current","legacy-supported","dct-kastner-wish-list-2002-12","Office XP version"
"wifi-80211b","802.11b WiFi","protocol","IEEE","1999-2009","mature","legacy","dct-kastner-wish-list-2002-12","11 Mbps wireless"
"compact-flash","CompactFlash","hardware","CompactFlash Association","1994-2015","mature","legacy","dct-kastner-wish-list-2002-12","D-Link DCF-660w wireless CF adapter"
"viewsonic-nextvision-n6","ViewSonic NextVision N6","hardware","ViewSonic","2002-2005","new","discontinued","dct-kastner-wish-list-2002-12","PC-HDTV bridge device"
"gateway-profile-4-xl","Gateway Profile 4 XL","hardware","Gateway","2002-2004","new","discontinued","dct-kastner-wish-list-2002-12","All-in-one PC with 17in LCD"
"intel-pentium-4-hyperthreading","Intel Pentium 4 HT 3.06GHz","hardware","Intel","2002-2006","new","discontinued","dct-kastner-wish-list-2002-12","First hyperthreading consumer CPU"
"windows-xp-media-center","Windows XP Media Center Edition","platform","Microsoft","2002-2008","new","discontinued","dct-kastner-wish-list-2002-12","Launched Oct 2002"
"nvidia-geforce-fx","nVidia GeForce FX","hardware","nVidia","2002-2005","new","discontinued","dct-kastner-wish-list-2002-12","NV30 architecture, DirectX 9"
"ati-radeon","ATI Radeon","hardware","ATI","2000-2006","mature","discontinued","dct-kastner-wish-list-2002-12","Competitor to GeForce FX"
"davis-vantage-pro-plus","Davis Vantage Pro Plus","hardware","Davis Instruments","2002-2010","new","discontinued","dct-kastner-wish-list-2002-12","Wireless home weather station with PC upload"
"plasma-hdtv","Plasma HDTV","hardware","Samsung/Panasonic/Pioneer","1997-2014","mature","obsolete","dct-kastner-wish-list-2002-12","42-inch Samsung reference; replaced by LCD/OLED"
