"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","methodology_code","source_page","notes"
"dct-kastner-wish-list-2002-12-OBS-001","dct-kastner-wish-list-2002-12","hewlett-packard","hp-scanjet-5500c","product-review","2002","use-case","bulk-scan photos/slides/negatives for digital archive","medium","editorial","item-1","Personal productivity angle"
"dct-kastner-wish-list-2002-12-OBS-002","dct-kastner-wish-list-2002-12","dell","dell-axim-x5","product-review","2002","positioning","powerful Pocket PC 'without breaking the bank'","medium","editorial","item-2","Budget enterprise PDA"
"dct-kastner-wish-list-2002-12-OBS-003","dct-kastner-wish-list-2002-12","microsoft","outlook-2002","market-data","2002","bundled-software","Outlook 2002 shipped with Axim X5","high","direct-observation","item-2",""
"dct-kastner-wish-list-2002-12-OBS-004","dct-kastner-wish-list-2002-12","avantgo","pocket-pc","expert-opinion","2002","mobile-workflow","use AvantGo to read cached web pages during commute","medium","editorial","item-2","Mobile content caching paradigm"
"dct-kastner-wish-list-2002-12-OBS-005","dct-kastner-wish-list-2002-12","d-link","wifi-80211b","product-review","2002","wireless-pda","DCF-660w 802.11 CF adapter enables roaming-and-synced Pocket PC","medium","editorial","item-2",""
"dct-kastner-wish-list-2002-12-OBS-006","dct-kastner-wish-list-2002-12","viewsonic","viewsonic-nextvision-n6","viability-prediction","2002","market-segment","PC-HDTV bridge economical alternative to Samsung 42in plasma","medium","editorial","item-3","NextVision line did not sustain"
"dct-kastner-wish-list-2002-12-OBS-007","dct-kastner-wish-list-2002-12","samsung","plasma-hdtv","market-data","2002","reference-price","42in plasma HDTV >$5000 in 2002","medium","editorial","item-3","Implicit luxury comparison"
"dct-kastner-wish-list-2002-12-OBS-008","dct-kastner-wish-list-2002-12","viewsonic","","market-data","2002","entry-price-pc-monitor","decent new PC monitors $200 and up","high","direct-observation","item-3","Price point reference"
"dct-kastner-wish-list-2002-12-OBS-009","dct-kastner-wish-list-2002-12","gateway-inc","gateway-profile-4-xl","product-review","2002","industrial-design","all-in-one with 17in LCD, 'tip of the hat to Apple'","high","editorial","item-4","Apple iMac influence acknowledged"
"dct-kastner-wish-list-2002-12-OBS-010","dct-kastner-wish-list-2002-12","gateway-inc","intel-pentium-4-hyperthreading","market-data","2002","configuration","Intel 3.06GHz HT P4 customizable option on Profile 4","high","direct-observation","item-4",""
"dct-kastner-wish-list-2002-12-OBS-011","dct-kastner-wish-list-2002-12","microsoft","windows-xp-media-center","viability-prediction","2002","platform-fit","Profile 4 XL 'great platform for Windows XP Media Center'","medium","editorial","item-4",""
"dct-kastner-wish-list-2002-12-OBS-012","dct-kastner-wish-list-2002-12","gateway-inc","","expert-opinion","2002","company-strategy","industrial designs like Profile 4 help Gateway return to fiscal health","medium","editorial","item-4","Predates 2007 Acer acquisition"
"dct-kastner-wish-list-2002-12-OBS-013","dct-kastner-wish-list-2002-12","nvidia","nvidia-geforce-fx","market-data","2002","gpu-innovation-pace","rate of improvement in graphics processors 'stunning this year'","high","editorial","item-5",""
"dct-kastner-wish-list-2002-12-OBS-014","dct-kastner-wish-list-2002-12","ati-technologies","ati-radeon","expert-opinion","2002","competition","ATI and nVidia innovate and compete, driving GPU advances","high","editorial","item-5","Duopoly dynamic"
"dct-kastner-wish-list-2002-12-OBS-015","dct-kastner-wish-list-2002-12","nvidia","nvidia-geforce-fx","viability-prediction","2002","windows-3d-ui","GeForce FX horsepower platform for next Windows 3D user interface","medium","editorial","item-5","Realized in Vista Aero (2006)"
"dct-kastner-wish-list-2002-12-OBS-016","dct-kastner-wish-list-2002-12","davis-instruments","davis-vantage-pro-plus","product-review","2002","home-microclimate","dozen wind/temp/precip metrics with PC long-term storage","high","editorial","item-6",""
"dct-kastner-wish-list-2002-12-OBS-017","dct-kastner-wish-list-2002-12","","","expert-opinion","2002","climate-observation","30-year micro-climate tracking to distinguish climate zone 6B vs 7A","low","editorial","item-6","Early nod to climate change"
"dct-kastner-wish-list-2002-12-OBS-018","dct-kastner-wish-list-2002-12","aberdeen-group","","expert-opinion","2002","editorial-format","gadget wish list as DCT market signal","medium","editorial","format","Editorial convention"
