"code_id","code_type","label","definition"
"field-research","methodology_code","Field Research","Primary research conducted through direct interaction with products, services, or market participants in real-world settings"
"expert-panel","methodology","Expert Panel Assessment","Qualitative assessment based on expert panel discussion and professional judgment."
"third-party-report","methodology","Third-Party Report","Finding sourced from an independent third-party report or white paper."
"vendor-confirmed","methodology","Vendor Confirmed","Information confirmed directly by the vendor's own team."
"historical-record","methodology","Historical Record","Outcome verified through historical public records, acquisitions, product launches, or market events."
"market-research","observation_type","Market Research","Observation derived from primary or secondary market research data."
"strategic-assessment","observation_type","Strategic Assessment","Qualitative evaluation of a strategic position, capability, or initiative."
"strategic-recommendation","observation_type","Strategic Recommendation","Advisory recommendation for a specific strategic action."
"competitive-assessment","observation_type","Competitive Assessment","Aberdeen's assessment of a named competitor or competitive product"
"viability-prediction","observation_type","Viability Prediction","Observation is a forward-looking prediction about future market conditions, technology adoption, or business outcomes made at time of study"
"actual-outcome","observation_type","Actual Outcome","Retrospective record of what actually happened to a company, product, or technology after the study date; used to assess prescience"
"gap-analysis","observation_type","Gap Analysis","Identification of a gap in capabilities, products, or market coverage."
"market-scope","observation_type","Market Scope","Definition of market boundaries, segments, channels, or verticals."
"partnership-assessment","observation_type","Partnership Assessment","Evaluation of the importance or status of a vendor partnership or alliance."
"contextual","observation_type","Contextual","Background contextual information relevant to understanding other observations."
"advisory-report","study_type","Advisory Report","Strategic advisory report produced from vendor briefings and market analysis."
"active","lifecycle","Active","Technology is currently actively maintained, developed, and commercially available"
"acquired","entity_status","Acquired","Entity acquired by another company; brand may no longer exist independently"
"split","entity_status","Split","Entity was split into two or more successor organizations."
"defunct","entity_status","Defunct","Entity is no longer operating and has no direct successor."
"unknown","entity_status","Unknown","Current status of entity is not determined."
"production","lifecycle","Production","Technology is in active production use."
"emerging","lifecycle","Emerging","Technology was new and growing rapidly at time of study; limited market penetration"
"mainstream","lifecycle","Mainstream","Technology has achieved mainstream adoption."
"legacy-supported","lifecycle","Legacy Supported","Technology still maintained for existing users but no longer actively developed or sold"
"obsolete","lifecycle","Obsolete","Technology no longer in active use or commercial support; superseded by successor technologies"
"niche-production","lifecycle","Niche Production","Technology is in production but serving a niche market segment."
"evolved","current_status","Evolved","Technology has transformed into or been succeeded by modern equivalent"
"active-concept","lifecycle","Active Concept","Conceptual framework or metric that remains actively used."
"expert-opinion","observation_type","Expert Opinion","Observation records an analyst judgment, interpretation, or recommendation that goes beyond raw data to offer evaluative conclusions"
"framework-factor","observation_type","Framework Factor","A component or variable within an analytical framework or model used to structure the analysis; a dimension of a multi-factor evaluation scheme"
"market-data","observation_type","Market Data","Quantitative or qualitative data point about market size, pricing, cost structures, or commercial dynamics derived from research"
"strategy-classification","observation_type","Strategy Classification","Categorization of organizational approach within the Aberdeen Competitive Framework tiers (Laggard, Industry Norm, Best in Class)"
