"code_id","code_type","label","definition"
"ia","methodology_code","Industry Analysis","Analyst assessment and industry-level analysis based on market knowledge and expert opinion"
"fr","methodology_code","Field Research","Primary research including customer interviews and vendor briefings"
"cp","methodology_code","Competitive Profiling","Structured comparison of vendor capabilities products and market positions"
"sr","methodology_code","Secondary Research","Analysis based on publicly available information and secondary sources"
"vendor","methodology","Vendor-Provided","Data provided by the vendor (Dell) including pricing, service specifications, and program details"
"isv","entity_type","Independent Software Vendor","Software company building applications on third-party platforms"
"systems-integrator","entity_type","Systems Integrator","Professional services firm specializing in technology implementation"
"research-firm","entity_type","Research Firm","Industry analyst and research organization"
"telecommunications","entity_type","Telecommunications Carrier","Telecommunications service provider or equipment vendor"
"active","lifecycle","Active","Technology is currently actively maintained, developed, and commercially available"
"acquired","entity_status","Acquired","Entity acquired by another company; brand may no longer exist independently"
"dissolved","entity_status","Dissolved","Organization ceased operations"
"merged","entity_status","Merged","Organization merged with one or more entities to form new entity"
"renamed","entity_status","Renamed","Organization continues under different name"
"split","entity_status","Split","Entity was split into two or more successor organizations."
"unknown","entity_status","Unknown","Current status of entity is not determined."
"obsolete","lifecycle","Obsolete","Technology no longer in active use or commercial support; superseded by successor technologies"
"legacy","lifecycle_status","Legacy","Product no longer actively marketed but may still receive limited support"
"emerging","lifecycle","Emerging","Technology was new and growing rapidly at time of study; limited market penetration"
"growth","lifecycle_at_study","Growth at Study Date","Technology was in growth phase at time of study"
"mature","lifecycle","Mature","Technology fully developed with established market and widespread adoption"
"market-assessment","obs_type","Market Assessment","Analyst evaluation of a product's or company's competitive standing in the market"
"market-size","observation_type","Market Size","Quantitative estimate of market value or volume"
"market-driver","observation_type","Market Driver","Identified force driving market growth or change"
"competitive-position","observation_type","Competitive Position","Study-specific code: competitive-position"
"product-spec","observation_type","Product Specification","Technical specification or product capability detail"
"product-feature","methodology_code","Product Feature","Methodology: Documented product feature from vendor materials"
"product-announcement","methodology","Product Announcement","Study-specific code: product-announcement"
"pricing","observation_type","Pricing","Product or service pricing information"
"deployment-metric","observation_type","Deployment Metric","Metric related to product deployment or adoption"
"org-metric","observation_type","Organizational Metric","Metric about an organization such as headcount or revenue"
"financial-metric","obs_type","Financial Metric","Revenue, profit or financial performance data"
"analyst-prediction","observation_type","Analyst Prediction","Forward-looking prediction made by analyst"
"analyst-assessment","methodology","Analyst Assessment","Analysis based on Aberdeen Group analyst evaluation and judgment"
"technology-assessment","observation_type","Technology Assessment","Empirical evaluation of a specific technology product or system based on hands-on testing, performance measurement, or documented behavior"
"standard-adoption","observation_type","Standard Adoption","Status of technology standard adoption"
"partnership-metric","observation_type","Partnership Metric","Information about partnerships or alliances"
"migration-strategy","observation_type","Migration Strategy","Approach for technology migration or transition"
"planned-feature","observation_type","Planned Feature","Announced but not yet available product feature"
"open-standards","observation_type","Open Standards","Information about open standards compliance or API design"
"buyer-profile","observation_type","Buyer Profile","Description of target customer or buyer characteristics"
"competitive-landscape","observation_type","Competitive Landscape","Study-specific code: competitive-landscape"
"program-benefit","observation_type","Program Benefit","Articulated benefit of a program or initiative"
"sales-channel","obs_type","Sales Channel","Description of how a product is sold or distributed"
"market-positioning","observation_type","Market Positioning","Strategic market positioning information"
"strategy-assessment","observation_type","Strategy Assessment","Assessment of strategic approach or direction"
"org-attribute","observation_type","Organizational Attribute","Non-financial attribute of an organization"
"market-need","observation_type","Market Need","Identified unmet need in the market"
"partnership-type","observation_type","Partnership Type","Type and nature of a partnership arrangement"
"co-opetition","observation_type","Co-opetition","Competitive-cooperative relationship between parties"
"technical-specification","methodology","Technical Specification","Study-specific code: technical-specification"
"smart-contact-components","observation_type","Smart ContAct Components","Components of HP Smart ContAct program"
"deployment-mode","observation_type","Deployment Mode","Mode or configuration of product deployment"
"high","confidence","High Confidence","Assessment or data point is well-supported by multiple sources, specific numbers, or direct document citations"
"medium","confidence","Medium Confidence","Finding supported by qualitative analysis, expert interpretation, or retrospective assessment with reasonable evidence"
"low","confidence","Low Confidence","Finding is inferred from limited evidence in the source text or involves significant extrapolation"
"product-profile","study_type","Product Profile","A detailed evaluation of a specific vendor's product, including features, competitive positioning, and buying recommendations"
"actual-outcome","observation_type","Actual Outcome","Retrospective record of what actually happened to a company, product, or technology after the study date; used to assess prescience"
"expert-opinion","observation_type","Expert Opinion","Observation records an analyst judgment, interpretation, or recommendation that goes beyond raw data to offer evaluative conclusions"
"market-data","observation_type","Market Data","Quantitative or qualitative data point about market size, pricing, cost structures, or commercial dynamics derived from research"
"viability-prediction","observation_type","Viability Prediction","Observation is a forward-looking prediction about future market conditions, technology adoption, or business outcomes made at time of study"
"document-review","methodology_code","Document Review","Assessment based on review of published documentation such as vendor support policies and threat databases"
"field-research","methodology_code","Field Research","Primary research conducted through direct interaction with products, services, or market participants in real-world settings"
"industry-analysis","methodology_code","Industry Analysis","Qualitative and quantitative assessment of industry trends, competitive dynamics, and market conditions using publicly available information"
