"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"t4-01","IBM VisualAge (family)","Integrated Development Environment","IBM","client-server/network-computing","growth","discontinued","1997-ibm-application-development-product-895c4d","VisualAge family discontinued April 30, 2007. Eclipse framework derived from VisualAge Micro Edition (donated by IBM 2001). VisualAge Smalltalk transferred to Instantiations as VA Smalltalk in 2005."
"t4-02","VisualAge for Java","Java IDE","IBM","network-computing","pre-release","discontinued","1997-ibm-application-development-product-895c4d","Upcoming at time of study (1997). VisualAge for Java evolved; Eclipse replaced it. VisualAge ME became Eclipse framework donated to open source 2001."
"t4-03","IBM FlowMark","Workflow Engine","IBM","client-server","mature","evolved","1997-ibm-application-development-product-895c4d","FlowMark graphical workflow modeling and execution. Evolved into IBM MQ Workflow; later IBM Business Process Manager (BPM)."
"t4-04","IBM Team Connection","Source Code Management / ALM","IBM","client-server","mature","discontinued","1997-ibm-application-development-product-895c4d","Group development and repository management. Succeeded by IBM Rational ClearCase and other Rational products post-2003 acquisition."
"t4-05","VisualAge Generator","Application Generator / 4GL","IBM","client-server","mature","evolved","1997-ibm-application-development-product-895c4d","Cross-platform application generation from platform-independent specifications. Evolved into IBM RDi (Rational Developer for i); still available for IBM i (AS/400 successor)."
"t4-06","IBM SOM/DSOM","Object Middleware","IBM","client-server","mature","discontinued","1997-ibm-application-development-product-895c4d","System Object Model / Distributed SOM. IBM's CORBA-based object sharing. Competed with Microsoft DCOM. Discontinued; DCOM won the desktop, CORBA/J2EE won enterprise middleware."
"t4-07","OpenDoc","Component Architecture","IBM / Apple","client-server","decline","discontinued","1997-ibm-application-development-product-895c4d","IBM/Apple compound document component architecture. Abandoned 1997 by Apple; IBM discontinued soon after. Lost to Microsoft OLE/ActiveX."
"t4-08","IBM DataAtlas","Database Design / Performance Tool","IBM","client-server","mature","discontinued","1997-ibm-application-development-product-895c4d","Conceptual modeling and physical data design tool for performance optimization. Superseded by IBM Data Studio and other tools."
"t4-09","IBM Business Process Modeler (ProModeler)","Business Process Modeling","IBM","client-server","mature","evolved","1997-ibm-application-development-product-895c4d","Graphical business process mapping. Evolved into IBM WebSphere Business Modeler and eventually IBM Business Process Manager."
"t4-10","IBM Extended Transaction Services","Transaction Middleware","IBM","client-server","mature","evolved","1997-ibm-application-development-product-895c4d","Middleware for scaling data-intensive Internet applications via comms multiplexing and load-balancing. Evolved into WebSphere Application Server transaction services."
