"code_id","code_type","label","definition"
"strategy-classification","observation_type","Strategy Classification","Classification of a strategic approach or positioning."
"viability-prediction","observation_type","Viability Prediction","Analyst prediction about future viability or success."
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome of a prediction or situation."
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology capability, quality, or status."
"benchmark-result","observation_type","Benchmark Result","Performance benchmark measurement."
"framework-factor","observation_type","Framework Factor","Factor within an analytical framework or model."
"market-data","observation_type","Market Data","Quantitative or qualitative market information."
"expert-opinion","observation_type","Expert Opinion","Analyst or expert judgment without formal data backing."
"network-computing","technology-era","Network Computing","IBM term for distributed computing over networks; the 1997 successor to client-server paradigm."
"VPE","technology-category","Visual Programming Environment","Point-and-click/drag-drop application development environment; predecessor to modern visual IDEs."
"3GL","technology-category","Third-Generation Language","Traditional procedural programming languages: COBOL, FORTRAN, C, BASIC."
"product-profile","study-type","Product Profile","Aberdeen vendor/product evaluation report."
