entity_id,entity_name,entity_type,sector,status,successor,years_active,study_id,notes
digital-equipment-corporation,Digital Equipment Corporation,company,computer-hardware,acquired,Compaq (1998) -> HP (2002),1957-1998,aberdeen-1996-digitals-personal-workstation-new-markets-channels,Maynard MA; Personal Workstation program centered on Celebris XL and Alpha XL lines; indirect channel strategy via VARs
silicon-graphics-sgi,"Silicon Graphics, Inc. (SGI)",company,computer-hardware-software,dissolved,Acquired by Rackable Systems 2009; SGI brand retired 2016,1982-2009,aberdeen-1996-digitals-personal-workstation-new-markets-channels,Indigo 2 R440 250 MHz benchmarked against Digital Alpha XL; DEC outperformed by 69% at half the cost
hp-hewlett-packard,Hewlett-Packard Company,company,computer-hardware,active,HP Inc./HPE (2015),1939-present,aberdeen-1996-digitals-personal-workstation-new-markets-channels,"C110 and 712/100 Unix workstations benchmarked; HP J210 priced at $34,980 vs Alpha XL at $17,413"
sun-microsystems,Sun Microsystems,company,computer-hardware-software,acquired,Oracle (2010),1982-2010,aberdeen-1996-digitals-personal-workstation-new-markets-channels,UltraSparc 1 benchmarked; DEC Alpha outperformed by 60% in CADalyst benchmark
microsoft,Microsoft Corporation,company,software,active,,1975-present,aberdeen-1996-digitals-personal-workstation-new-markets-channels,Windows NT OS pre-loaded on all Personal Workstations; Microsoft Office OLE 2.0 integration
parametric-technology,Parametric Technology Corporation (PTC),company,engineering-software,active,PTC Inc. (still active),1985-present,aberdeen-1996-digitals-personal-workstation-new-markets-channels,Pro/Engineer CAD software used in key performance benchmarks; ported to NT on Alpha
autodesk,"Autodesk, Inc.",company,engineering-software,active,,1982-present,aberdeen-1996-digitals-personal-workstation-new-markets-channels,AutoCAD and 3D Studio Max listed as key MDA and DCC applications for Personal Workstation
template-graphics-software,Template Graphics Software,company,graphics-software,dissolved,Acquired by OpenGL developer network; products discontinued,1990s-2000s,aberdeen-1996-digitals-personal-workstation-new-markets-channels,3Space Viewer included with all Personal Workstations; enabled OLE 2.0 3D design import into Office
hummingbird,Hummingbird Communications,company,connectivity-software,acquired,Open Text Corporation (2006),1984-2006,aberdeen-1996-digitals-personal-workstation-new-markets-channels,NFS Maestro for Windows NT and Exceed 5.0 bundled with Personal Workstations for Unix connectivity
esri,Environmental Systems Research Institute (ESRI),company,GIS-software,active,Now Esri (still active),1969-present,aberdeen-1996-digitals-personal-workstation-new-markets-channels,Key GIS application partner; ArcGIS/ArcInfo ported to NT for Digital Personal Workstation
aberdeen-group,Aberdeen Group,firm,market-research,acquired,Harte-Hanks (2001),1988-2001,aberdeen-1996-digitals-personal-workstation-new-markets-channels,Author and publisher; Boston MA
