"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"stratus-computer","Stratus Computer","company","fault-tolerant-computing","acquired","Stratus Technologies (now Penguin Solutions)","1980-present","stratus-newcomers-tandem-eet-1982-24ae59","Kastner quoted as manager of marketing development; began shipments February 1982"
"peter-s-kastner","Peter S. Kastner","person","IT-analyst","active","","1969-present","stratus-newcomers-tandem-eet-1982-24ae59","Stratus manager of marketing development; first documented press quote"
"tandem-computers","Tandem Computers","company","fault-tolerant-computing","acquired","Compaq (1997) -> HP -> HPE NonStop","1974-1997","stratus-newcomers-tandem-eet-1982-24ae59","Market leader; $208M sales 1981; Jerry Peterson marketing director quoted"
"august-systems","August Systems Inc.","company","fault-tolerant-computing","dissolved","","1980s","stratus-newcomers-tandem-eet-1982-24ae59","Tigard OR; industrial-control segment focus; few systems delivered by mid-1982"
"synapse-computer-corp","Synapse Computer Corp.","company","fault-tolerant-computing","dissolved","","1981-1985","stratus-newcomers-tandem-eet-1982-24ae59","Milpitas CA; Mark Leslie president; not yet shipping mid-1982"
"hambrecht-quist","Hambrecht & Quist","firm","investment-banking","acquired","JPMorgan Chase (2000)","1968-2000","stratus-newcomers-tandem-eet-1982-24ae59","Stratus and Synapse venture investor; Larry Roberts partner quoted"
"strategic-business-services","Strategic Business Services","firm","market-research","unknown","","1980s","stratus-newcomers-tandem-eet-1982-24ae59","San Jose CA; published 'Survivable Systems: Pitfalls and Opportunities' Nov 1981"
"dataquest","Dataquest","firm","market-research","acquired","Gartner Group (1995)","1971-1995","stratus-newcomers-tandem-eet-1982-24ae59","Forecast $5B FT annual volume by 1985"
"gartner-group","Gartner Group","firm","market-research","active","","1979-present","stratus-newcomers-tandem-eet-1982-24ae59","Kathryn Dillon financial analyst quoted on Synapse architecture"
"siac-securities-industry-automation","Securities Industry Automation Corporation (SIAC)","company","financial-services-technology","active","","1972-present","stratus-newcomers-tandem-eet-1982-24ae59","NYC; ~70 Tandem systems; runs Intermarket Trading System; John McGee VP technical services quoted"
"intel-iapx-432","Intel iAPX 432","company","microprocessor","discontinued","","1981-1986","stratus-newcomers-tandem-eet-1982-24ae59","32-bit chip Strategic predicted would 'shorten opportunities' for Tandem-like firms"
