"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"aberdeen-group","Aberdeen Group","firm","IT-research","acquired","Harte-Hanks (2007); Spiceworks Ziff Davis","1988-present","nyt-dec-steul-loses-another-top-official-8f8883","Romano employer 1994; Boston-based"
"franc-romano","Franc Romano","person","industry-analyst","active","","1980s-present","nyt-dec-steul-loses-another-top-official-8f8883","Aberdeen Group consultant 1994; former DEC finance manager and market research director"
"digital-equipment-corp","Digital Equipment Corporation (DEC)","company","minicomputer-and-systems","acquired","Compaq (1998), then HP (2002)","1957-1998","nyt-dec-steul-loses-another-top-official-8f8883","Subject of article; multiple top-rank departures Spring 1994"
"william-m-steul","William M. Steul","person","computer-executive","active","","1972-1994","nyt-dec-steul-loses-another-top-official-8f8883","DEC CFO June 1992-May 1994; resigned"
"vincent-j-mullarkey","Vincent J. Mullarkey","person","computer-executive","active","","1971-present","nyt-dec-steul-loses-another-top-official-8f8883","DEC corporate controller; promoted to VP/CFO May 1994; 23-year DEC veteran"
"edward-e-lucente","Edward E. Lucente","person","computer-executive","active","","1980s-2000s","nyt-dec-steul-loses-another-top-official-8f8883","DEC worldwide sales/marketing VP; left after April 15 1994 loss"
"edward-mcdonough","Edward McDonough","person","computer-executive","unknown","","1980s-1994","nyt-dec-steul-loses-another-top-official-8f8883","DEC manufacturing VP; planned retirement spring 1994"
"winston-hindle","Winston Hindle","person","computer-executive","unknown","","1980s-1994","nyt-dec-steul-loses-another-top-official-8f8883","DEC VP quality/ethics/business practices; planned retirement spring 1994"
"robert-b-palmer","Robert B. Palmer","person","computer-executive","active","","1980s-2000s","nyt-dec-steul-loses-another-top-official-8f8883","DEC CEO from June 1992; succeeded Ken Olsen"
"kenneth-h-olsen","Kenneth H. Olsen","person","computer-executive","deceased","","1957-2011","nyt-dec-steul-loses-another-top-official-8f8883","DEC founder; resigned as president June 1992"
"the-new-york-times","The New York Times","publication","national-press","active","The New York Times Company","1851-present","nyt-dec-steul-loses-another-top-official-8f8883","Source of article; major national newspaper"
"glenn-rifkin","Glenn Rifkin","person","journalist","active","","1980s-present","nyt-dec-steul-loses-another-top-official-8f8883","NYT contributor / business journalist; authored the DEC CFO resignation article"
