"code_id","code_type","label","definition"
"analyst-firm","entity_type","Analyst Firm","Market research and analyst organization publishing industry reports"
"hardware-vendor","entity_type","Hardware Vendor","Company producing computer hardware (servers; processors; storage)"
"software-vendor","entity_type","Software Vendor","Company producing software products (databases; operating systems; middleware)"
"financial-services","entity_type","Financial Services","Bank; brokerage; or financial institution"
"active","lifecycle","Active","Technology is currently actively maintained, developed, and commercially available"
"acquired","entity_status","Acquired","Entity acquired by another company; brand may no longer exist independently"
"defunct","entity_status","Defunct","Entity is no longer operating and has no direct successor."
"rebranded","entity_status","Rebranded","Company changed its name or was absorbed under a different brand"
"ubiquitous","current_status","Ubiquitous","Technology has become universal/standard"
"obsolete","lifecycle","Obsolete","Technology no longer in active use or commercial support; superseded by successor technologies"
"evolved","current_status","Evolved","Technology has transformed into or been succeeded by modern equivalent"
"database-architecture","tech_category","Database Architecture","Design patterns and structures for database storage and access"
"hardware-architecture","tech_category","Hardware Architecture","Physical computing system design and organization"
"processor","tech_category","Processor","Central processing unit microchip executing computer program instructions"
"database-software","tech_category","Database Software","Relational and other database management system software products"
"hardware-interconnect","tech_category","Hardware Interconnect","Bus or network technology connecting hardware components"
"networking","tech_category","Networking","Network protocols and transmission technologies"
"benchmark","methodology","Benchmark","Performance benchmark result from standard industry test (e.g., TPC)"
"market-trend","observation_type","Market Trend","Directional market movement or adoption pattern."
"market-stat","observation_type","Market Statistic","Quantified market data point"
"performance-claim","observation_type","Performance Claim","Assertion about technology performance improvement"
"benchmark-result","observation_type","Benchmark Result","Quantitative or time-based measurement from testing; a specific metric value obtained through direct measurement or structured evaluation"
"technology-definition","observation_type","Technology Definition","Formal or working definition of a technology concept"
"technology-context","observation_type","Technology Context","Background or contextual information about a technology"
"hardware-spec","observation_type","Hardware Specification","Specific technical parameter of a hardware system"
"market-assessment","obs_type","Market Assessment","Analyst evaluation of a product's or company's competitive standing in the market"
"use-case","observation_type","Use Case","Description of a real or hypothetical application scenario"
"forecast","observation_type","Forecast","Forward-looking prediction about technology or market"
"industry-analysis","methodology_code","Industry Analysis","Qualitative and quantitative assessment of industry trends, competitive dynamics, and market conditions using publicly available information"
"benchmarking","methodology_code","Benchmarking","Systematic measurement and comparison of performance using standardized test specifications with full-disclosure reporting"
"field-research","methodology_code","Field Research","Primary research conducted through direct interaction with products, services, or market participants in real-world settings"
"database-performance-technology","domain","Database Performance Technology","Domain covering database engines; hardware optimization; and performance measurement"
"market-study","study_type","Market Study","Research publication analyzing market conditions and providing strategic recommendations"
"high","confidence","High Confidence","Assessment or data point is well-supported by multiple sources, specific numbers, or direct document citations"
"medium","confidence","Medium Confidence","Finding supported by qualitative analysis, expert interpretation, or retrospective assessment with reasonable evidence"
"low","confidence","Low Confidence","Finding is inferred from limited evidence in the source text or involves significant extrapolation"
"author","role_in_study","Author","Organization that wrote and published the study"
"subject-leader","role_in_study","Subject Leader","Entity identified as a market leader in the study"
"subject","role_in_study","Subject","Entity discussed in the study without specific leadership designation"
"case-study-user","role_in_study","Case Study User","End-user organization cited as a real-world implementation example"
"publisher","role_in_study","Publisher","Organization responsible for distribution of the study"
"strategy-classification","observation_type","Strategy Classification","Categorization of organizational approach within the Aberdeen Competitive Framework tiers (Laggard, Industry Norm, Best in Class)"
"viability-prediction","observation_type","Viability Prediction","Observation is a forward-looking prediction about future market conditions, technology adoption, or business outcomes made at time of study"
"actual-outcome","observation_type","Actual Outcome","Retrospective record of what actually happened to a company, product, or technology after the study date; used to assess prescience"
"technology-assessment","observation_type","Technology Assessment","Empirical evaluation of a specific technology product or system based on hands-on testing, performance measurement, or documented behavior"
"framework-factor","observation_type","Framework Factor","A component or variable within an analytical framework or model used to structure the analysis; a dimension of a multi-factor evaluation scheme"
"market-data","observation_type","Market Data","Quantitative or qualitative data point about market size, pricing, cost structures, or commercial dynamics derived from research"
"expert-opinion","observation_type","Expert Opinion","Observation records an analyst judgment, interpretation, or recommendation that goes beyond raw data to offer evaluative conclusions"
"document-review","methodology_code","Document Review","Assessment based on review of published documentation such as vendor support policies and threat databases"
"competitive-profiling","methodology_code","Competitive Profiling","Structured analysis of specific vendor strategies, product positioning, and competitive strengths and weaknesses"
"revenue-benchmark","methodology","Revenue Benchmarking","Measurement and comparison of entity revenues against market total and peers; core methodology of Aberdeen's annual RISC/Unix survey"
"verified","confidence","Verified","Confirmed by subsequent events or independent sources; applied to actual-outcome observations"
