"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"aberdeen-group","Aberdeen Group","firm","industry-analyst","acquired","Harte-Hanks (2002-2017) -> Spiceworks Ziff Davis","1988-present","respiratory-illness-could-restrict-i.t.--c3c523","Boston-based IT industry analyst firm"
"peter-s-kastner","Peter S. Kastner","person","industry-analyst","active","","1970s-present","respiratory-illness-could-restrict-i.t.--c3c523","EVP / chief research officer / research VP; various titles 2003-2007"
"dell-computer","Dell Computer / Dell Inc.","company","PC-manufacturing","active","Dell Technologies (2016-)","1984-present","respiratory-illness-could-restrict-i.t.--c3c523","Direct-sales PC maker"
"hewlett-packard","Hewlett-Packard Company","company","PC-manufacturing","split","HP Inc. + Hewlett Packard Enterprise (2015)","1939-2015","respiratory-illness-could-restrict-i.t.--c3c523","Original HP company"
"compaq","Compaq Computer Corporation","company","PC-manufacturing","dissolved","HP (2002)","1982-2002","respiratory-illness-could-restrict-i.t.--c3c523","Houston-based PC/server maker; merged with HP May 2002"
"apple-computer","Apple Computer, Inc. / Apple Inc.","company","consumer-electronics","active","Renamed Apple Inc. (2007)","1976-present","respiratory-illness-could-restrict-i.t.--c3c523","Mac/iPhone/iPad maker"
"informationweek","InformationWeek / TechWeb","firm","news-media","active","","1985-present","respiratory-illness-could-restrict-i.t.--c3c523","IT business trade publication; Techweb digital arm"
"joe-wetz","Joe Wetz","person","IT-consultant","unknown","","","respiratory-illness-could-restrict-i.t.--c3c523","Project manager and principal at K-Lag Technology [REVIEW]"
"k-lag-technology","K-Lag Technology","firm","IT-consulting","unknown [REVIEW]","","","respiratory-illness-could-restrict-i.t.--c3c523","IT consulting firm"
"guangdong-province","Guangdong Province, China","institution","government-region","active","","","respiratory-illness-could-restrict-i.t.--c3c523","South China manufacturing hub; home to much of China electronics and IT hardware industry"
"who-world-health-organization","World Health Organization","institution","public-health","active","","1948-present","respiratory-illness-could-restrict-i.t.--c3c523","WHO declared SARS a global health threat March 2003"
