"code_id","code_type","label","definition"
"product-profile","study_type","Product Profile","A detailed evaluation of a specific vendor's product, including features, competitive positioning, and buying recommendations"
"relational-database-management","domain","Relational Database Management","Market domain covering relational database management systems (RDBMS) and related data management technologies"
"industry-analysis","methodology_code","Industry Analysis","Qualitative and quantitative assessment of industry trends, competitive dynamics, and market conditions using publicly available information"
"competitive-profiling","methodology_code","Competitive Profiling","Structured analysis of specific vendor strategies, product positioning, and competitive strengths and weaknesses"
"benchmarking","methodology_code","Benchmarking","Systematic measurement and comparison of performance using standardized test specifications with full-disclosure reporting"
"product-description","obs_type","Product Description","Factual description of a product's features or capabilities"
"market-assessment","obs_type","Market Assessment","Analyst evaluation of a product's or company's competitive standing in the market"
"competitive-assessment","observation_type","Competitive Assessment","Aberdeen's assessment of a named competitor or competitive product"
"recommendation","obs_type","Buying Recommendation","Advice to IS buyers on when or why to consider a product"
"editorial","obs_type","Editorial Opinion","Analyst opinion or interpretive statement not directly sourced from vendor"
"benchmark","methodology","Benchmark","Performance benchmark result from standard industry test (e.g., TPC)"
"roadmap","obs_type","Product Roadmap","Description of announced or upcoming product features"
"market-data","observation_type","Market Data","Quantitative or qualitative data point about market size, pricing, cost structures, or commercial dynamics derived from research"
"revenue","obs_type","Revenue Data","Company financial revenue figure"
"profit","obs_type","Profit Data","Company financial profit figure"
"risk-assessment","obs_type","Risk Assessment","Analyst evaluation of risks or challenges facing a company or product"
"feature","obs_type","Feature Description","Description of a specific technical feature or capability"
"standard","obs_type","Standards Compliance","Description of compliance with industry or de facto standards"
"platform-support","obs_type","Platform Support","Description of supported operating systems, hardware platforms, or environments"
"protocol-support","obs_type","Protocol Support","Description of supported networking or communication protocols"
"gateway","obs_type","Gateway/Interoperability","Description of connectivity to external or competing systems"
"vendor-statement","obs_type","Vendor Statement","Direct quote or paraphrase of a vendor's stated strategy or goal"
"market-expansion","obs_type","Market Expansion","Description of a vendor's strategy to expand into new market segments"
"market-trend","observation_type","Market Trend","Directional market movement or adoption pattern."
"heritage","obs_type","Heritage/Maturity","Reference to a product's historical pedigree or years of experience"
"sales-channel","obs_type","Sales Channel","Description of how a product is sold or distributed"
"ecosystem","obs_type","Ecosystem/Partnership","Description of partner products or ecosystem integrations"
"dors-criteria","obs_type","DORS Evaluation Criteria","Aberdeen's criteria framework for evaluating distributed open RDBMS products"
"benchmark-cost","obs_type","Benchmark Price-Performance","Price-performance metric from a standardized benchmark"
"tp-monitor-support","obs_type","TP Monitor Support","Description of supported transaction processing monitors"
"high-availability","obs_type","High Availability","Description of fault tolerance and failover capabilities"
"positive","sentiment","Positive","Observation conveys a favorable or strong result"
"negative","sentiment","Negative","Observation conveys an unfavorable or weak result"
"neutral","sentiment","Neutral","Observation is factual with no evaluative tone"
"high","confidence","High Confidence","Assessment or data point is well-supported by multiple sources, specific numbers, or direct document citations"
"medium","confidence","Medium Confidence","Finding supported by qualitative analysis, expert interpretation, or retrospective assessment with reasonable evidence"
"low","confidence","Low Confidence","Finding is inferred from limited evidence in the source text or involves significant extrapolation"
"company","entity_type","Company","A commercial organization"
"subject","role_in_study","Subject","Entity discussed in the study without specific leadership designation"
"competitor","entity_role","Competitor","A competing company mentioned in a competitive context"
"author","role_in_study","Author","Organization that wrote and published the study"
"active","lifecycle","Active","Technology is currently actively maintained, developed, and commercially available"
"acquired","entity_status","Acquired","Entity acquired by another company; brand may no longer exist independently"
"rebranded","entity_status","Rebranded","Company changed its name or was absorbed under a different brand"
"unknown","entity_status","Unknown","Current status of entity is not determined."
"legacy","lifecycle_status","Legacy","Product no longer actively marketed but may still receive limited support"
"obsolete","lifecycle","Obsolete","Technology no longer in active use or commercial support; superseded by successor technologies"
"strategy-classification","observation_type","Strategy Classification","Categorization of organizational approach within the Aberdeen Competitive Framework tiers (Laggard, Industry Norm, Best in Class)"
"viability-prediction","observation_type","Viability Prediction","Observation is a forward-looking prediction about future market conditions, technology adoption, or business outcomes made at time of study"
"actual-outcome","observation_type","Actual Outcome","Retrospective record of what actually happened to a company, product, or technology after the study date; used to assess prescience"
"technology-assessment","observation_type","Technology Assessment","Empirical evaluation of a specific technology product or system based on hands-on testing, performance measurement, or documented behavior"
"benchmark-result","observation_type","Benchmark Result","Quantitative or time-based measurement from testing; a specific metric value obtained through direct measurement or structured evaluation"
"framework-factor","observation_type","Framework Factor","A component or variable within an analytical framework or model used to structure the analysis; a dimension of a multi-factor evaluation scheme"
"expert-opinion","observation_type","Expert Opinion","Observation records an analyst judgment, interpretation, or recommendation that goes beyond raw data to offer evaluative conclusions"
"document-review","methodology_code","Document Review","Assessment based on review of published documentation such as vendor support policies and threat databases"
"field-research","methodology_code","Field Research","Primary research conducted through direct interaction with products, services, or market participants in real-world settings"
"revenue-benchmark","methodology","Revenue Benchmarking","Measurement and comparison of entity revenues against market total and peers; core methodology of Aberdeen's annual RISC/Unix survey"
"verified","confidence","Verified","Confirmed by subsequent events or independent sources; applied to actual-outcome observations"
