"code_id","code_type","label","definition"
"CITED","methodology_code","Cited Data","Data explicitly stated or cited in the original study text."
"QUAL","methodology_code","Qualitative Assessment","Qualitative judgment or opinion expressed by the author."
"INTERNAL","methodology_code","Internal Research","Based on the author's or organization's internal research and benchmarking."
"INFERRED","methodology_code","Inferred","Value inferred by the archivist from context in the original text."
"RETRO","methodology_code","Retrospective","Outcome or status determined retrospectively at time of archival ingest."
"market-data","observation_type","Market Data","Quantitative or qualitative market information."
"market-trend","observation_type","Market Trend","Directional market movement or adoption pattern."
"procurement-behavior","observation_type","Procurement Behavior","Organizational purchasing decisions or patterns."
"benchmark","observation_type","Benchmark","Technical performance measurement or specification."
"performance-assessment","observation_type","Performance Assessment","Subjective or qualitative evaluation of system performance."
"workload-measurement","observation_type","Workload Measurement","Measured resource consumption or utilization."
"planning-parameter","observation_type","Planning Parameter","Organizational planning assumption or target."
"viability-prediction","observation_type","Viability Prediction","Forward-looking assessment of technology or market viability."
"actual-outcome","observation_type","Actual Outcome","Retrospectively determined result compared to predictions or state at study time."
"recommendation","observation_type","Recommendation","Author's explicit recommendation for action."
"specification","observation_type","Specification","Industry specification or standard."
"resource-demand","observation_type","Resource Demand","Assessment of computing resource consumption trends."
"workload-inventory","observation_type","Workload Inventory","Enumeration of software or services running on a system."
"research-firm","entity_type","Research Firm","Technology research and advisory firm."
"corporation","entity_type","Corporation","Commercial business entity."
"person","entity_type","Person","Individual contributor or author."
"corporate-cohort","entity_type","Corporate Cohort","Named group of companies used as reference class."
"active","entity_status","Active","Entity is currently operating."
"acquired","entity_status","Acquired","Entity was acquired by another organization."
"unknown","entity_status","Unknown","Current status of entity is not determined."
"current-generation","lifecycle","Current Generation","Technology was current/new at the time of the study."
"previous-generation","lifecycle","Previous Generation","Technology was one generation behind at study time."
"pre-release","lifecycle","Pre-release","Technology was announced but not yet released at study time."
"mature","lifecycle","Mature","Technology was well-established and widely deployed at study time."
"legacy","lifecycle","Legacy","Technology was outdated but still in some use at study time."
"obsolete","lifecycle","Obsolete","Technology is no longer in meaningful use."
"active","lifecycle","Active","Technology remains in active use or production."
"high","confidence","High Confidence","Data point is explicitly stated or well-established."
"medium","confidence","Medium Confidence","Data point is reasonably supported but involves some interpretation."
"low","confidence","Low Confidence","Data point involves significant interpretation or uncertainty."
"benchmark-result","observation_type","Benchmark Result","Quantitative performance measurement from a formal or informal benchmark"
"expert-opinion","observation_type","Expert Opinion","Qualitative professional judgment from a domain practitioner"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity, capabilities, or fitness"
