"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"aberdeen-group","Aberdeen Group","firm","industry-analyst","acquired","Harte-Hanks (2002-2017) -> Spiceworks Ziff Davis","1988-present","sd-memory-cards-to-drive-market-for-digi-71a434","Boston-based IT industry analyst firm"
"peter-s-kastner","Peter S. Kastner","person","industry-analyst","active","","1970s-present","sd-memory-cards-to-drive-market-for-digi-71a434","EVP / chief research officer / research VP; various titles 1988-2007"
"panasonic","Panasonic Corporation","company","consumer-electronics","active","Renamed from Matsushita 2008","1918-present","sd-memory-cards-to-drive-market-for-digi-71a434","Japanese electronics conglomerate; SD Card Association co-founder"
"microsoft","Microsoft Corporation","company","software","active","","1975-present","sd-memory-cards-to-drive-market-for-digi-71a434","Redmond WA software company"
"internet-home-alliance","Internet Home Alliance (IHA)","firm","trade-alliance","dissolved","","2000-2008","sd-memory-cards-to-drive-market-for-digi-71a434","Cross-industry alliance for connected-home market development; members included Cisco, Microsoft, Sears, Whirlpool, Panasonic"
"cisco-systems","Cisco Systems, Inc.","company","networking","active","","1984-present","sd-memory-cards-to-drive-market-for-digi-71a434","Dominant enterprise networking vendor"
"sears-holdings","Sears, Roebuck and Co. / Sears Holdings","company","retail","bankrupt","Transformco (2019)","1893-2018","sd-memory-cards-to-drive-market-for-digi-71a434","US department-store retailer; bankrupt 2018, asset sale 2019"
"whirlpool-corp","Whirlpool Corporation","company","consumer-appliance","active","","1911-present","sd-memory-cards-to-drive-market-for-digi-71a434","US home-appliance manufacturer"
"sd-card-association","SD Card Association","firm","trade-standards","active","","2000-present","sd-memory-cards-to-drive-market-for-digi-71a434","Global standards body for SD Card formats"
"pdastreet","PDAStreet / internet.com","firm","news-media","acquired","WebMediaBrands (2007)","1996-2007","sd-memory-cards-to-drive-market-for-digi-71a434","Internet.com PDA/mobile trade publication"
