"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","methodology_code","source_page","notes"
"casale-evp-3-b2b933-OBS-001","casale-evp-3-b2b933","","","expert-opinion","1983","Hockey stick definition","Bookings, billings, and shipping curves skewed toward end of operating period; shape resembles a hockey stick. Pattern exists across industries including commuters, fast food, agriculture, and investment management.","high","expert-opinion","p.1","Casale coins or popularizes the term 'hockey stick' for end-period concentration in tech company quarterly operations; notes the origin of the term is 'lost in industrial folklore'."
"casale-evp-3-b2b933-OBS-002","casale-evp-3-b2b933","","","trend-analysis","1983","Shift from annual to quarterly operating cycle — historical context","1950s: corporate America on annual cycles; quarterly earnings estimates and portfolio measurements were 'barely dreamed of'. Shift to quarterly competitively imposed on the computer industry.","high","industry-analysis","p.1-2","Continues the EVP-2 treadmill analysis with historical framing. Casale attributes the shift to quarterly cycles to competitive pressure rather than internal management choice."
"casale-evp-3-b2b933-OBS-003","casale-evp-3-b2b933","","","expert-opinion","1983","Four small hockey sticks vs. one large — quarterly cycle advantages","Quarterly cycle superior to annual: (1) salesperson given a quarter closes faster than given a year; (2) factory flow smoother with 4 peak cycles vs. 1; (3) management gets more accurate quarterly business outlook; (4) improves cash flow and reduces need for incremental labor/plant.","high","expert-opinion","p.2-3","Casale makes an explicit efficiency argument for the quarterly cycle — framing the hockey stick as rational and beneficial, not pathological per se."
"casale-evp-3-b2b933-OBS-004","casale-evp-3-b2b933","","","expert-opinion","1983","Conditions required for flat (pancake) operations","Flat booking/shipping curve works only if: (1) monopoly product; (2) demand greatly exceeds supply; (3) product life measured in years; (4) control of raw material supply; (5) labor surplus at low wages. These conditions are exceptions in high-tech.","high","expert-opinion","p.3","Casale uses 'pancake curve' as opposite of hockey stick; argues smooth operations are structurally impossible in competitive tech markets."
"casale-evp-3-b2b933-OBS-005","casale-evp-3-b2b933","","","expert-opinion","1983","Two methods to flatten the hockey stick","Method 1 (Stick): Manage salesforce to optimize factory flow; goal is low-cost production. Method 2 (Carrot): Manage factory to maximize near-term sales; goal is market share leadership. Both are variants on the same theme.","high","expert-opinion","p.4","Casale's 'stick vs. carrot' framework for hockey-stick management prefigures S&OP (Sales and Operations Planning) thinking that became standard in the 1990s."
"casale-evp-3-b2b933-OBS-006","casale-evp-3-b2b933","","","risk-assessment","1983","Pitfalls of downsizing for backlog building (stick approach)","Risks: (1) loss of market share as competitors deliver what you forego; (2) customer satisfaction slips if deliveries stretch; (3) newly announced competitive product can melt backlog and devalue WIP/finished goods inventories.","high","expert-opinion","p.4","Casale warns explicitly against 'the backlog trap' — excess backlog is 'a snare and delusion'. Cross-reference future EVP on backlog."
"casale-evp-3-b2b933-OBS-007","casale-evp-3-b2b933","datapoint-corporation","","risk-assessment","1982","Datapoint — booking-skewed compensation plan failure","Datapoint's compensation plan until recently was heavily skewed towards bookings; resulted in large booking numbers that did not convert to shipments or revenues.","high","industry-analysis","p.5","Casale identifies compensation plan design as the root cause of Datapoint's accounting problems — a structural issue rather than individual malfeasance."
"casale-evp-3-b2b933-OBS-008","casale-evp-3-b2b933","data-general","","expert-opinion","1975","Data General — payment-skewed compensation plan","In early years: compensation skewed to customer payment; improved receivables but 'turned salesmen into dunning agents'; first months of quarter spent collecting rather than selling.","medium","industry-analysis","p.5","Used as counter-example to Datapoint's booking-skew; illustrates that over-correction to customer payment creates its own operational problems."
"casale-evp-3-b2b933-OBS-009","casale-evp-3-b2b933","tandem-computers","","risk-assessment","1982","Tandem — booked shipments not resulting in revenues","Even booked shipments did not always result in immediate revenues; fiscal 1982 results restated downward.","high","industry-analysis","p.5","Casale notes the distinction between booking → shipment → revenue → cash collection as four distinct conversion steps, each with failure modes."
"casale-evp-3-b2b933-OBS-010","casale-evp-3-b2b933","","","expert-opinion","1983","Optimal compensation plan — continuous tweaking","Perfect compensation plan does not exist; changing market conditions for products and salespeople prevent it. Plans must be continuously tweaked with special incentives for early collection, monthly performance, and specific products.","high","expert-opinion","p.5","Casale draws on 'personal experience' to argue for adaptive compensation design rather than fixed formulas."
"casale-evp-3-b2b933-OBS-011","casale-evp-3-b2b933","warner-communications-atari","","risk-assessment","1982","Atari/Warner — annual hockey stick investment magnitude","Annual hockey stick: last few weeks of Q4 determine the entire year. Warner Communications Atari Division recent debacle cited as investment-magnitude example.","high","industry-analysis","p.5","Atari's 1982 crash (Atari Video Game Collapse) used to illustrate the investment risk of annual versus quarterly cycles. Stock cited at time of analysis but price not given."
"casale-evp-3-b2b933-OBS-012","casale-evp-3-b2b933","","","trend-analysis","1983","Customer buying cycle drives compensation plan length","Monthly compensation plans work only if customer buying cycle is roughly same length; 'to a very large extent, the customer drives the plan.'","high","expert-opinion","p.5","Key insight: the operating cycle of the seller must align with the buying cycle of the customer — an early articulation of customer-driven sales cycle management."
"casale-evp-3-b2b933-OBS-013","casale-evp-3-b2b933","","","expert-opinion","1983","Investment relevance — daily vs. weekly vs. quarterly cycles","Daily cycles give investors updated information every day; weekly (e.g., money supply statistics) 52 data points per year; quarterly cycle imposes peculiar accounting implications specific to tech sector.","high","expert-opinion","p.5-6","Casale frames the investment relevance of cycle length as an information-frequency problem; quarterly cycle is the worst of both worlds for investors."
"casale-evp-3-b2b933-OBS-014","casale-evp-3-b2b933","tandem-computers","","viability-prediction","1983","Prediction: booking/billing practices at Tandem will continue to generate controversy","Fiscal 1982 results at Tandem being restated downwards; further analysis of operating rationale behind events at Tandem and Datapoint to follow in EVP-4.","high","expert-opinion","p.1","Casale is writing contemporaneously with the Tandem controversy; implies more disclosures to come."
"casale-evp-3-b2b933-OBS-015","casale-evp-3-b2b933","tandem-computers","","actual-outcome","1983","Prediction: booking/billing practices at Tandem will continue to generate controversy","[UNVERIFIED]","verified","expert-opinion","p.1",""
"casale-evp-3-b2b933-OBS-016","casale-evp-3-b2b933","","","expert-opinion","1983","Stock prices at time of publication (Jan 5 1983)","Data General: $40; Datapoint: $18; Tandem: $24.125","high","industry-analysis","p.6","Published market prices provide valuation context; all three companies in computing sector, all below prior-year highs due to accounting controversies and/or sector weakness."
"casale-evp-3-b2b933-OBS-017","casale-evp-3-b2b933","","","expert-opinion","1983","Hockey stick universality across industries","Pattern appears in: commuter traffic (2 per day), McDonald's lunch/dinner rushes, quarter-end portfolio window dressing, agricultural harvest cycles. Hockey stick is a universal human organizational phenomenon.","high","expert-opinion","p.3","Casale broadens the hockey stick concept beyond tech to establish it as a natural law of organized human activity, reinforcing his argument that it cannot be eliminated."
"casale-evp-3-b2b933-OBS-018","casale-evp-3-b2b933","","","risk-assessment","1983","Accounting implications of quarterly cycle — teaser for EVP-4","The quarterly cycle in the computer industry has peculiar aspects related to accounting practices; to be analyzed in next two Executive Viewpoints.","high","expert-opinion","p.6","EVP-3 ends with a forward reference to EVP-4's P&L analysis; the hockey stick is framed as having both operational and accounting/financial reporting implications."
