"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"TECH-HP-001","Desktop Management Interface (DMI)","Management Standard","DMTF","1990s","emerging","obsolete","1997-desktop-and-systems-management-the--169a9b","DMTF standard for desktop PC management; DMI 2.0 released June 1998; end-of-life declared March 31 2005; superseded by CIM and WMI"
"TECH-HP-002","HP Vectra Corporate PC","Hardware","Hewlett-Packard","1985-2002","mature","discontinued","1997-desktop-and-systems-management-the--169a9b","HP's flagship enterprise PC line; first DMI-compliant PCs (1992); discontinued 2002 after HP-Compaq merger; replaced by HP Evo"
"TECH-HP-003","HP TopTOOLS","Desktop Management Software","Hewlett-Packard","1990s","emerging","discontinued","1997-desktop-and-systems-management-the--169a9b","DMI-compliant desktop management suite; included AssetTOOLS, ConfigTOOLS, FlashTOOL, SafeTOOLS, ProtectTOOLS; discontinued with Vectra line"
"TECH-HP-004","HP OpenView","Network / Systems Management","Hewlett-Packard","1990s","mature","rebranded/discontinued","1997-desktop-and-systems-management-the--169a9b","HP's network and systems management platform; rebranded as HP Software Division products in 2007; sold to MicroFocus; now part of OpenText"
"TECH-HP-005","HP NightDIRECTOR","Remote Power Management","Hewlett-Packard","1990s","emerging","discontinued","1997-desktop-and-systems-management-the--169a9b","Remote PC power-on using Magic Packet technology co-developed with AMD; predecessor of Wake-on-LAN standard"
"TECH-HP-006","Magic Packet / Wake-on-LAN","Remote Power Standard","AMD + HP","1990s","emerging","mature/standard","1997-desktop-and-systems-management-the--169a9b","Remote power-on technology; evolved into Wake-on-LAN (WOL) standard; still widely used in enterprise PC management"
"TECH-HP-007","Compaq Intelligent Manageability","Desktop Management Software","Compaq","1990s","emerging","discontinued","1997-desktop-and-systems-management-the--169a9b","Compaq's proprietary desktop management system; required Compaq hardware and invited third-party partners; discontinued after HP acquisition of Compaq 2002"
"TECH-HP-008","SMART (Self-Monitoring Analysis and Reporting Technology)","Hard Drive Monitoring","Various","1990s","emerging","mature/standard","1997-desktop-and-systems-management-the--169a9b","Hard drive health monitoring technology; still widely used in modern storage devices"
"TECH-HP-009","Common Information Model (CIM)","Management Standard","DMTF","1990s","emerging","mature","1997-desktop-and-systems-management-the--169a9b","DMTF standard that superseded DMI; foundation for WMI and modern IT management"
"TECH-HP-010","Windows Management Instrumentation (WMI)","Management API","Microsoft","late 1990s","not-yet-released","mature","1997-desktop-and-systems-management-the--169a9b","Microsoft's implementation of CIM/WBEM that became the dominant desktop management standard; shipped with Windows 2000"
