"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"0290b1-OBS-001","1998-communicating-business-intelligence-through-comput-0290b1","","cti","technology-assessment","1998","CTI deployment scope in 1998","Traditionally call-center only; now beginning enterprise-wide deployment","high","ingest-extraction","industry-analysis","Executive Summary","Key finding: CTI expanding beyond call center",""
"0290b1-OBS-002","1998-communicating-business-intelligence-through-comput-0290b1","","pbx","viability-prediction","1998","PBX market disruption from CTI","CTI will have large impact on traditional PBX telephony device market","high","ingest-extraction","industry-analysis","Executive Summary","Aberdeen explicitly predicted CTI would challenge PBX market",""
"0290b1-OBS-003","1998-communicating-business-intelligence-through-comput-0290b1","","voip","actual-outcome","2010","PBX market disruption outcome","VoIP/packet-switched telephony replaced traditional PBX as dominant enterprise telephony by 2010","verified","web-source","industry-analysis","Post-publication","Cisco CUCM and cloud-based PBX displaced traditional hardware PBX; traditional PBX declining since ~2005",""
"0290b1-OBS-004","1998-communicating-business-intelligence-through-comput-0290b1","","cti","framework-factor","1998","CTI benefit 1: Data-to-telephony control","Use data network information to control routing and handling of telephone network messaging events","high","ingest-extraction","industry-analysis","Executive Summary","First of three primary CTI benefits enumerated by Aberdeen",""
"0290b1-OBS-005","1998-communicating-business-intelligence-through-comput-0290b1","","cti","framework-factor","1998","CTI benefit 2: Telephony-to-data trigger","Use information embedded in telephony event to trigger activities in data network","high","ingest-extraction","industry-analysis","Executive Summary","Second of three primary CTI benefits",""
"0290b1-OBS-006","1998-communicating-business-intelligence-through-comput-0290b1","","cti","framework-factor","1998","CTI benefit 3: Multi-format data delivery","Deliver data in multiple formats (text/voice/video/images) combined with multiple messaging event types","high","ingest-extraction","industry-analysis","Executive Summary","Third of three primary CTI benefits",""
"0290b1-OBS-007","1998-communicating-business-intelligence-through-comput-0290b1","","server-based-pbx","technology-assessment","1998","Server-based PBX architecture status","Emerging class of CTI platform redefining on-premise telephony architecture","high","ingest-extraction","competitive-profiling","Chapter 7","Dedicated chapter for three server-based PBX suppliers",""
"0290b1-OBS-008","1998-communicating-business-intelligence-through-comput-0290b1","","voip","technology-assessment","1998","Packet-switched telephony status in 1998","Identified as new option beginning to challenge circuit-switched telephony","medium","ingest-extraction","industry-analysis","Chapter 5","Aberdeen identified packet-switched telephony as emerging disruptor",""
"0290b1-OBS-009","1998-communicating-business-intelligence-through-comput-0290b1","","unified-messaging","technology-assessment","1998","Unified messaging market status","Emerging convergence trend for CTI","medium","ingest-extraction","industry-analysis","Chapter 5","Unified messaging identified as important CTI trend",""
"0290b1-OBS-010","1998-communicating-business-intelligence-through-comput-0290b1","geotel-communications","","viability-prediction","1998","GeoTel strategic value as distributed call center software","Leader in software solutions for distributed voice call centers","high","ingest-extraction","competitive-profiling","Chapter 6","Profiled as leading CTI supplier",""
"0290b1-OBS-011","1998-communicating-business-intelligence-through-comput-0290b1","geotel-communications","","actual-outcome","1999","GeoTel acquisition outcome","Acquired by Cisco for approximately $2 billion in June 1999","verified","web-source","industry-analysis","Post-publication","Source: https://newsroom.cisco.com/c/r/newsroom/en/us/a/y1999/m06/cisco-completes-acquisition-of-geotel-communications-corp.html",""
"0290b1-OBS-012","1998-communicating-business-intelligence-through-comput-0290b1","dialogic-corporation","","actual-outcome","1999","Dialogic acquisition outcome","Intel acquired Dialogic for $780 million in 1999","verified","web-source","industry-analysis","Post-publication","Source: https://www.intel.com/pressroom/archive/releases/1999/Cn060199.htm",""
"0290b1-OBS-013","1998-communicating-business-intelligence-through-comput-0290b1","nortel","","actual-outcome","2009","Nortel outcome","Nortel filed for bankruptcy January 2009; patents sold","verified","web-source","industry-analysis","Post-publication","One of largest telecom bankruptcies in history",""
"0290b1-OBS-014","1998-communicating-business-intelligence-through-comput-0290b1","aberdeen-group","","market-data","1998","Number of CTI suppliers profiled","16 CTI suppliers profiled","high","ingest-extraction","competitive-profiling","Cover","Report includes 16 supplier profiles",""
"0290b1-OBS-015","1998-communicating-business-intelligence-through-comput-0290b1","aberdeen-group","","market-data","1998","Report price and length","$895 for 79-page report with 5 illustrations","high","ingest-extraction","document-review","Cover","Published price confirmed in document",""
"0290b1-OBS-016","1998-communicating-business-intelligence-through-comput-0290b1","","cti","strategy-classification","1998","Primary CTI business driver","Strategic management of customers identified as primary driver of CTI adoption","high","ingest-extraction","industry-analysis","Chapter 5","Aberdeen's strategic framing of why CTI adoption was accelerating",""
"0290b1-OBS-017","1998-communicating-business-intelligence-through-comput-0290b1","","pbx","viability-prediction","1998","Network service provider CTI impact","CTI will redefine how user organizations architect and build on-premise telephony networks","high","ingest-extraction","expert-opinion","Executive Summary","Aberdeen's core prediction on CTI's architectural disruption",""
"0290b1-OBS-018","1998-communicating-business-intelligence-through-comput-0290b1","","voip","actual-outcome","2015","Packet-switched telephony market dominance","VoIP became dominant enterprise telephony protocol; traditional PBX market in sustained decline from 2008","verified","web-source","industry-analysis","Post-publication","UCaaS market exceeded $40B by 2020; traditional PBX largely obsolete",""
