"code_id","code_type","label","definition"
"ANALYST-INTERVIEW","methodology_code","Analyst Interview","Findings based on Aberdeen client interviews"
"ANALYST-EXPERT","methodology_code","Analyst Expert","Aberdeen analyst expert opinion"
"WEB-RESEARCH","methodology_code","Web Research","Outcome verified via web/archival research post-publication"
"strategy-classification","observation_type","Strategy Classification","Classification of strategic position or approach"
"viability-prediction","observation_type","Viability Prediction","Forward-looking prediction about market or technology viability"
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome corresponding to a prediction"
"technology-assessment","observation_type","Technology Assessment","Evaluation of technology capabilities or positioning"
"market-data","observation_type","Market Data","Quantitative or qualitative market data"
"expert-opinion","observation_type","Expert Opinion","Aberdeen analyst opinion"
"framework-factor","observation_type","Framework Factor","Factor in an analytical or conceptual framework"
