"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"soa-enabled-erp","SOA-Enabled ERP Applications","enterprise-application","vendor-neutral","2000s","emerging","mature","ra-enterprise-apps-312ba4","ISV ERP vendors introducing SOA-enabled versions; upgrading is first step toward more value; all reviewed come with SOA software tools and interfaces"
"enterprise-application-integration","Enterprise Application Integration (EAI)","middleware","vendor-neutral","2000s","mature","legacy","ra-enterprise-apps-312ba4","Application integration as 'duct tape, chewing gum, and string'; being replaced by SOA-based approaches"
"web-services","Web Services","standards","vendor-neutral","2000s","growth","mature","ra-enterprise-apps-312ba4","76% of respondents rank as 'must have' integration technology; top ranked SOA technology"
"open-middleware","Built-in Open Middleware for Integration","middleware","vendor-neutral","2000s","growth","mature","ra-enterprise-apps-312ba4","66% of respondents rank as 'must have' integration technology"
"xml-standards","XML Standards","standards","vendor-neutral","2000s","growth","mature","ra-enterprise-apps-312ba4","66% of respondents rank as 'must have' integration technology"
"business-process-execution","Business Process Execution and Manipulation Across Processes","bpm","vendor-neutral","2000s","growth","mature","ra-enterprise-apps-312ba4","60% of respondents rank as 'must have' integration technology; BPEL-type orchestration"
"advanced-business-intelligence","Advanced Business Intelligence Manipulations","analytics","vendor-neutral","2000s","growth","mature","ra-enterprise-apps-312ba4","55% of respondents rank as 'must have' integration technology; real-time views into business processes"
"open-messaging-architecture","Open Messaging-Based Architecture","middleware","vendor-neutral","2000s","growth","mature","ra-enterprise-apps-312ba4","55% of respondents rank as 'must have' integration technology"
"business-process-modeling","Business Process Modeling","bpm","vendor-neutral","2000s","growth","mature","ra-enterprise-apps-312ba4","54% of respondents rank as 'must have' integration technology"
"rule-based-toolset","Rule-Based Toolset for Configuring Changes","bpm","vendor-neutral","2000s","growth","mature","ra-enterprise-apps-312ba4","53% of respondents rank as 'must have' integration technology"
"event-driven-architecture","Event-Driven Architecture","architecture","vendor-neutral","2000s","emerging","mature","ra-enterprise-apps-312ba4","51% of respondents rank as 'must have' integration technology"
"heterogeneous-environment","Operating in Heterogeneous Environment","architecture","vendor-neutral","2000s","growth","mature","ra-enterprise-apps-312ba4","49% of respondents rank as 'must have' integration technology"
"best-of-breed-functionality","Best-of-Breed Functionality","application-strategy","vendor-neutral","2000s","growth","mature","ra-enterprise-apps-312ba4","49% of respondents rank as 'must have' integration technology"
"soa-compliance","Overall Compliance within an SOA Infrastructure","standards","vendor-neutral","2000s","emerging","mature","ra-enterprise-apps-312ba4","48% of respondents rank as 'must have' integration technology"
"composite-apps-interoperability","Composite Applications Interoperability","architecture","vendor-neutral","2000s","emerging","mature","ra-enterprise-apps-312ba4","47% of respondents rank as 'must have' integration technology"
"master-data-management","Master Data Management Tools","data-management","vendor-neutral","2000s","emerging","mature","ra-enterprise-apps-312ba4","SOA response to data accuracy and replication challenges; ensures data integrity; eliminates costly rework"
"business-activity-monitoring","Business Activity Monitoring (BAM)","analytics","vendor-neutral","2000s","emerging","mature","ra-enterprise-apps-312ba4","Real-time visibility into business processes; machine-in-loop model of BPM; next stage for Best in Class"
"enterprise-service-bus","Enterprise Service Bus (ESB)","middleware","vendor-neutral","2000s","growth","mature","ra-enterprise-apps-312ba4","Core component of full-blown SOA infrastructure; referenced in Industry Average recommendations"
"flexi-smartclient","FlexiSmartClient Suite","application","FlexiInternational","2000s","niche","legacy","ra-enterprise-apps-312ba4","Accounting components customizable for business processes; built on .NET; SmartClient architecture; sponsor product"
"made2manage-erp","Made2Manage ERP","application","Made2Manage Systems","2000s","niche","legacy","ra-enterprise-apps-312ba4","ERP for 30+ manufacturing sectors; sponsor product; 2150+ customers worldwide; 20-year track record"
"softbrands-manufacturing","SoftBrands Manufacturing ERP","application","SoftBrands","2000s","niche","legacy","ra-enterprise-apps-312ba4","ERP for small to medium manufacturing and hospitality; sponsor product; 4000+ customers in 60+ countries"
