"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"ra-enterprise-apps-312ba4-obs-001","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Potential 2006 savings if Industry Average ran at Best in Class software maintenance efficiency","$143 billion","high","ingest-extraction","analyst-estimate","ii","Aberdeen analyst estimate; '$20 billion in IT savings is readily achievable'"
"ra-enterprise-apps-312ba4-obs-002","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Enterprises surveyed unhappy with ROI on enterprise application investment","More than 50%","high","ingest-extraction","survey","ii","More than half unhappy with enterprise application ROI"
"ra-enterprise-apps-312ba4-obs-003","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Respondents viewing SOA as means to improve enterprise app integration","At least two-thirds","high","ingest-extraction","survey","ii","Web services, XML, open middleware as custom means"
"ra-enterprise-apps-312ba4-obs-004","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Survey sample: Jan-Mar 2006 survey period","confirmed","high","ingest-extraction","survey","19","Online survey + telephone interviews; discrete/process mfg, consumer, services, government"
"ra-enterprise-apps-312ba4-obs-005","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Respondents from discrete manufacturing","35%","high","ingest-extraction","survey","19","Largest segment; 17% from high tech hardware and software"
"ra-enterprise-apps-312ba4-obs-006","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Respondents from services sector","30%","high","ingest-extraction","survey","19","Including 8% financial services and banking"
"ra-enterprise-apps-312ba4-obs-007","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Respondents from consumer sector","14%","high","ingest-extraction","survey","19","Industry distribution"
"ra-enterprise-apps-312ba4-obs-008","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Respondents from process manufacturing","12%","high","ingest-extraction","survey","19","Industry distribution"
"ra-enterprise-apps-312ba4-obs-009","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Respondents from government and education (public sector)","9%","high","ingest-extraction","survey","19","Industry distribution"
"ra-enterprise-apps-312ba4-obs-010","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Respondents from North America","55%","high","ingest-extraction","survey","20","Geographic distribution"
"ra-enterprise-apps-312ba4-obs-011","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Respondents from Europe","23%","high","ingest-extraction","survey","20","Geographic distribution"
"ra-enterprise-apps-312ba4-obs-012","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Respondents from Asia/Pacific","8%","high","ingest-extraction","survey","20","Geographic distribution"
"ra-enterprise-apps-312ba4-obs-013","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Respondents from Middle East/Africa","7%","high","ingest-extraction","survey","20","Geographic distribution"
"ra-enterprise-apps-312ba4-obs-014","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Respondents from South/Central America and Caribbean","6%","high","ingest-extraction","survey","20","Geographic distribution"
"ra-enterprise-apps-312ba4-obs-015","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Respondents less than $50M in annual revenue","31%","high","ingest-extraction","survey","20","Company size distribution"
"ra-enterprise-apps-312ba4-obs-016","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Respondents $50M to $249M","20%","high","ingest-extraction","survey","20","Company size distribution"
"ra-enterprise-apps-312ba4-obs-017","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Respondents $250M to $499M","17%","high","ingest-extraction","survey","20","Company size distribution"
"ra-enterprise-apps-312ba4-obs-018","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Respondents $500M to $999M","10%","high","ingest-extraction","survey","20","Company size distribution"
"ra-enterprise-apps-312ba4-obs-019","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Respondents $1B to $5B","17%","high","ingest-extraction","survey","20","Company size distribution"
"ra-enterprise-apps-312ba4-obs-020","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Respondents more than $5B","4%","high","ingest-extraction","survey","20","Company size distribution"
"ra-enterprise-apps-312ba4-obs-021","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Respondent job title - Manager","25%","high","ingest-extraction","survey","19","Most common job title in sample"
"ra-enterprise-apps-312ba4-obs-022","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Respondent job title - Director","19%","high","ingest-extraction","survey","19","Job title distribution"
"ra-enterprise-apps-312ba4-obs-023","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Respondent job title - CIO/IT Leader","15%","high","ingest-extraction","survey","19","Job title distribution"
"ra-enterprise-apps-312ba4-obs-024","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Respondent job title - Internal Consultant","11%","high","ingest-extraction","survey","19","Job title distribution"
"ra-enterprise-apps-312ba4-obs-025","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Respondent job title - Senior Management (CEO/CFO/COO)","11%","high","ingest-extraction","survey","19","Job title distribution"
"ra-enterprise-apps-312ba4-obs-026","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Integration challenge: Delayed taking timely advantage of system enhancements","49%","high","ingest-extraction","survey","4","Figure 2: Challenges Faced in Integrating Enterprise Applications"
"ra-enterprise-apps-312ba4-obs-027","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Integration challenge: Diverted time and attention from other critical projects","45%","high","ingest-extraction","survey","4","Figure 2"
"ra-enterprise-apps-312ba4-obs-028","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Integration challenge: Required custom extensions or code with outside help","40%","high","ingest-extraction","survey","4","Figure 2"
"ra-enterprise-apps-312ba4-obs-029","ra-enterprise-apps-312ba4","aberdeen-group","","survey-finding","2006","Integration challenge: Was too costly","34%","high","ingest-extraction","survey","4","Figure 2"
