"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"aberdeen-1996-enterprise-data-knowledge-integrated-data-marts-OBS-001","aberdeen-1996-enterprise-data-knowledge-integrated-data-marts","","data-mart","market-data","1996","Data mart fragmentation problem prevalence","Aberdeen field experience: enterprises that build uncontrolled standalone data marts end up with contradictory business rules and enterprise-crippling data requests","high","ingest-extraction","field-research","Executive Summary","Primary empirical finding from Aberdeen client engagements"
"aberdeen-1996-enterprise-data-knowledge-integrated-data-marts-OBS-002","aberdeen-1996-enterprise-data-knowledge-integrated-data-marts","","data-warehouse","market-data","1996","Revenue definition inconsistency","Most enterprises have one or more inconsistent definitions for basic enterprise expression 'revenue' across systems","high","ingest-extraction","field-research","Overcompensating","Aberdeen field finding; data quality problem at the heart of warehouse need"
"aberdeen-1996-enterprise-data-knowledge-integrated-data-marts-OBS-003","aberdeen-1996-enterprise-data-knowledge-integrated-data-marts","","data-mart","framework-factor","1996","Framework: single-subject starting point","Begin with one data mart addressing a single subject area that links into an RDBMS-driven enterprise whole","high","ingest-extraction","industry-analysis","A Logical Approach","Factor 1: Aberdeen's integrated data mart architectural principle"
"aberdeen-1996-enterprise-data-knowledge-integrated-data-marts-OBS-004","aberdeen-1996-enterprise-data-knowledge-integrated-data-marts","","data-warehouse","framework-factor","1996","Framework: common metrics foundation","Enterprise must work from high-level model and common business metrics before building individual data marts","high","ingest-extraction","industry-analysis","Creating A Better Balance","Factor 2: prerequisite for integration; prevents contradictory definitions"
"aberdeen-1996-enterprise-data-knowledge-integrated-data-marts-OBS-005","aberdeen-1996-enterprise-data-knowledge-integrated-data-marts","","data-mart","framework-factor","1996","Framework: iterative road map","Use iterative method of building a road map for the enterprise to follow; each data mart funds the next","high","ingest-extraction","industry-analysis","A Logical Approach","Factor 3: ROI self-funding model for data mart expansion"
"aberdeen-1996-enterprise-data-knowledge-integrated-data-marts-OBS-006","aberdeen-1996-enterprise-data-knowledge-integrated-data-marts","","data-mart","framework-factor","1996","Framework: user involvement","Involve end users throughout design; data marts must reflect business drivers embedded in end-user behavior","high","ingest-extraction","field-research","Involving Users","Factor 4: business-driven design vs. IT-driven design"
"aberdeen-1996-enterprise-data-knowledge-integrated-data-marts-OBS-007","aberdeen-1996-enterprise-data-knowledge-integrated-data-marts","","etl","framework-factor","1996","Framework: synchronization management","Managing synchronization across data marts is critical; requires disciplined ETL and common data stewardship","high","ingest-extraction","industry-analysis","Managing Synchronization","Factor 5: technical synchronization challenge for distributed data marts"
"aberdeen-1996-enterprise-data-knowledge-integrated-data-marts-OBS-008","aberdeen-1996-enterprise-data-knowledge-integrated-data-marts","","rapid-application-development","framework-factor","1996","Framework: rapid application deployment","Use Rapid Application Deployment to maintain business momentum; demonstrate ROI early to secure continued funding","high","ingest-extraction","industry-analysis","Rapid Application Deployment","Factor 6: delivery speed as competitive requirement"
"aberdeen-1996-enterprise-data-knowledge-integrated-data-marts-OBS-009","aberdeen-1996-enterprise-data-knowledge-integrated-data-marts","ncr-corporation","data-warehouse","strategy-classification","1996","NCR/Tandem/Prism positioning","NCR, Tandem, and Prism Solutions positioned as providers of industry-specific data warehouse templates and short-term consulting engagements","high","ingest-extraction","competitive-profiling","Creating A Better Balance","Aberdeen identifies these suppliers as jump-start partners for integrated data mart initiatives"
"aberdeen-1996-enterprise-data-knowledge-integrated-data-marts-OBS-010","aberdeen-1996-enterprise-data-knowledge-integrated-data-marts","","rdbms","strategy-classification","1996","RDBMS vs multidimensional DB strategic choice","Aberdeen advocates RDBMS-based architecture over proprietary multidimensional databases for enterprise data marts; RDBMS provides flexibility and integration path","high","ingest-extraction","expert-opinion","Technology Foundation","Clear architectural recommendation against MDDB silos"
